Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,0.0,26.126976,[ 8 21] ; [41  7],[18.45454545 10.54545455] ; [30.54545455 17.45454545],1
p11,1,0.000211,13.732425,[12 19] ; [39 10],[19.7625 11.2375] ; [31.2375 17.7625],1
p7,1,0.005318,7.768124,[ 5 26] ; [22 25],[10.73076923 20.26923077] ; [16.26923077 30.73076923],0
b5,1,0.006976,7.279179,[24  7] ; [23 26],[18.2125 12.7875] ; [28.7875 20.2125],0
p8,1,0.012896,6.183255,[ 5 26] ; [21 28],[10.075 20.925] ; [15.925 33.075],0
p2,1,0.021687,5.270689,[17 14] ; [38 10],[21.58227848  9.41772152] ; [33.41772152 14.58227848],0
a5,1,0.025095,5.0173,[13 18] ; [33 16],[17.825 13.175] ; [28.175 20.825],0
a7,1,0.029692,4.727065,[ 9 21] ; [27 22],[13.67088608 16.32911392] ; [22.32911392 26.67088608],0
r1,1,0.041186,4.168334,[ 5 26] ; [18 30],[ 9.02531646 21.97468354] ; [13.97468354 34.02531646],0
n1,1,0.069103,3.304196,[ 3 12] ; [10 10],[5.57142857 9.42857143] ; [ 7.42857143 12.57142857],0
u2,1,0.107785,2.586402,[ 3 12] ; [8 9],[5.15625 9.84375] ; [ 5.84375 11.15625],0
b1,1,0.132311,2.265176,[18 13] ; [20 29],[14.725 16.275] ; [23.275 25.725],0
p4,1,0.148032,2.092412,[11 20] ; [25 23],[14.12658228 16.87341772] ; [21.87341772 26.12658228],0
a3,1,0.178634,1.808952,[15 15] ; [32 17],[17.84810127 12.15189873] ; [29.15189873 19.84810127],0
s8,1,0.18553,1.752761,[ 5 26] ; [14 34],[ 7.4556962 23.5443038] ; [11.5443038 36.4556962],0
d5,1,0.218128,1.516648,[18 13] ; [35 14],[20.5375 10.4625] ; [32.4625 16.5375],0
p3,1,0.255292,1.294112,[ 9 22] ; [20 28],[11.37974684 19.62025316] ; [17.62025316 30.37974684],0
n5,1,0.289838,1.120373,[20 11] ; [37 12],[22.0875  8.9125] ; [34.9125 14.0875],0
a8,1,0.303098,1.060514,[ 2 26] ; [ 1 44],[ 1.15068493 26.84931507] ; [ 1.84931507 43.15068493],0
s1,1,0.3117,1.023458,[ 2 29] ; [ 1 48],[ 1.1625 29.8375] ; [ 1.8375 47.1625],0
u3,1,0.324534,0.970588,[ 4 12] ; [ 7 10],[ 5.33333333 10.66666667] ; [ 5.66666667 11.33333333],0
r2,1,0.332324,0.939821,[15 14] ; [29 17],[17.01333333 11.98666667] ; [26.98666667 19.01333333],0
a6,1,0.427931,0.628431,[13 18] ; [25 24],[14.725 16.275] ; [23.275 25.725],0
b3,1,0.429795,0.623377,[ 5 15] ; [10 18],[ 6.25 13.75] ; [ 8.75 19.25],0
b2,1,0.429795,0.623377,[ 5 15] ; [10 18],[ 6.25 13.75] ; [ 8.75 19.25],0
s7,1,0.476877,0.505997,[ 9 20] ; [18 28],[10.44 18.56] ; [16.56 29.44],0
d1,1,0.506049,0.442229,[15 16] ; [20 29],[13.5625 17.4375] ; [21.4375 27.5625],0
p6,1,0.50981,0.434458,[ 6 24] ; [13 36],[ 7.21518987 22.78481013] ; [11.78481013 37.21518987],0
r3,1,0.510478,0.433087,[18 12] ; [31 15],[19.34210526 10.65789474] ; [29.65789474 16.34210526],0
v2,1,0.515416,0.423057,[14 16] ; [18 28],[12.63157895 17.36842105] ; [19.36842105 26.63157895],0
v3,1,0.517622,0.418629,[ 7 24] ; [14 34],[ 8.24050633 22.75949367] ; [12.75949367 35.24050633],0
v1,1,0.623216,0.241373,[ 8 20] ; [16 31],[ 8.96 19.04] ; [15.04 31.96],0
b4,1,0.715851,0.132502,[19 12] ; [32 17],[19.7625 11.2375] ; [31.2375 17.7625],0
p1,1,0.723292,0.12536,[ 3 28] ; [ 6 43],[ 3.4875 27.5125] ; [ 5.5125 43.4875],0
s6,1,0.735577,0.114052,[12 19] ; [20 27],[12.71794872 18.28205128] ; [19.28205128 27.71794872],0
s2,1,0.743506,0.107069,[11 20] ; [15 32],[10.33333333 20.66666667] ; [15.66666667 31.33333333],0
a4,1,0.759046,0.094085,[10 20] ; [18 31],[10.63291139 19.36708861] ; [17.36708861 31.63291139],0
n2,1,0.761922,0.091783,[9 6] ; [13  7],[9.42857143 5.57142857] ; [12.57142857  7.42857143],0
s3,1,0.765866,0.088677,[10 21] ; [16 29],[10.60526316 20.39473684] ; [15.39473684 29.60526316],0
s5,1,0.785111,0.074346,[ 5 24] ; [ 7 40],[ 4.57894737 24.42105263] ; [ 7.42105263 39.57894737],0
p12,1,0.830832,0.04564,[ 1 30] ; [ 2 46],[ 1.17721519 29.82278481] ; [ 1.82278481 46.17721519],0
d4,1,0.854562,0.033599,[22  8] ; [35 14],[21.64556962  8.35443038] ; [35.35443038 13.64556962],0
u1,1,0.861135,0.030601,[ 4 27] ; [ 7 42],[ 4.2625 26.7375] ; [ 6.7375 42.2625],0
n3,1,0.901436,0.015338,[9 6] ; [11  8],[8.82352941 6.17647059] ; [11.17647059  7.82352941],0
a2,1,0.930879,0.007524,[ 4 27] ; [ 6 43],[ 3.875 27.125] ; [ 6.125 42.875],0
v4,1,0.941422,0.0054,[22  9] ; [33 13],[22.14285714  8.85714286] ; [32.85714286 13.14285714],0
n4,1,0.942465,0.005209,[20 11] ; [32 17],[20.15 10.85] ; [31.85 17.15],0
s4,1,0.946638,0.00448,[ 6 25] ; [ 9 39],[ 5.88607595 25.11392405] ; [ 9.11392405 38.88607595],0
