Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,1e-06,23.446479,[249 282] ; [77 29],[271.75196232 259.24803768] ; [54.24803768 51.75196232],1
s6,1,0.00019,13.922551,[340 190] ; [87 18],[356.39370079 173.60629921] ; [70.60629921 34.39370079],1
s5,1,0.000285,13.164431,[148 373] ; [46 52],[163.28594507 357.71405493] ; [30.71405493 67.28594507],1
s3,1,0.000376,12.649263,[275 251] ; [76 31],[291.66824645 234.33175355] ; [59.33175355 47.66824645],1
n4,1,0.001734,9.812019,[412 121] ; [68 40],[399.12636505 133.87363495] ; [80.87363495 27.12636505],0
v3,1,0.011621,6.367809,[211 298] ; [30 76],[199.46178862 309.53821138] ; [41.53821138 64.46178862],0
b5,1,0.013059,6.161132,[339 195] ; [82 26],[350.17757009 183.82242991] ; [70.82242991 37.17757009],0
u2,1,0.013748,6.070237,[96 57] ; [14 21],[89.5212766 63.4787234] ; [20.4787234 14.5212766],0
p11,1,0.015342,5.876711,[423 111] ; [74 34],[413.39252336 120.60747664] ; [83.60747664 24.39252336],0
a8,1,0.016461,5.752934,[ 73 405] ; [ 6 92],[ 65.55902778 412.44097222] ; [13.44097222 84.55902778],0
r4,1,0.031358,4.633244,[501  33] ; [95 13],[495.73831776  38.26168224] ; [100.26168224   7.73831776],0
r1,1,0.039165,4.253705,[446  84] ; [82 26],[438.62068966  91.37931034] ; [89.37931034 18.62068966],0
b3,1,0.065936,3.381409,[118 201] ; [13 41],[112.03485255 206.96514745] ; [18.96514745 35.03485255],0
b2,1,0.065936,3.381409,[118 201] ; [13 41],[112.03485255 206.96514745] ; [18.96514745 35.03485255],0
n1,1,0.077976,3.106584,[44 70] ; [ 5 20],[40.18705036 73.81294964] ; [ 8.81294964 16.18705036],0
s8,1,0.096602,2.76076,[219 311] ; [54 54],[226.78683386 303.21316614] ; [46.21316614 61.78683386],0
v2,1,0.116444,2.464505,[304 205] ; [54 51],[296.77850163 212.22149837] ; [61.22149837 43.77850163],0
v1,1,0.121471,2.398252,[284 233] ; [50 57],[276.7275641 240.2724359] ; [57.2724359 49.7275641],0
s7,1,0.134724,2.237208,[236 269] ; [58 48],[242.99509002 262.00490998] ; [51.00490998 54.99509002],0
p6,1,0.157562,1.997469,[183 342] ; [45 62],[189.39873418 335.60126582] ; [38.60126582 68.39873418],0
a6,1,0.166246,1.916469,[416 115] ; [78 30],[410.50704225 120.49295775] ; [83.49295775 24.50704225],0
r3,1,0.181121,1.788404,[514  20] ; [99  7],[511.471875  22.528125] ; [101.528125   4.471875],0
a1,1,0.18147,1.785548,[ 25 509] ; [  2 106],[ 22.45794393 511.54205607] ; [  4.54205607 103.45794393],0
p8,1,0.192577,1.697793,[284 241] ; [50 56],[277.89223455 247.10776545] ; [56.10776545 49.89223455],0
b1,1,0.208447,1.582178,[192 342] ; [32 76],[186.31775701 347.68224299] ; [37.68224299 70.31775701],0
p2,1,0.230517,1.437668,[453  79] ; [87 21],[448.875  83.125] ; [91.125 16.875],0
p12,1,0.255623,1.292308,[ 47 483] ; [  6 102],[ 44.02821317 485.97178683] ; [ 8.97178683 99.02821317],0
p3,1,0.307724,1.040421,[269 261] ; [49 59],[264.169279 265.830721] ; [53.830721 54.169279],0
p5,1,0.308092,1.038836,[ 62 467] ; [ 9 99],[ 58.96232339 470.03767661] ; [12.03767661 95.96232339],0
a5,1,0.326151,0.964119,[400 134] ; [76 32],[395.92523364 138.07476636] ; [80.07476636 27.92523364],0
p1,1,0.326868,0.961266,[ 50 480] ; [  7 101],[ 47.35109718 482.64890282] ; [ 9.64890282 98.35109718],0
d1,1,0.369947,0.803842,[336 198] ; [63 45],[331.87850467 202.12149533] ; [67.12149533 40.87850467],0
d2,1,0.373329,0.792553,[256 275] ; [47 61],[251.78873239 279.21126761] ; [51.21126761 56.78873239],0
u4,1,0.373958,0.790471,[ 12 522] ; [  1 107],[ 10.81308411 523.18691589] ; [  2.18691589 105.81308411],0
a2,1,0.376359,0.782562,[156 378] ; [27 81],[152.21495327 381.78504673] ; [30.78504673 77.21495327],0
p7,1,0.430281,0.622066,[330 188] ; [62 42],[326.45659164 191.54340836] ; [65.54340836 38.45659164],0
n3,1,0.434205,0.611549,[84 32] ; [20  5],[85.56028369 30.43971631] ; [18.43971631  6.56028369],0
n5,1,0.442027,0.591014,[388 143] ; [75 33],[384.74647887 146.25352113] ; [78.25352113 29.74647887],0
a3,1,0.454979,0.558218,[378 153] ; [73 35],[374.77464789 156.22535211] ; [76.22535211 31.77464789],0
d5,1,0.49531,0.46497,[443  89] ; [87 21],[440.5625  91.4375] ; [89.4375 18.5625],0
d3,1,0.523575,0.406845,[413 118] ; [87 21],[415.49295775 115.50704225] ; [84.50704225 23.49295775],0
n6,1,0.54741,0.361977,[445  87] ; [92 15],[447.07981221  84.92018779] ; [89.92018779 17.07981221],0
a4,1,0.558061,0.343073,[238 294] ; [45 63],[235.24375 296.75625] ; [47.75625 60.24375],0
r2,1,0.589801,0.290655,[511  19] ; [102   5],[510.03139717  19.96860283] ; [102.96860283   4.03139717],0
b4,1,0.605142,0.267311,[312 222] ; [66 42],[314.41121495 219.58878505] ; [63.58878505 44.41121495],0
u1,1,0.646612,0.210199,[113 421] ; [25 83],[114.78504673 419.21495327] ; [23.21495327 84.78504673],0
d4,1,0.66819,0.183726,[452  80] ; [90 18],[450.5375  81.4625] ; [91.4625 16.5375],0
n2,1,0.713955,0.134359,[84 32] ; [19  6],[84.73758865 31.26241135] ; [18.26241135  6.73758865],0
p10,1,0.730116,0.119005,[435  91] ; [87 20],[433.76303318  92.23696682] ; [88.23696682 18.76303318],0
s1,1,0.742403,0.108026,[ 18 507] ; [  3 104],[ 17.44462025 507.55537975] ; [  3.55537975 103.44462025],0
p4,1,0.747601,0.103558,[320 210] ; [67 41],[321.48902821 208.51097179] ; [65.51097179 42.48902821],0
p9,1,0.775268,0.081505,[445  80] ; [91 15],[445.95879556  79.04120444] ; [90.04120444 15.95879556],0
u3,1,0.836777,0.042443,[99 54] ; [22 13],[98.47340426 54.52659574] ; [22.52659574 12.47340426],0
