Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,0.000201,13.822023,[42 20] ; [113  13],[51.11702128 10.88297872] ; [103.88297872  22.11702128],1
p10,1,0.000261,13.334648,[40 23] ; [109  17],[49.66666667 13.33333333] ; [99.33333333 26.66666667],1
p9,1,0.000547,11.948391,[41 19] ; [113  14],[49.41176471 10.58823529] ; [104.58823529  22.41176471],1
v3,1,0.003756,8.397993,[14 48] ; [55 69],[23. 39.] ; [46. 78.],0
v4,1,0.004057,8.258161,[54  8] ; [122   3],[58.35294118  3.64705882] ; [117.64705882   7.35294118],0
s2,1,0.004783,7.959837,[38 26] ; [100  27],[46.2408377 17.7591623] ; [91.7591623 35.2408377],0
p7,1,0.008212,6.98671,[24 36] ; [73 47],[32.33333333 27.66666667] ; [64.66666667 55.33333333],0
s3,1,0.011744,6.349151,[39 23] ; [100  25],[46.0855615 15.9144385] ; [92.9144385 32.0855615],0
s1,1,0.011909,6.32436,[ 8 55] ; [  4 121],[ 4.0212766 58.9787234] ; [  7.9787234 117.0212766],0
v1,1,0.022523,5.204903,[24 38] ; [70 54],[31.33333333 30.66666667] ; [62.66666667 61.33333333],0
s5,1,0.023604,5.123525,[18 44] ; [57 66],[25.13513514 36.86486486] ; [49.86486486 73.13513514],0
n5,1,0.023767,5.111552,[41 22] ; [101  25],[47.33333333 15.66666667] ; [94.66666667 31.33333333],0
r1,1,0.050735,3.817007,[48 16] ; [108  17],[52.82539683 11.17460317] ; [103.17460317  21.82539683],0
p6,1,0.059163,3.560691,[14 49] ; [45 81],[19.66666667 43.33333333] ; [39.33333333 86.66666667],0
p4,1,0.06521,3.399649,[22 42] ; [61 65],[27.95789474 36.04210526] ; [55.04210526 70.95789474],0
r4,1,0.067332,3.346904,[50 14] ; [112  15],[54.28272251  9.71727749] ; [107.71727749  19.28272251],0
v2,1,0.083565,2.994162,[29 33] ; [74 49],[34.51891892 27.48108108] ; [68.48108108 54.51891892],0
u3,1,0.132645,2.261272,[9 7] ; [24  7],[11.23404255  4.76595745] ; [21.76595745  9.23404255],0
p12,1,0.150033,2.07191,[ 1 62] ; [  8 119],[ 2.98421053 60.01578947] ; [  6.01578947 120.98421053],0
n6,1,0.2037,1.615642,[48 14] ; [107  19],[51.11702128 10.88297872] ; [103.88297872  22.11702128],0
d5,1,0.241712,1.370582,[47 16] ; [104  23],[50.06842105 12.93157895] ; [100.93157895  26.06842105],0
p8,1,0.252138,1.311418,[21 40] ; [54 71],[24.59677419 36.40322581] ; [50.40322581 74.59677419],0
p11,1,0.267203,1.231051,[43 21] ; [95 32],[46.2408377 17.7591623] ; [91.7591623 35.2408377],0
a6,1,0.317264,1.000194,[37 26] ; [84 43],[40.12105263 22.87894737] ; [80.87894737 46.12105263],0
b5,1,0.317457,0.999393,[35 29] ; [79 48],[38.19895288 25.80104712] ; [75.80104712 51.19895288],0
p5,1,0.394471,0.725116,[ 3 61] ; [ 10 115],[ 4.4021164 59.5978836] ; [  8.5978836 116.4021164],0
r3,1,0.405075,0.693208,[56  6] ; [119   8],[57.40740741  4.59259259] ; [117.59259259   9.40740741],0
p2,1,0.411351,0.674892,[47 17] ; [100  27],[49.2565445 14.7434555] ; [97.7434555 29.2565445],0
u1,1,0.431607,0.618494,[11 53] ; [28 99],[13.06806283 50.93193717] ; [ 25.93193717 101.06806283],0
u2,1,0.466296,0.530739,[8 7] ; [20 11],[9.13043478 5.86956522] ; [18.86956522 12.13043478],0
d3,1,0.480077,0.498688,[42 21] ; [91 36],[44.1 18.9] ; [88.9 38.1],0
a8,1,0.500064,0.454801,[10 48] ; [24 87],[11.66863905 46.33136095] ; [22.33136095 88.66863905],0
d4,1,0.500416,0.454054,[49 14] ; [104  23],[50.73157895 12.26842105] ; [102.26842105  24.73157895],0
u4,1,0.516697,0.420481,[ 1 63] ; [  4 123],[ 1.67539267 62.32460733] ; [  3.32460733 123.67539267],0
n2,1,0.551508,0.354623,[21  5] ; [26  9],[20.03278689  5.96721311] ; [26.96721311  8.03278689],0
d1,1,0.637039,0.222636,[35 29] ; [74 53],[36.52356021 27.47643979] ; [72.47643979 54.52356021],0
a4,1,0.647469,0.209106,[28 36] ; [60 67],[29.48691099 34.51308901] ; [58.51308901 68.48691099],0
p1,1,0.655024,0.199625,[ 4 60] ; [  6 121],[ 3.35078534 60.64921466] ; [  6.64921466 120.35078534],0
n4,1,0.657159,0.196993,[49 15] ; [100  26],[50.18947368 13.81052632] ; [98.81052632 27.18947368],0
n3,1,0.680517,0.169545,[17  8] ; [22 13],[16.25  8.75] ; [22.75 12.25],0
b3,1,0.783578,0.075438,[15 27] ; [34 55],[15.70992366 26.29007634] ; [33.29007634 55.70992366],0
b2,1,0.783578,0.075438,[15 27] ; [34 55],[15.70992366 26.29007634] ; [33.29007634 55.70992366],0
d2,1,0.797713,0.065694,[31 32] ; [65 62],[31.83157895 31.16842105] ; [64.16842105 62.83157895],0
b1,1,0.801989,0.062887,[23 41] ; [48 79],[23.79057592 40.20942408] ; [47.20942408 79.79057592],0
a1,1,0.806928,0.059727,[ 3 61] ; [  5 122],[ 2.68062827 61.31937173] ; [  5.31937173 121.68062827],0
r2,1,0.818192,0.052841,[59  3] ; [117   7],[58.66666667  3.33333333] ; [117.33333333   6.66666667],0
a5,1,0.84278,0.039338,[46 18] ; [93 34],[46.57591623 17.42408377] ; [92.42408377 34.57591623],0
s4,1,0.85902,0.03155,[14 50] ; [29 97],[14.48421053 49.51578947] ; [28.51578947 97.48421053],0
b4,1,0.871191,0.026291,[36 28] ; [73 54],[36.52356021 27.47643979] ; [72.47643979 54.52356021],0
