Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a4,1,0.0,33.496445,[42 28] ; [ 8 58],[25.73529412 44.26470588] ; [24.26470588 41.73529412],1
a3,1,0.0,33.277337,[62  9] ; [26 39],[45.94117647 25.05882353] ; [42.05882353 22.94117647],1
d1,1,0.0,25.568204,[43 28] ; [12 54],[28.50364964 42.49635036] ; [26.49635036 39.50364964],1
d5,1,1e-06,24.651492,[62  9] ; [31 34],[48.55147059 22.44852941] ; [44.44852941 20.55147059],1
d2,1,4e-06,21.343874,[44 25] ; [16 50],[30.66666667 38.33333333] ; [29.33333333 36.66666667],1
s8,1,0.000261,13.329491,[25 46] ; [ 6 60],[16.06569343 54.93430657] ; [14.93430657 51.06569343],1
s7,1,0.000654,11.616859,[29 38] ; [10 53],[20.1 46.9] ; [18.9 44.1],1
a6,1,0.00172,9.826679,[50 21] ; [29 37],[40.94160584 30.05839416] ; [38.05839416 27.94160584],0
d4,1,0.021374,5.29607,[54 17] ; [38 28],[47.67883212 23.32116788] ; [44.32116788 21.67883212],0
s2,1,0.045525,3.999097,[31 40] ; [18 48],[25.39416058 45.60583942] ; [23.60583942 42.39416058],0
r2,1,0.07044,3.272727,[54 12] ; [45 21],[49.5 16.5] ; [49.5 16.5],0
p10,1,0.082364,3.01762,[46 25] ; [32 32],[41.02222222 29.97777778] ; [36.97777778 27.02222222],0
p1,1,0.092559,2.829287,[ 9 62] ; [ 3 63],[ 6.2189781 64.7810219] ; [ 5.7810219 60.2189781],0
p9,1,0.104557,2.634626,[52 16] ; [40 23],[47.75572519 20.24427481] ; [44.24427481 18.75572519],0
u1,1,0.106948,2.598758,[ 7 64] ; [ 2 64],[ 4.66423358 66.33576642] ; [ 4.33576642 61.66423358],0
n4,1,0.117077,2.455993,[49 22] ; [37 29],[44.56934307 26.43065693] ; [41.43065693 24.56934307],0
p5,1,0.151391,2.058179,[ 1 69] ; [ 4 62],[ 2.57352941 67.42647059] ; [ 2.42647059 63.57352941],0
p3,1,0.153547,2.036653,[26 44] ; [17 49],[22.13235294 47.86764706] ; [20.86764706 45.13235294],0
n5,1,0.164798,1.929639,[50 21] ; [39 27],[46.12408759 24.87591241] ; [42.87591241 23.12408759],0
p4,1,0.198334,1.654602,[29 42] ; [20 46],[25.39416058 45.60583942] ; [23.60583942 42.39416058],0
b1,1,0.198602,1.652627,[39 32] ; [29 37],[35.24087591 35.75912409] ; [32.75912409 33.24087591],0
s3,1,0.259252,1.272748,[33 38] ; [24 41],[29.75735294 41.24264706] ; [27.24264706 37.75735294],0
n2,1,0.291533,1.112528,[22  7] ; [15  9],[20.24528302  8.75471698] ; [16.75471698  7.24528302],0
a7,1,0.326002,0.964713,[42 29] ; [33 32],[39.15441176 31.84558824] ; [35.84558824 29.15441176],0
s6,1,0.354673,0.856667,[32 38] ; [25 41],[29.33823529 40.66176471] ; [27.66176471 38.33823529],0
p7,1,0.363137,0.827014,[21 50] ; [24 41],[23.49264706 47.50735294] ; [21.50735294 43.49264706],0
p11,1,0.373608,0.791628,[43 28] ; [35 31],[40.42335766 30.57664234] ; [37.57664234 28.42335766],0
b3,1,0.376233,0.782973,[21 26] ; [13 24],[19.02380952 27.97619048] ; [14.97619048 22.02380952],0
b2,1,0.376233,0.782973,[21 26] ; [13 24],[19.02380952 27.97619048] ; [14.97619048 22.02380952],0
s4,1,0.386493,0.749946,[11 60] ; [14 52],[12.95620438 58.04379562] ; [12.04379562 53.95620438],0
v2,1,0.399923,0.708559,[26 42] ; [20 44],[23.6969697 44.3030303] ; [22.3030303 41.6969697],0
b4,1,0.402703,0.700241,[38 33] ; [40 26],[40.42335766 30.57664234] ; [37.57664234 28.42335766],0
n1,1,0.417244,0.658065,[12 15] ; [ 8 16],[10.58823529 16.41176471] ; [ 9.41176471 14.58823529],0
p2,1,0.439221,0.598318,[40 30] ; [42 24],[42.20588235 27.79411765] ; [39.79411765 26.20588235],0
b5,1,0.49228,0.47154,[46 25] ; [39 27],[44.05109489 26.94890511] ; [40.94890511 25.05109489],0
u3,1,0.496398,0.462628,[4 5] ; [13 27],[3.12244898 5.87755102] ; [13.87755102 26.12244898],0
a8,1,0.499897,0.455155,[ 8 61] ; [ 5 57],[ 6.84732824 62.15267176] ; [ 6.15267176 55.84732824],0
p6,1,0.501184,0.452429,[16 53] ; [12 53],[14.41791045 54.58208955] ; [13.58208955 51.41791045],0
s5,1,0.669598,0.182073,[15 50] ; [13 52],[14. 51.] ; [14. 51.],0
u2,1,0.670575,0.18093,[3 6] ; [16 23],[3.5625 5.4375] ; [15.4375 23.5625],0
r3,1,0.693325,0.155509,[54 16] ; [49 17],[53.01470588 16.98529412] ; [49.98529412 16.01470588],0
v4,1,0.735603,0.114029,[52 19] ; [50 16],[52.86131387 18.13868613] ; [49.13868613 16.86131387],0
n6,1,0.768739,0.086451,[49 22] ; [44 22],[48.19708029 22.80291971] ; [44.80291971 21.19708029],0
a1,1,0.850638,0.035459,[ 6 65] ; [ 5 61],[ 5.70072993 65.29927007] ; [ 5.29927007 60.70072993],0
v1,1,0.90386,0.014589,[23 43] ; [22 43],[22.67175573 43.32824427] ; [22.32824427 42.67175573],0
r4,1,0.934349,0.006786,[35 36] ; [33 33],[35.24087591 35.75912409] ; [32.75912409 33.24087591],0
d3,1,0.949064,0.004081,[37 34] ; [33 31],[36.81481481 34.18518519] ; [33.18518519 30.81481481],0
v3,1,0.962674,0.00219,[15 52] ; [15 51],[15.11278195 51.88721805] ; [14.88721805 51.11278195],0
n3,1,0.974293,0.001038,[18 11] ; [15  9],[18.05660377 10.94339623] ; [14.94339623  9.05660377],0
