Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a6,1,0.0,54.282975,[234  52] ; [45 58],[205.12596401  80.87403599] ; [73.87403599 29.12596401],1
d3,1,0.0,43.860418,[230  57] ; [47 56],[203.84358974  83.15641026] ; [73.15641026 29.84358974],1
a2,1,1e-06,24.706687,[102 185] ; [10 93],[ 82.42051282 204.57948718] ; [29.57948718 73.42051282],1
u1,1,2.7e-05,17.593019,[ 84 203] ; [ 9 94],[ 68.43846154 218.56153846] ; [24.56153846 78.43846154],1
b5,1,0.000315,12.981059,[176 111] ; [42 61],[160.42564103 126.57435897] ; [57.57435897 45.42564103],1
v4,1,0.001126,10.608591,[280   5] ; [94  9],[274.71649485  10.28350515] ; [99.28350515  3.71649485],0
r2,1,0.002556,9.099892,[279   6] ; [93  9],[273.95348837  11.04651163] ; [98.04651163  3.95348837],0
u3,1,0.002603,9.06705,[48 21] ; [ 6 13],[42.34090909 26.65909091] ; [11.65909091  7.34090909],0
d1,1,0.008419,6.942202,[200  87] ; [57 46],[189.12564103  97.87435897] ; [67.87435897 35.12564103],0
s8,1,0.010888,6.483473,[141 144] ; [66 37],[152.04896907 132.95103093] ; [54.95103093 48.04896907],0
r4,1,0.011371,6.406441,[274  13] ; [91 12],[268.6025641  18.3974359] ; [96.3974359  6.6025641],0
s4,1,0.018414,5.556281,[ 42 240] ; [26 77],[ 49.80779221 232.19220779] ; [18.19220779 84.80779221],0
p4,1,0.044181,4.049625,[245  42] ; [79 24],[238.43076923  48.56923077] ; [85.56923077 17.43076923],0
s5,1,0.071866,3.239869,[110 165] ; [49 48],[117.54032258 157.45967742] ; [41.45967742 55.54032258],0
r3,1,0.073083,3.212382,[276   8] ; [96  7],[272.99224806  11.00775194] ; [99.00775194  3.99224806],0
s7,1,0.075473,3.159785,[151 115] ; [67 33],[158.43715847 107.56284153] ; [59.56284153 40.43715847],0
v2,1,0.124967,2.353942,[182  97] ; [56 43],[175.66666667 103.33333333] ; [62.33333333 36.66666667],0
d5,1,0.129834,2.29449,[251  36] ; [83 19],[246.42159383  40.57840617] ; [87.57840617 14.42159383],0
v1,1,0.14849,2.087695,[180  98] ; [56 43],[174.0265252 103.9734748] ; [61.9734748 37.0265252],0
b2,1,0.161355,1.96148,[ 67 109] ; [37 41],[ 72.06299213 103.93700787] ; [31.93700787 46.06299213],0
b3,1,0.161355,1.96148,[ 67 109] ; [37 41],[ 72.06299213 103.93700787] ; [31.93700787 46.06299213],0
r1,1,0.175088,1.838828,[240  44] ; [81 22],[235.56589147  48.43410853] ; [85.43410853 17.56589147],0
p12,1,0.190906,1.710613,[ 40 247] ; [ 9 92],[ 36.24484536 250.75515464] ; [12.75515464 88.24484536],0
b1,1,0.224129,1.477738,[114 173] ; [48 55],[119.21538462 167.78461538] ; [42.78461538 60.21538462],0
b4,1,0.230739,1.436301,[170 117] ; [54 49],[164.84102564 122.15897436] ; [59.15897436 43.84102564],0
n4,1,0.250873,1.318434,[240  47] ; [91 12],[243.58205128  43.41794872] ; [87.41794872 15.58205128],0
a3,1,0.289106,1.123781,[218  67] ; [84 19],[221.82989691  63.17010309] ; [80.17010309 22.82989691],0
s3,1,0.308405,1.037493,[164 119] ; [65 37],[168.32987013 114.67012987] ; [60.67012987 41.32987013],0
u2,1,0.315655,1.006865,[45 24] ; [10  9],[43.125 25.875] ; [11.875  7.125],0
u4,1,0.32618,0.964004,[  6 280] ; [ 4 99],[  7.35218509 278.64781491] ; [  2.64781491 100.35218509],0
p6,1,0.326288,0.963573,[146 139] ; [46 55],[141.76165803 143.23834197] ; [50.23834197 50.76165803],0
n3,1,0.336429,0.923991,[32  7] ; [12  5],[30.64285714  8.35714286] ; [13.35714286  3.64285714],0
n2,1,0.342489,0.901093,[30  9] ; [11  6],[28.55357143 10.44642857] ; [12.44642857  4.55357143],0
d4,1,0.416266,0.660833,[246  41] ; [84 18],[243.47043702  43.52956298] ; [86.52956298 15.47043702],0
n1,1,0.43166,0.618353,[14 25] ; [8 9],[15.32142857 23.67857143] ; [ 6.67857143 10.32142857],0
n5,1,0.448496,0.57445,[235  51] ; [88 15],[237.47557841  48.52442159] ; [85.52442159 17.47557841],0
s6,1,0.456145,0.555337,[202  79] ; [75 24],[204.83421053  76.16578947] ; [72.16578947 26.83421053],0
n6,1,0.594047,0.284068,[258  28] ; [91 12],[256.59125964  29.40874036] ; [92.40874036 10.59125964],0
p1,1,0.595079,0.282482,[ 36 249] ; [15 87],[ 37.55813953 247.44186047] ; [13.44186047 88.55813953],0
p11,1,0.618161,0.24846,[251  36] ; [92 11],[252.41282051  34.58717949] ; [90.58717949 12.41282051],0
s1,1,0.640834,0.217653,[  6 279] ; [  3 100],[  6.61082474 278.38917526] ; [  2.38917526 100.61082474],0
s2,1,0.65089,0.20478,[159 125] ; [55 48],[157.04392765 126.95607235] ; [56.95607235 46.04392765],0
p8,1,0.652405,0.202882,[195  91] ; [72 30],[196.80927835  89.19072165] ; [70.19072165 31.80927835],0
a4,1,0.66281,0.190128,[146 140] ; [50 53],[144.10282776 141.89717224] ; [51.89717224 51.10282776],0
v3,1,0.679041,0.171207,[130 146] ; [50 51],[131.77718833 144.22281167] ; [48.22281167 52.77718833],0
d2,1,0.69859,0.149943,[154 133] ; [57 45],[155.67352185 131.32647815] ; [55.32647815 46.67352185],0
