Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,0.000598,11.783405,[15  1] ; [12 17],[9.6 6.4] ; [17.4 11.6],1
p6,1,0.009876,6.657174,[7 9] ; [ 3 26],[ 3.55555556 12.44444444] ; [ 6.44444444 22.55555556],0
p7,1,0.017887,5.607135,[13  3] ; [13 16],[9.24444444 6.75555556] ; [16.75555556 12.24444444],0
n5,1,0.021421,5.292173,[15  1] ; [18 11],[11.73333333  4.26666667] ; [21.26666667  7.73333333],0
b4,1,0.027411,4.864724,[ 5 11] ; [19 10],[8.53333333 7.46666667] ; [15.46666667 13.53333333],0
p8,1,0.027411,4.864724,[11  5] ; [10 19],[7.46666667 8.53333333] ; [13.53333333 15.46666667],0
a6,1,0.027411,4.864724,[11  5] ; [10 19],[7.46666667 8.53333333] ; [13.53333333 15.46666667],0
p5,1,0.029262,4.752155,[ 6 10] ; [ 3 26],[ 3.2 12.8] ; [ 5.8 23.2],0
s4,1,0.030954,4.655537,[ 5 11] ; [ 2 27],[ 2.48888889 13.51111111] ; [ 4.51111111 24.48888889],0
s5,1,0.067089,3.352833,[ 6 10] ; [ 4 25],[ 3.55555556 12.44444444] ; [ 6.44444444 22.55555556],0
n1,1,0.079839,3.068182,[2 1] ; [ 2 10],[0.8 2.2] ; [3.2 8.8],0
d5,1,0.082313,3.018637,[12  4] ; [14 15],[9.24444444 6.75555556] ; [16.75555556 12.24444444],0
b5,1,0.098376,2.731681,[7 9] ; [20  9],[9.6 6.4] ; [17.4 11.6],0
a4,1,0.102312,2.669124,[7 9] ; [ 6 23],[ 4.62222222 11.37777778] ; [ 8.37777778 20.62222222],0
d3,1,0.113791,2.50077,[ 6 10] ; [18 11],[8.53333333 7.46666667] ; [15.46666667 13.53333333],0
p11,1,0.132999,2.257143,[15  1] ; [22  7],[13.15555556  2.84444444] ; [23.84444444  5.15555556],0
n4,1,0.189115,1.7245,[12  4] ; [16 13],[9.95555556 6.04444444] ; [18.04444444 10.95555556],0
a5,1,0.189115,1.7245,[12  4] ; [16 13],[9.95555556 6.04444444] ; [18.04444444 10.95555556],0
r3,1,0.21266,1.553227,[12  4] ; [25  3],[13.45454545  2.54545455] ; [23.54545455  4.45454545],0
