Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,0.00069,11.515646,[ 3 18] ; [17 10],[ 8.75 12.25] ; [11.25 15.75],1
p6,1,0.012776,6.199836,[ 6 16] ; [17 10],[10.32653061 11.67346939] ; [12.67346939 14.32653061],0
a7,1,0.037416,4.331387,[17  5] ; [13 14],[13.46938776  8.53061224] ; [16.53061224 10.46938776],0
v2,1,0.061592,3.493978,[ 6 14] ; [15 11],[ 9.13043478 10.86956522] ; [11.86956522 14.13043478],0
p4,1,0.077558,3.115337,[10 12] ; [19  8],[13.02040816  8.97959184] ; [15.97959184 11.02040816],0
a1,1,0.078609,3.093434,[ 1 21] ; [ 6 21],[ 3.14285714 18.85714286] ; [ 3.85714286 23.14285714],0
b4,1,0.13009,2.291433,[20  2] ; [20  7],[17.95918367  4.04081633] ; [22.04081633  4.95918367],0
d2,1,0.145493,2.118876,[11 11] ; [ 8 19],[ 8.53061224 13.46938776] ; [10.46938776 16.53061224],0
r4,1,0.159337,1.980503,[14  8] ; [22  5],[16.16326531  5.83673469] ; [19.83673469  7.16326531],0
n1,1,0.197796,1.658574,[2 6] ; [6 5],[3.36842105 4.63157895] ; [4.63157895 6.36842105],0
b5,1,0.201224,1.633471,[13  9] ; [11 16],[10.7755102 11.2244898] ; [13.2244898 13.7755102],0
p3,1,0.201224,1.633471,[ 9 13] ; [16 11],[11.2244898 10.7755102] ; [13.7755102 13.2244898],0
v4,1,0.206571,1.595296,[19  3] ; [26  1],[20.20408163  1.79591837] ; [24.79591837  2.20408163],0
v3,1,0.213879,1.544975,[ 3 17] ; [ 8 18],[ 4.7826087 15.2173913] ; [ 6.2173913 19.7826087],0
n5,1,0.237737,1.393966,[11 11] ; [18  9],[13.02040816  8.97959184] ; [15.97959184 11.02040816],0
p11,1,0.265948,1.23753,[13  9] ; [20  7],[14.81632653  7.18367347] ; [18.18367347  8.81632653],0
r3,1,0.273845,1.197385,[17  5] ; [24  3],[18.40816327  3.59183673] ; [22.59183673  4.40816327],0
