Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s3,1,0.000122,14.75892,[8 3] ; [ 4 28],[3.06976744 7.93023256] ; [ 8.93023256 23.06976744],1
p6,1,0.000305,13.037037,[6 5] ; [ 2 31],[2. 9.] ; [ 6. 27.],1
p4,1,0.00143,10.167112,[8 3] ; [ 7 27],[3.66666667 7.33333333] ; [11.33333333 22.66666667],0
s8,1,0.00217,9.400067,[4 7] ; [ 1 33],[1.22222222 9.77777778] ; [ 3.77777778 30.22222222],0
n6,1,0.002815,8.923509,[9 2] ; [10 23],[4.75 6.25] ; [14.25 18.75],0
p2,1,0.004107,8.235963,[9 2] ; [11 23],[4.88888889 6.11111111] ; [15.11111111 18.88888889],0
s6,1,0.007528,7.142362,[6 5] ; [ 5 29],[2.68888889 8.31111111] ; [ 8.31111111 25.68888889],0
p8,1,0.008973,6.828283,[6 5] ; [ 5 28],[2.75 8.25] ; [ 8.25 24.75],0
s7,1,0.020465,5.371806,[5 6] ; [ 4 28],[2.30232558 8.69767442] ; [ 6.69767442 25.30232558],0
p11,1,0.025199,5.010171,[7 4] ; [ 9 25],[3.91111111 7.08888889] ; [12.08888889 21.91111111],0
v4,1,0.029363,4.746228,[9 2] ; [15 19],[5.86666667 5.13333333] ; [18.13333333 15.86666667],0
b1,1,0.029873,4.716578,[3 8] ; [22 12],[6.11111111 4.88888889] ; [18.88888889 15.11111111],0
p10,1,0.029913,4.714286,[7 4] ; [ 9 24],[4. 7.] ; [12. 21.],0
s4,1,0.032988,4.546409,[5 6] ; [ 5 29],[2.44444444 8.55555556] ; [ 7.55555556 26.44444444],0
p9,1,0.032997,4.545911,[8 3] ; [11 20],[4.97619048 6.02380952] ; [14.02380952 16.97619048],0
s5,1,0.041852,4.141176,[4 6] ; [ 4 30],[1.81818182 8.18181818] ; [ 6.18181818 27.81818182],0
b5,1,0.068819,3.310964,[8 3] ; [14 20],[5.37777778 5.62222222] ; [16.62222222 17.37777778],0
p7,1,0.07713,3.12437,[6 4] ; [10 24],[3.63636364 6.36363636] ; [12.36363636 21.63636364],0
d3,1,0.098068,2.736691,[7 4] ; [12 22],[4.64444444 6.35555556] ; [14.35555556 19.64444444],0
a5,1,0.098947,2.722438,[8 3] ; [15 19],[5.62222222 5.37777778] ; [17.37777778 16.62222222],0
u3,1,0.123778,2.368852,[3 2] ; [ 4 13],[1.59090909 3.40909091] ; [ 5.40909091 11.59090909],0
n3,1,0.133696,2.249053,[3 1] ; [ 5 10],[1.68421053 2.31578947] ; [6.31578947 8.68421053],0
v1,1,0.237134,1.397552,[5 6] ; [ 9 25],[3.42222222 7.57777778] ; [10.57777778 23.42222222],0
d4,1,0.33904,0.914058,[7 4] ; [16 18],[5.62222222 5.37777778] ; [17.37777778 16.62222222],0
a4,1,0.358565,0.842912,[5 6] ; [10 23],[3.75 7.25] ; [11.25 21.75],0
u1,1,0.389625,0.740113,[ 1 10] ; [ 1 33],[ 0.48888889 10.51111111] ; [ 1.51111111 32.48888889],0
b2,1,0.474381,0.511753,[3 5] ; [12 11],[3.87096774 4.12903226] ; [11.12903226 11.87096774],0
b3,1,0.474381,0.511753,[3 5] ; [12 11],[3.87096774 4.12903226] ; [11.12903226 11.87096774],0
d2,1,0.484423,0.488889,[4 7] ; [16 17],[5. 6.] ; [15. 18.],0
a1,1,0.496137,0.46319,[ 1 10] ; [ 6 28],[1.71111111 9.28888889] ; [ 5.28888889 28.71111111],0
n4,1,0.509106,0.435904,[8 3] ; [21 13],[7.08888889 3.91111111] ; [21.91111111 12.08888889],0
d1,1,0.529183,0.39596,[4 7] ; [ 9 25],[3.17777778 7.82222222] ; [ 9.82222222 24.17777778],0
d5,1,0.546783,0.363111,[5 6] ; [19 15],[5.86666667 5.13333333] ; [18.13333333 15.86666667],0
r2,1,0.590308,0.289864,[7 3] ; [20 13],[6.27906977 3.72093023] ; [20.72093023 12.27906977],0
p3,1,0.642986,0.214859,[3 8] ; [ 7 27],[2.44444444 8.55555556] ; [ 7.55555556 26.44444444],0
b4,1,0.665908,0.186426,[6 5] ; [16 18],[5.37777778 5.62222222] ; [16.62222222 17.37777778],0
a7,1,0.67096,0.180481,[5 6] ; [13 21],[4.4 6.6] ; [13.6 20.4],0
n1,1,0.750042,0.101496,[1 3] ; [ 5 10],[1.26315789 2.73684211] ; [ 4.73684211 10.26315789],0
u2,1,0.780512,0.077647,[2 3] ; [8 9],[2.27272727 2.72727273] ; [7.72727273 9.27272727],0
a3,1,0.793208,0.068721,[6 5] ; [17 17],[5.62222222 5.37777778] ; [17.37777778 16.62222222],0
a6,1,0.793208,0.068721,[6 5] ; [17 17],[5.62222222 5.37777778] ; [17.37777778 16.62222222],0
n5,1,0.891778,0.018511,[8 3] ; [24 10],[7.82222222 3.17777778] ; [24.17777778  9.82222222],0
v3,1,0.967835,0.001626,[2 9] ; [ 6 28],[1.95555556 9.04444444] ; [ 6.04444444 27.95555556],0
a2,1,0.978391,0.000734,[ 1 10] ; [ 3 31],[ 0.97777778 10.02222222] ; [ 3.02222222 30.97777778],0
s1,1,0.978391,0.000734,[ 1 10] ; [ 3 31],[ 0.97777778 10.02222222] ; [ 3.02222222 30.97777778],0
v2,1,1.0,0.0,[2 9] ; [ 6 27],[2. 9.] ; [ 6. 27.],0
