Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,8.2e-05,15.515767,[10 18] ; [38  9],[17.92 10.08] ; [30.08 16.92],1
s3,1,0.007925,7.050452,[13 15] ; [36 11],[18.29333333  9.70666667] ; [30.70666667 16.29333333],0
p10,1,0.009251,6.773693,[17 11] ; [40  6],[21.56756757  6.43243243] ; [35.43243243 10.56756757],0
p6,1,0.011445,6.394918,[ 8 20] ; [26 18],[13.22222222 14.77777778] ; [20.77777778 23.22222222],0
p9,1,0.035222,4.434374,[19  7] ; [43  4],[22.08219178  3.91780822] ; [39.91780822  7.08219178],0
d1,1,0.051657,3.786841,[ 9 19] ; [26 21],[13.06666667 14.93333333] ; [21.93333333 25.06666667],0
p7,1,0.056528,3.636424,[13 15] ; [31 14],[16.87671233 11.12328767] ; [27.12328767 17.87671233],0
v4,1,0.057073,3.620449,[22  6] ; [43  3],[24.59459459  3.40540541] ; [40.40540541  5.59459459],0
p3,1,0.076756,3.132278,[12 16] ; [30 17],[15.68 12.32] ; [26.32 20.68],0
p1,1,0.082965,3.005837,[ 1 27] ; [ 8 39],[ 3.36 24.64] ; [ 5.64 41.36],0
u2,1,0.096401,2.764103,[4 6] ; [9 3],[5.90909091 4.09090909] ; [7.09090909 4.90909091],0
n2,1,0.099593,2.712054,[13  1] ; [11  5],[11.2  2.8] ; [12.8  3.2],0
a5,1,0.146429,2.109058,[15 13] ; [33 14],[17.92 10.08] ; [30.08 16.92],0
p2,1,0.152039,2.051672,[20  8] ; [40  7],[22.4  5.6] ; [37.6  9.4],0
p11,1,0.152039,2.051672,[20  8] ; [40  7],[22.4  5.6] ; [37.6  9.4],0
v3,1,0.240097,1.380027,[ 8 19] ; [20 26],[10.35616438 16.64383562] ; [17.64383562 28.35616438],0
s4,1,0.296482,1.089951,[11 17] ; [13 34],[ 8.96 19.04] ; [15.04 31.96],0
d4,1,0.345821,0.888734,[20  8] ; [38  9],[21.65333333  6.34666667] ; [36.34666667 10.65333333],0
n6,1,0.345821,0.888734,[20  8] ; [38  9],[21.65333333  6.34666667] ; [36.34666667 10.65333333],0
a3,1,0.348849,0.87764,[18 10] ; [35 12],[19.78666667  8.21333333] ; [33.21333333 13.78666667],0
p4,1,0.38041,0.769377,[15 13] ; [30 17],[16.8 11.2] ; [28.2 18.8],0
a1,1,0.406859,0.687961,[ 1 27] ; [ 4 43],[ 1.86666667 26.13333333] ; [ 3.13333333 43.86666667],0
s6,1,0.414935,0.664615,[18  9] ; [34 11],[19.5  7.5] ; [32.5 12.5],0
p8,1,0.443888,0.58621,[11 16] ; [23 23],[12.57534247 14.42465753] ; [21.42465753 24.57534247],0
