Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,8.2e-05,15.515767,[10 18] ; [38  9],[17.92 10.08] ; [30.08 16.92],1
v2,1,0.492455,0.471159,[12 16] ; [23 22],[13.42465753 14.57534247] ; [21.57534247 23.42465753],0
a8,1,0.494125,0.467532,[ 4 24] ; [ 4 40],[ 3.11111111 24.88888889] ; [ 4.88888889 39.11111111],0
b4,1,0.52554,0.403007,[17 11] ; [25 22],[15.68 12.32] ; [26.32 20.68],0
n3,1,0.54393,0.368304,[11  3] ; [11  5],[10.26666667  3.73333333] ; [11.73333333  4.26666667],0
r4,1,0.565166,0.330838,[16 12] ; [30 17],[17.17333333 10.82666667] ; [28.82666667 18.17333333],0
d5,1,0.618717,0.247675,[20  8] ; [36 11],[20.90666667  7.09333333] ; [35.09333333 11.90666667],0
p12,1,0.623664,0.240752,[ 1 26] ; [ 3 44],[ 1.45945946 25.54054054] ; [ 2.54054054 44.45945946],0
r3,1,0.638237,0.221056,[24  4] ; [42  5],[24.64  3.36] ; [41.36  5.64],0
p5,1,0.662803,0.190136,[ 4 24] ; [ 5 41],[ 3.40540541 24.59459459] ; [ 5.59459459 40.40540541],0
n5,1,0.679986,0.170142,[19  9] ; [34 13],[19.78666667  8.21333333] ; [33.21333333 13.78666667],0
b2,1,0.68872,0.160474,[ 8 14] ; [15 21],[ 8.72413793 13.27586207] ; [14.27586207 21.72413793],0
b3,1,0.68872,0.160474,[ 8 14] ; [15 21],[ 8.72413793 13.27586207] ; [14.27586207 21.72413793],0
d2,1,0.696654,0.151976,[12 16] ; [18 29],[11.2 16.8] ; [18.8 28.2],0
b5,1,0.696654,0.151976,[16 12] ; [29 18],[16.8 11.2] ; [28.2 18.8],0
d3,1,0.739522,0.110548,[16 12] ; [25 22],[15.30666667 12.69333333] ; [25.69333333 21.30666667],0
u3,1,0.746188,0.104762,[6 4] ; [8 4],[6.36363636 3.63636364] ; [7.63636364 4.36363636],0
v1,1,0.755726,0.096782,[12 14] ; [22 22],[12.62857143 13.37142857] ; [21.37142857 22.62857143],0
r2,1,0.806034,0.060293,[24  3] ; [39  4],[24.3  2.7] ; [38.7  4.3],0
u1,1,0.832738,0.044602,[ 2 26] ; [ 4 43],[ 2.24 25.76] ; [ 3.76 43.24],0
n1,1,0.836687,0.042491,[8 6] ; [8 7],[7.72413793 6.27586207] ; [8.27586207 6.72413793],0
a2,1,0.851446,0.035071,[ 4 24] ; [ 6 41],[ 3.73333333 24.26666667] ; [ 6.26666667 40.73333333],0
a4,1,0.883019,0.021651,[10 18] ; [16 31],[ 9.70666667 18.29333333] ; [16.29333333 30.70666667],0
s5,1,0.887448,0.020032,[11 16] ; [16 25],[10.72058824 16.27941176] ; [16.27941176 24.72058824],0
n4,1,0.910935,0.012513,[20  8] ; [33 14],[19.78666667  8.21333333] ; [33.21333333 13.78666667],0
b1,1,0.932285,0.00722,[11 17] ; [18 29],[10.82666667 17.17333333] ; [18.17333333 28.82666667],0
a7,1,0.979463,0.000663,[16 12] ; [27 20],[16.05333333 11.94666667] ; [26.94666667 20.05333333],0
a6,1,0.979463,0.000663,[16 12] ; [27 20],[16.05333333 11.94666667] ; [26.94666667 20.05333333],0
