Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v4,1,0.041815,4.142677,[6 1] ; [430  10],[6.82774049 0.17225951] ; [429.17225951  10.82774049],0
p1,1,0.085208,2.962649,[2 5] ; [ 41 401],[0.67037862 6.32962138] ; [ 42.32962138 399.67037862],0
b4,1,0.097629,2.743857,[2 5] ; [264 179],[4.13777778 2.86222222] ; [261.86222222 181.13777778],0
s7,1,0.134109,2.244288,[5 1] ; [223 201],[3.18139535 2.81860465] ; [224.81860465 199.18139535],0
a8,1,0.181664,1.783962,[2 4] ; [ 55 336],[0.86146096 5.13853904] ; [ 56.13853904 334.86146096],0
b5,1,0.200076,1.64182,[6 1] ; [275 168],[4.37111111 2.62888889] ; [276.62888889 166.37111111],0
a1,1,0.223957,1.478834,[1 6] ; [ 20 423],[0.32666667 6.67333333] ; [ 20.67333333 422.32666667],0
a2,1,0.229148,1.446141,[4 3] ; [156 287],[2.48888889 4.51111111] ; [157.51111111 285.48888889],0
s6,1,0.239412,1.38405,[3 3] ; [311 122],[4.29157175 1.70842825] ; [309.70842825 123.29157175],0
v2,1,0.269931,1.217097,[3 4] ; [271 158],[4.39908257 2.60091743] ; [269.60091743 159.39908257],0
v1,1,0.370148,0.803168,[3 4] ; [257 174],[4.15525114 2.84474886] ; [255.84474886 175.15525114],0
v3,1,0.391201,0.735205,[2 5] ; [190 234],[3.11832947 3.88167053] ; [188.88167053 235.11832947],0
u1,1,0.434993,0.609455,[1 6] ; [122 321],[1.91333333 5.08666667] ; [121.08666667 321.91333333],0
a4,1,0.437537,0.602733,[5 2] ; [251 191],[3.99109131 3.00890869] ; [252.00890869 189.99109131],0
p6,1,0.450004,0.570642,[4 3] ; [187 249],[3.01805869 3.98194131] ; [187.98194131 248.01805869],0
s2,1,0.461389,0.542523,[5 2] ; [251 185],[4.04514673 2.95485327] ; [251.95485327 184.04514673],0
a6,1,0.496301,0.462836,[6 1] ; [329 113],[5.22271715 1.77728285] ; [329.77728285 112.22271715],0
p8,1,0.568441,0.325298,[5 2] ; [264 170],[4.26984127 2.73015873] ; [264.73015873 169.26984127],0
n1,1,0.603453,0.26982,[1 1] ; [27 56],[0.65882353 1.34117647] ; [27.34117647 55.65882353],0
n5,1,0.613628,0.254925,[6 1] ; [342  98],[5.44966443 1.55033557] ; [342.55033557  97.44966443],0
a7,1,0.628356,0.234297,[6 1] ; [346  97],[5.47555556 1.52444444] ; [346.52444444  96.47555556],0
p3,1,0.630693,0.231122,[4 2] ; [252 191],[3.42093541 2.57906459] ; [252.57906459 190.42093541],0
b1,1,0.693714,0.155095,[3 4] ; [158 285],[2.50444444 4.49555556] ; [158.49555556 284.50444444],0
b2,1,0.720476,0.128037,[2 4] ; [112 164],[2.42553191 3.57446809] ; [111.57446809 164.42553191],0
b3,1,0.720476,0.128037,[2 4] ; [112 164],[2.42553191 3.57446809] ; [111.57446809 164.42553191],0
p9,1,0.748406,0.102875,[6 1] ; [391  46],[6.25900901 0.74099099] ; [390.74099099  46.25900901],0
s8,1,0.766159,0.088448,[4 3] ; [226 213],[3.60986547 3.39013453] ; [226.39013453 212.60986547],0
s5,1,0.777152,0.080107,[2 4] ; [165 258],[2.33566434 3.66433566] ; [164.66433566 258.33566434],0
p11,1,0.841439,0.040021,[6 1] ; [367  76],[5.80222222 1.19777778] ; [367.19777778  75.80222222],0
s4,1,0.862715,0.029901,[1 6] ; [ 73 363],[1.16930023 5.83069977] ; [ 72.83069977 363.16930023],0
s3,1,0.866521,0.028251,[4 3] ; [261 172],[4.21590909 2.78409091] ; [260.78409091 172.21590909],0
p7,1,0.923391,0.009247,[5 2] ; [302 131],[4.88409091 2.11590909] ; [302.11590909 130.88409091],0
p5,1,0.927963,0.008174,[1 6] ; [ 58 384],[0.91982183 6.08017817] ; [ 58.08017817 383.91982183],0
p10,1,0.931778,0.007329,[6 1] ; [382  58],[6.07606264 0.92393736] ; [381.92393736  58.07606264],0
r1,1,0.933693,0.006922,[6 1] ; [381  58],[6.07399103 0.92600897] ; [380.92600897  58.07399103],0
p4,1,0.958348,0.002728,[5 2] ; [311 130],[4.9375 2.0625] ; [311.0625 129.9375],0
