Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a6,1,0.000697,11.49688,[258  97] ; [1 6],[253.99171271 101.00828729] ; [5.00828729 1.99171271],1
p2,1,0.012874,6.186304,[286  68] ; [3 4],[283.39612188  70.60387812] ; [5.60387812 1.39612188],0
p11,1,0.019181,5.484971,[282  73] ; [3 4],[279.48895028  75.51104972] ; [5.51104972 1.48895028],0
v1,1,0.043184,4.088188,[186 166] ; [1 6],[183.35376045 168.64623955] ; [3.64623955 3.35376045],0
a7,1,0.055213,3.675653,[265  89] ; [3 4],[262.8033241  91.1966759] ; [5.1966759 1.8033241],0
n1,1,0.063113,3.453643,[24 55] ; [3 1],[25.69879518 53.30120482] ; [1.30120482 2.69879518],0
d5,1,0.073715,3.1983,[294  60] ; [4 3],[292.22160665  61.77839335] ; [5.77839335 1.22160665],0
d4,1,0.105525,2.619993,[289  66] ; [4 3],[287.33425414  67.66574586] ; [5.66574586 1.33425414],0
s4,1,0.111449,2.533556,[ 35 314] ; [2 5],[ 36.27247191 312.72752809] ; [0.72752809 6.27247191],0
p10,1,0.190078,1.717015,[273  77] ; [4 3],[271.56862745  78.43137255] ; [5.43137255 1.56862745],0
b1,1,0.223469,1.481953,[124 231] ; [4 3],[125.52486188 229.47513812] ; [2.47513812 4.52486188],0
p12,1,0.229582,1.443448,[ 16 336] ; [1 6],[ 16.66852368 335.33147632] ; [0.33147632 6.66852368],0
s5,1,0.244872,1.352325,[ 82 262] ; [3 4],[ 83.3048433 260.6951567] ; [1.6951567 5.3048433],0
v2,1,0.256463,1.287752,[195 150] ; [2 4],[193.63247863 151.36752137] ; [3.36752137 2.63247863],0
b5,1,0.265437,1.240175,[225 130] ; [3 4],[223.59116022 131.40883978] ; [4.40883978 2.59116022],0
a5,1,0.313014,1.017915,[263  92] ; [4 3],[261.83701657  93.16298343] ; [5.16298343 1.83701657],0
s6,1,0.313609,1.015413,[160 188] ; [4 2],[161.22033898 186.77966102] ; [2.77966102 3.22033898],0
p9,1,0.335056,0.929258,[287  63] ; [4 2],[286.09550562  63.90449438] ; [4.90449438 1.09550562],0
d2,1,0.373355,0.792467,[161 193] ; [2 5],[159.83933518 194.16066482] ; [3.16066482 3.83933518],0
a4,1,0.396947,0.717556,[158 196] ; [2 5],[156.89750693 197.10249307] ; [3.10249307 3.89750693],0
b4,1,0.400506,0.706808,[197 158] ; [5 2],[198.09392265 156.90607735] ; [3.90607735 3.09392265],0
u2,1,0.411663,0.673993,[64 48] ; [1 2],[63.30434783 48.69565217] ; [1.69565217 1.30434783],0
u3,1,0.42219,0.644212,[64 49] ; [1 2],[63.31896552 49.68103448] ; [1.68103448 1.31896552],0
p8,1,0.472022,0.517239,[180 167] ; [4 2],[180.87252125 166.12747875] ; [3.12747875 2.87252125],0
p4,1,0.504484,0.445492,[196 157] ; [3 4],[195.13055556 157.86944444] ; [3.86944444 3.13055556],0
a3,1,0.528134,0.397981,[242 112] ; [4 3],[241.2299169 112.7700831] ; [4.7700831 2.2299169],0
d3,1,0.539503,0.376461,[241 113] ; [4 3],[240.24930748 113.75069252] ; [4.75069252 2.24930748],0
p3,1,0.600955,0.273558,[167 187] ; [4 3],[167.68421053 186.31578947] ; [3.31578947 3.68421053],0
p5,1,0.702689,0.14569,[ 35 318] ; [1 6],[ 35.3 317.7] ; [0.7 6.3],0
s8,1,0.728793,0.120223,[ 95 257] ; [2 4],[ 95.37430168 256.62569832] ; [1.62569832 4.37430168],0
p6,1,0.767593,0.087335,[118 230] ; [2 5],[117.63380282 230.36619718] ; [2.36619718 4.63380282],0
n2,1,0.791878,0.069629,[55 25] ; [3 1],[55.23809524 24.76190476] ; [2.76190476 1.23809524],0
n3,1,0.795605,0.067101,[58 21] ; [2 1],[57.80487805 21.19512195] ; [2.19512195 0.80487805],0
r1,1,0.837852,0.041878,[293  61] ; [6 1],[293.20221607  60.79778393] ; [5.79778393 1.20221607],0
p7,1,0.849424,0.036044,[213 138] ; [4 3],[212.75698324 138.24301676] ; [4.24301676 2.75698324],0
v3,1,0.852618,0.034514,[127 216] ; [2 4],[126.78223496 216.21776504] ; [2.21776504 3.78223496],0
n6,1,0.88425,0.021195,[297  58] ; [6 1],[297.14088398  57.85911602] ; [5.85911602 1.14088398],0
n5,1,0.895881,0.017126,[244 109] ; [5 2],[244.15833333 108.84166667] ; [4.84166667 2.15833333],0
n4,1,0.901158,0.015425,[261  94] ; [5 2],[260.85635359  94.14364641] ; [5.14364641 1.85635359],0
d1,1,0.918932,0.010359,[196 159] ; [4 3],[196.13259669 158.86740331] ; [3.86740331 3.13259669],0
s2,1,0.985514,0.00033,[ 51 300] ; [1 6],[ 50.98324022 300.01675978] ; [1.01675978 5.98324022],0
