Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,1.7e-05,18.539268,[28 10] ; [47 89],[16.37931034 21.62068966] ; [58.62068966 77.37931034],1
s2,1,0.001051,10.73509,[19 19] ; [ 31 105],[10.91954023 27.08045977] ; [39.08045977 96.91954023],0
s3,1,0.002764,8.956781,[21 16] ; [41 95],[13.26011561 23.73988439] ; [48.73988439 87.26011561],0
n5,1,0.005232,7.797515,[ 5 33] ; [50 85],[12.08092486 25.91907514] ; [42.91907514 92.08092486],0
s4,1,0.00739,7.175531,[14 24] ; [ 23 114],[ 8.03428571 29.96571429] ; [ 28.96571429 108.03428571],0
p12,1,0.007878,7.060919,[ 3 34] ; [  1 136],[ 0.85057471 36.14942529] ; [  3.14942529 133.85057471],0
n1,1,0.015464,5.862773,[6 6] ; [10 47],[2.7826087 9.2173913] ; [13.2173913 43.7826087],0
p5,1,0.016191,5.781999,[ 4 32] ; [  3 133],[ 1.46511628 34.53488372] ; [  5.53488372 130.46511628],0
a1,1,0.020322,5.384012,[ 4 34] ; [  3 134],[ 1.52 36.48] ; [  5.48 131.52],0
r3,1,0.024012,5.093742,[37  1] ; [113  23],[32.75862069  5.24137931] ; [117.24137931  18.75862069],0
n6,1,0.027905,4.833911,[30  8] ; [81 55],[24.24137931 13.75862069] ; [86.75862069 49.24137931],0
p3,1,0.04994,3.843457,[15 22] ; [ 33 103],[10.26589595 26.73410405] ; [37.73410405 98.26589595],0
s7,1,0.056849,3.627012,[ 9 27] ; [ 16 115],[ 5.38922156 30.61077844] ; [ 19.61077844 111.38922156],0
b5,1,0.067218,3.349673,[17 21] ; [84 53],[21.93142857 16.06857143] ; [79.06857143 57.93142857],0
d2,1,0.070517,3.270951,[17 21] ; [40 97],[12.37714286 25.62285714] ; [44.62285714 92.37714286],0
d4,1,0.073596,3.200934,[33  5] ; [99 37],[28.82758621  9.17241379] ; [103.17241379  32.82758621],0
b1,1,0.118487,2.437209,[10 28] ; [55 82],[14.11428571 23.88571429] ; [50.88571429 86.11428571],0
u2,1,0.119486,2.424051,[ 6 11] ; [34 26],[8.83116883 8.16883117] ; [31.16883117 28.83116883],0
r2,1,0.136373,2.218413,[34  3] ; [112  25],[31.04597701  5.95402299] ; [114.95402299  22.04597701],0
a4,1,0.136792,2.21368,[15 23] ; [ 37 100],[11.29142857 26.70857143] ; [40.70857143 96.29142857],0
a6,1,0.144543,2.128912,[18 20] ; [83 54],[21.93142857 16.06857143] ; [79.06857143 57.93142857],0
p11,1,0.156639,2.006375,[27 11] ; [80 57],[23.23428571 14.76571429] ; [83.76571429 53.23428571],0
p4,1,0.203355,1.618111,[17 20] ; [47 89],[13.68786127 23.31213873] ; [50.31213873 85.68786127],0
b4,1,0.289033,1.124118,[25 13] ; [77 60],[22.14857143 15.85142857] ; [79.85142857 57.14857143],0
p1,1,0.303008,1.060909,[ 2 35] ; [  3 133],[ 1.06936416 35.93063584] ; [  3.93063584 132.06936416],0
u1,1,0.31177,1.023163,[ 4 34] ; [  8 129],[ 2.60571429 35.39428571] ; [  9.39428571 127.60571429],0
v1,1,0.350815,0.870505,[11 26] ; [51 83],[13.41520468 23.58479532] ; [48.58479532 85.41520468],0
n2,1,0.351646,0.867508,[9 3] ; [34 22],[7.58823529 4.41176471] ; [35.41176471 20.58823529],0
b3,1,0.405145,0.693001,[ 6 14] ; [13 49],[ 4.63414634 15.36585366] ; [14.36585366 47.63414634],0
b2,1,0.405145,0.693001,[ 6 14] ; [13 49],[ 4.63414634 15.36585366] ; [14.36585366 47.63414634],0
d3,1,0.409355,0.680673,[22 16] ; [88 47],[24.16184971 13.83815029] ; [85.83815029 49.16184971],0
d1,1,0.424347,0.638244,[18 20] ; [55 82],[15.85142857 22.14857143] ; [57.14857143 79.85142857],0
d5,1,0.427295,0.630163,[28 10] ; [91 45],[25.98850575 12.01149425] ; [93.01149425 42.98850575],0
a7,1,0.432597,0.615842,[24 14] ; [95 41],[25.98850575 12.01149425] ; [93.01149425 42.98850575],0
r4,1,0.451017,0.568095,[29  9] ; [96 41],[27.14285714 10.85714286] ; [97.85714286 39.14285714],0
p6,1,0.497843,0.459532,[ 8 28] ; [ 23 110],[ 6.6035503 29.3964497] ; [ 24.3964497 108.6035503],0
s1,1,0.512743,0.428465,[ 1 37] ; [  7 129],[ 1.74712644 36.25287356] ; [  6.25287356 129.74712644],0
n3,1,0.513837,0.426245,[6 5] ; [37 20],[6.95588235 4.04411765] ; [36.04411765 20.95588235],0
p2,1,0.543523,0.36905,[26 10] ; [91 45],[24.48837209 11.51162791] ; [92.51162791 43.48837209],0
v3,1,0.545578,0.365299,[ 7 29] ; [ 32 100],[ 8.35714286 27.64285714] ; [ 30.64285714 101.35714286],0
p10,1,0.559507,0.340558,[23 13] ; [79 56],[21.47368421 14.52631579] ; [80.52631579 54.47368421],0
a5,1,0.592971,0.285728,[21 17] ; [69 68],[19.54285714 18.45714286] ; [70.45714286 66.54285714],0
p9,1,0.731579,0.117667,[25 11] ; [89 45],[24.14117647 11.85882353] ; [89.85882353 44.14117647],0
p8,1,0.791474,0.069906,[13 23] ; [52 83],[13.68421053 22.31578947] ; [51.31578947 83.68421053],0
p7,1,0.880358,0.022655,[17 18] ; [67 67],[17.3964497 17.6035503] ; [66.6035503 67.3964497],0
r1,1,0.880643,0.022546,[23 14] ; [87 50],[23.3908046 13.6091954] ; [86.6091954 50.3908046],0
a3,1,0.889176,0.019417,[21 16] ; [76 61],[20.62643678 16.37356322] ; [76.37356322 60.62643678],0
v4,1,0.918395,0.010497,[31  5] ; [118  18],[31.18604651  4.81395349] ; [117.81395349  18.18604651],0
u3,1,0.924739,0.008924,[9 8] ; [32 27],[9.17105263 7.82894737] ; [31.82894737 27.17105263],0
a2,1,0.955993,0.003045,[ 4 34] ; [ 14 123],[ 3.90857143 34.09142857] ; [ 14.09142857 122.90857143],0
a8,1,0.961707,0.002305,[ 1 33] ; [  4 125],[ 1.04294479 32.95705521] ; [  3.95705521 125.04294479],0
v2,1,0.973775,0.001081,[17 21] ; [59 72],[17.0887574 20.9112426] ; [58.9112426 72.0887574],0
