Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a6,1,0.0,67.621371,[55 75] ; [283  67],[91.54166667 38.45833333] ; [246.45833333 103.54166667],1
d3,1,0.0,53.659308,[55 75] ; [271  79],[88.29166667 41.70833333] ; [237.70833333 112.29166667],1
a2,1,1.6e-05,18.598443,[  9 121] ; [ 86 264],[ 25.72916667 104.27083333] ; [ 69.27083333 280.72916667],1
d4,1,2.7e-05,17.593928,[86 44] ; [293  57],[102.64583333  27.35416667] ; [276.35416667  73.64583333],1
r4,1,2.8e-05,17.544086,[101  29] ; [321  29],[114.29166667  15.70833333] ; [307.70833333  42.29166667],1
u1,1,0.000204,13.796646,[  6 124] ; [ 63 287],[ 18.6875 111.3125] ; [ 50.3125 299.6875],1
r1,1,0.000292,13.120962,[85 45] ; [283  66],[99.87473904 30.12526096] ; [268.12526096  80.87473904],1
d1,1,0.000468,12.238294,[54 76] ; [208 142],[70.95833333 59.04166667] ; [191.04166667 158.95833333],1
d5,1,0.000563,11.894462,[88 42] ; [288  62],[101.83333333  28.16666667] ; [274.16666667  75.83333333],1
v2,1,0.003298,8.634566,[54 68] ; [200 135],[67.80743982 54.19256018] ; [186.19256018 148.80743982],0
v4,1,0.009833,6.664968,[115  13] ; [336  14],[120.76987448   7.23012552] ; [330.23012552  19.76987448],0
p2,1,0.010558,6.538178,[98 29] ; [303  46],[106.9894958  20.0105042] ; [294.0105042  54.9894958],0
p10,1,0.013964,6.042642,[97 30] ; [298  49],[105.83333333  21.16666667] ; [289.16666667  57.83333333],0
b5,1,0.014406,5.987707,[70 60] ; [231 119],[81.52083333 48.47916667] ; [219.47916667 130.52083333],0
p4,1,0.014478,5.978957,[61 67] ; [210 139],[72.721174 55.278826] ; [198.278826 150.721174],0
u3,1,0.017401,5.655512,[16 26] ; [65 44],[22.52980132 19.47019868] ; [58.47019868 50.52980132],0
b4,1,0.02401,5.093878,[65 65] ; [215 135],[75.83333333 54.16666667] ; [204.16666667 145.83333333],0
r3,1,0.026201,4.942726,[121   9] ; [340   9],[125.11482255   4.88517745] ; [335.88517745  13.11482255],0
b1,1,0.043692,4.068437,[56 74] ; [116 234],[46.58333333 83.41666667] ; [125.41666667 224.58333333],0
p8,1,0.046795,3.952727,[55 72] ; [185 160],[64.57627119 62.42372881] ; [175.42372881 169.57627119],0
r2,1,0.088253,2.905949,[113  14] ; [325  22],[117.35443038   9.64556962] ; [320.64556962  26.35443038],0
p3,1,0.096556,2.761527,[50 79] ; [165 184],[58.02301255 70.97698745] ; [156.97698745 192.02301255],0
s7,1,0.098551,2.728838,[58 67] ; [127 208],[50.27173913 74.72826087] ; [134.72826087 200.27173913],0
s8,1,0.145024,2.123827,[56 74] ; [125 224],[49.12317328 80.87682672] ; [131.87682672 217.12317328],0
a8,1,0.19338,1.691676,[ 13 107] ; [ 50 268],[ 17.26027397 102.73972603] ; [ 45.73972603 272.26027397],0
a5,1,0.212368,1.555207,[86 44] ; [252  98],[91.54166667 38.45833333] ; [246.45833333 103.54166667],0
