Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,0.0,81.318223,[ 58 121] ; [318 127],[107.85897436  71.14102564] ; [268.14102564 176.85897436],1
p6,1,0.0,62.3104,[ 29 151] ; [224 221],[ 72.864 107.136] ; [180.136 264.864],1
p3,1,0.0,43.909601,[ 62 118] ; [284 163],[99.33014354 80.66985646] ; [246.66985646 200.33014354],1
p4,1,0.0,35.224094,[90 91] ; [332 115],[121.62738854  59.37261146] ; [300.37261146 146.62738854],1
s7,1,5.8e-05,16.156599,[ 68 106] ; [244 183],[90.32945092 83.67054908] ; [221.67054908 205.32945092],1
s8,1,7.4e-05,15.699189,[ 62 118] ; [231 214],[84.384 95.616] ; [208.616 236.384],1
a3,1,0.000191,13.915255,[114  67] ; [345 100],[132.71405751  48.28594249] ; [326.28594249 118.71405751],1
s5,1,0.000538,11.978489,[ 45 128] ; [178 256],[ 63.5568369 109.4431631] ; [159.4431631 274.5568369],1
a2,1,0.000796,11.24977,[ 27 154] ; [123 324],[ 43.23248408 137.76751592] ; [106.76751592 340.23248408],1
r1,1,0.002708,8.994672,[134  46] ; [376  68],[147.11538462  32.88461538] ; [362.88461538  81.11538462],0
a1,1,0.003223,8.67662,[  1 180] ; [ 26 421],[  7.78184713 173.21815287] ; [ 19.21815287 427.78184713],0
v3,1,0.00349,8.531895,[ 57 120] ; [195 238],[ 73.12131148 103.87868852] ; [178.87868852 254.12131148],0
p5,1,0.006671,7.359436,[ 14 167] ; [ 71 375],[ 24.53748006 156.46251994] ; [ 60.46251994 385.53748006],0
a5,1,0.017955,5.600519,[126  55] ; [351  96],[137.47929936  43.52070064] ; [339.52070064 107.47929936],0
s6,1,0.018862,5.514232,[114  65] ; [317 116],[126.06045752  52.93954248] ; [304.93954248 128.06045752],0
r3,1,0.019986,5.413121,[168  12] ; [431  12],[173.06581059   6.93418941] ; [425.93418941  17.06581059],0
b5,1,0.020673,5.354171,[119  62] ; [249 198],[106.06369427  74.93630573] ; [261.93630573 185.06369427],0
a8,1,0.023135,5.158318,[ 15 152] ; [ 66 340],[ 23.60732984 143.39267016] ; [ 57.39267016 348.60732984],0
r4,1,0.025893,4.963128,[158  23] ; [415  32],[165.14808917  15.85191083] ; [407.85191083  39.14808917],0
v2,1,0.032124,4.591861,[89 85] ; [262 170],[100.78217822  73.21782178] ; [250.21782178 181.78217822],0
v1,1,0.036872,4.356337,[89 86] ; [262 174],[100.53191489  74.46808511] ; [250.46808511 185.53191489],0
u1,1,0.037239,4.339463,[ 24 157] ; [ 91 356],[ 33.14490446 147.85509554] ; [ 81.85509554 365.14490446],0
p11,1,0.04269,4.107646,[147  34] ; [391  56],[155.06050955  25.93949045] ; [382.93949045  64.06050955],0
b4,1,0.047792,3.91729,[116  65] ; [248 199],[104.91082803  76.08917197] ; [259.08917197 187.91082803],0
