Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,1e-06,24.300108,[37  4] ; [20 30],[25.68131868 15.31868132] ; [31.31868132 18.68131868],1
u3,1,0.186449,1.745455,[7 9] ; [ 8 24],[ 5. 11.] ; [10. 22.],0
s8,1,0.186489,1.745142,[ 7 34] ; [ 4 46],[ 4.95604396 36.04395604] ; [ 6.04395604 43.95604396],0
p1,1,0.210936,1.564991,[ 8 33] ; [ 5 44],[ 5.92222222 35.07777778] ; [ 7.07777778 41.92222222],0
p12,1,0.218299,1.515519,[ 3 38] ; [ 1 49],[ 1.8021978 39.1978022] ; [ 2.1978022 47.8021978],0
d1,1,0.218299,1.515519,[ 3 38] ; [ 1 49],[ 1.8021978 39.1978022] ; [ 2.1978022 47.8021978],0
p4,1,0.230944,1.435038,[19 22] ; [17 33],[16.21978022 24.78021978] ; [19.78021978 30.21978022],0
s5,1,0.270948,1.211941,[ 4 37] ; [ 2 48],[ 2.7032967 38.2967033] ; [ 3.2967033 46.7032967],0
p8,1,0.275208,1.190601,[18 21] ; [17 32],[15.51136364 23.48863636] ; [19.48863636 29.51136364],0
u2,1,0.279016,1.171875,[7 9] ; [ 9 23],[ 5.33333333 10.66666667] ; [10.66666667 21.33333333],0
p6,1,0.287851,1.129644,[13 27] ; [11 38],[10.78651685 29.21348315] ; [13.21348315 35.78651685],0
p7,1,0.321295,0.983668,[23 17] ; [23 26],[20.6741573 19.3258427] ; [25.3258427 23.6741573],0
n1,1,0.336253,0.924666,[8 7] ; [ 7 12],[6.61764706 8.38235294] ; [ 8.38235294 10.61764706],0
a6,1,0.33777,0.918878,[23 18] ; [23 27],[20.72527473 20.27472527] ; [25.27472527 24.72527473],0
n3,1,0.338426,0.916385,[11  2] ; [14  6],[9.84848485 3.15151515] ; [15.15151515  4.84848485],0
p10,1,0.367802,0.811078,[24 17] ; [23 24],[21.89772727 19.10227273] ; [25.10227273 21.89772727],0
n6,1,0.381867,0.764682,[29 12] ; [31 19],[27.03296703 13.96703297] ; [32.96703297 17.03296703],0
p9,1,0.445755,0.581423,[22 19] ; [29 18],[23.76136364 17.23863636] ; [27.23863636 19.76136364],0
s3,1,0.44646,0.579622,[13 28] ; [12 37],[11.38888889 29.61111111] ; [13.61111111 35.38888889],0
p5,1,0.466507,0.530238,[ 2 39] ; [ 1 47],[ 1.38202247 39.61797753] ; [ 1.61797753 46.38202247],0
a1,1,0.550448,0.356515,[ 2 39] ; [ 4 46],[ 2.7032967 38.2967033] ; [ 3.2967033 46.7032967],0
n5,1,0.629827,0.232296,[29 12] ; [33 17],[27.93406593 13.06593407] ; [34.06593407 15.93406593],0
s4,1,0.652927,0.20223,[ 3 38] ; [ 5 45],[ 3.6043956 37.3956044] ; [ 4.3956044 45.6043956],0
b1,1,0.696446,0.152195,[18 23] ; [24 26],[18.92307692 22.07692308] ; [23.07692308 26.92307692],0
a8,1,0.760533,0.092892,[ 3 34] ; [ 3 44],[ 2.64285714 34.35714286] ; [ 3.35714286 43.64285714],0
b2,1,0.775674,0.081203,[ 9 18] ; [10 17],[ 9.5 17.5] ; [ 9.5 17.5],0
b3,1,0.775674,0.081203,[ 9 18] ; [10 17],[ 9.5 17.5] ; [ 9.5 17.5],0
b4,1,0.823254,0.04989,[19 22] ; [22 28],[18.47252747 22.52747253] ; [22.52747253 27.47252747],0
b5,1,0.823254,0.04989,[22 19] ; [28 22],[22.52747253 18.47252747] ; [27.47252747 22.52747253],0
s1,1,0.836948,0.042353,[ 2 38] ; [ 3 47],[ 2.22222222 37.77777778] ; [ 2.77777778 47.22222222],0
d2,1,0.860445,0.030909,[10 31] ; [13 37],[10.36263736 30.63736264] ; [12.63736264 37.36263736],0
s2,1,0.931455,0.007398,[ 6 35] ; [ 7 43],[ 5.85714286 35.14285714] ; [ 7.14285714 42.85714286],0
d5,1,0.988319,0.000214,[15 26] ; [18 31],[15.03333333 25.96666667] ; [17.96666667 31.03333333],0
