Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,1e-06,24.300108,[37  4] ; [20 30],[25.68131868 15.31868132] ; [31.31868132 18.68131868],1
a5,1,8e-06,19.873057,[29 12] ; [12 38],[18.47252747 22.52747253] ; [22.52747253 27.47252747],1
p11,1,0.000767,11.320622,[33  8] ; [23 27],[25.23076923 15.76923077] ; [30.76923077 19.23076923],1
v3,1,0.002533,9.116628,[16 24] ; [ 6 43],[ 9.88764045 30.11235955] ; [12.11235955 36.88764045],0
v2,1,0.002654,9.031368,[19 18] ; [10 39],[12.47674419 24.52325581] ; [16.52325581 32.47674419],0
r3,1,0.004514,8.064731,[36  5] ; [30 19],[30.06666667 10.93333333] ; [35.93333333 13.06666667],0
r2,1,0.006878,7.304627,[38  3] ; [35 15],[32.89010989  8.10989011] ; [40.10989011  9.89010989],0
v4,1,0.011886,6.327798,[37  3] ; [35 14],[32.35955056  7.64044944] ; [39.64044944  9.35955056],0
a3,1,0.012387,6.254577,[25 15] ; [18 32],[19.11111111 20.88888889] ; [23.88888889 26.11111111],0
n4,1,0.020537,5.365676,[31 10] ; [26 24],[25.68131868 15.31868132] ; [31.31868132 18.68131868],0
a2,1,0.024425,5.064187,[ 6 35] ; [ 1 49],[ 3.15384615 37.84615385] ; [ 3.84615385 46.15384615],0
a7,1,0.029417,4.743031,[27 14] ; [21 28],[21.86666667 19.13333333] ; [26.13333333 22.86666667],0
d3,1,0.030265,4.694163,[14 27] ; [ 7 41],[ 9.6741573 31.3258427] ; [11.3258427 36.6741573],0
p3,1,0.035729,4.41,[18 22] ; [12 38],[13.33333333 26.66666667] ; [16.66666667 33.33333333],0
a4,1,0.045304,4.007296,[15 26] ; [ 9 41],[10.81318681 30.18681319] ; [13.18681319 36.81318681],0
n2,1,0.045817,3.988321,[13  2] ; [11  9],[10.28571429  4.71428571] ; [13.71428571  6.28571429],0
v1,1,0.070178,3.278848,[19 22] ; [14 36],[14.86813187 26.13186813] ; [18.13186813 31.86813187],0
p2,1,0.145853,2.115098,[31 10] ; [30 19],[27.78888889 13.21111111] ; [33.21111111 15.78888889],0
s7,1,0.167055,1.909171,[ 8 29] ; [ 5 42],[ 5.72619048 31.27380952] ; [ 7.27380952 39.72619048],0
