Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,0.0,206.486682,[  6 140] ; [453 202],[83.66292135 62.33707865] ; [375.33707865 279.66292135],1
d3,1,0.0,130.08904,[ 41 103] ; [506 149],[98.58322904 45.41677096] ; [448.41677096 206.58322904],1
d5,1,0.0,106.723354,[73 72] ; [574  81],[117.26875  27.73125] ; [529.73125 125.26875],1
d2,1,0.0,44.177311,[ 33 113] ; [346 307],[69.25406758 76.74593242] ; [309.74593242 343.25406758],1
a3,1,0.0,35.363792,[71 75] ; [481 171],[100.9924812  45.0075188] ; [451.0075188 200.9924812],1
a5,1,0.0,34.316885,[76 70] ; [499 156],[104.80649189  41.19350811] ; [470.19350811 184.80649189],1
a4,1,0.0,28.17241,[ 35 110] ; [316 338],[63.69837297 81.30162703] ; [287.30162703 366.69837297],1
u1,1,1e-06,23.856913,[  5 141] ; [133 522],[ 25.15355805 120.84644195] ; [112.84644195 542.15355805],1
a2,1,4e-06,21.375782,[ 13 133] ; [176 479],[ 34.4494382 111.5505618] ; [154.5505618 500.4494382],1
r1,1,6.4e-05,15.967511,[97 47] ; [536 116],[114.51256281  29.48743719] ; [518.48743719 133.51256281],1
s2,1,0.001623,9.933755,[53 90] ; [335 314],[70.05555556 72.94444444] ; [317.94444444 331.05555556],0
s5,1,0.001718,9.828381,[ 26 116] ; [199 432],[ 41.33247089 100.66752911] ; [183.66752911 447.33247089],0
b2,1,0.001755,9.789594,[17 67] ; [146 236],[29.38197425 54.61802575] ; [133.61802575 248.38197425],0
b3,1,0.001755,9.789594,[17 67] ; [146 236],[29.38197425 54.61802575] ; [133.61802575 248.38197425],0
v2,1,0.001836,9.706609,[62 76] ; [375 256],[78.4213264 59.5786736] ; [358.5786736 272.4213264],0
a7,1,0.002241,9.340601,[90 55] ; [488 166],[104.89361702  40.10638298] ; [473.10638298 180.89361702],0
b4,1,0.010732,6.509243,[71 75] ; [394 261],[84.75655431 61.24344569] ; [380.24344569 274.75655431],0
u2,1,0.012008,6.309758,[32 43] ; [102  68],[41.02040816 33.97959184] ; [92.97959184 77.02040816],0
r2,1,0.017105,5.685538,[131  14] ; [617  30],[136.94444444   8.05555556] ; [611.05555556  35.94444444],0
a6,1,0.017722,5.623383,[87 59] ; [456 198],[99.0975 46.9025] ; [443.9025 210.0975],0
