Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s7,1,2.4e-05,17.813627,[ 5 35] ; [6 1],[ 9.36170213 30.63829787] ; [1.63829787 5.36170213],1
s2,1,0.00024,13.491661,[ 4 40] ; [5 3],[ 7.61538462 36.38461538] ; [1.38461538 6.61538462],1
s8,1,0.000875,11.073986,[ 5 38] ; [5 3],[ 8.43137255 34.56862745] ; [1.56862745 6.43137255],1
s4,1,0.004014,8.277652,[ 7 37] ; [5 3],[10.15384615 33.84615385] ; [1.84615385 6.15384615],0
p10,1,0.016182,5.782952,[13 30] ; [6 2],[16.01960784 26.98039216] ; [2.98039216 5.01960784],0
p9,1,0.016395,5.76,[12 28] ; [6 2],[15. 25.] ; [3. 5.],0
n3,1,0.03308,4.541625,[ 7 17] ; [4 1],[ 9.10344828 14.89655172] ; [1.89655172 3.10344828],0
p4,1,0.03879,4.270032,[11 32] ; [5 3],[13.49019608 29.50980392] ; [2.50980392 5.49019608],0
s3,1,0.043613,4.071472,[11 31] ; [5 3],[13.44 28.56] ; [2.56 5.44],0
s6,1,0.054576,3.694991,[ 8 35] ; [4 4],[10.11764706 32.88235294] ; [1.88235294 6.11764706],0
s5,1,0.059609,3.548237,[ 6 38] ; [3 4],[ 7.76470588 36.23529412] ; [1.23529412 5.76470588],0
p7,1,0.091058,2.855561,[11 32] ; [4 3],[12.9 30.1] ; [2.1 4.9],0
p8,1,0.091306,2.851203,[ 9 33] ; [4 4],[10.92 31.08] ; [2.08 5.92],0
r4,1,0.100762,2.693446,[ 6 38] ; [3 5],[ 7.61538462 36.38461538] ; [1.38461538 6.61538462],0
n2,1,0.101707,2.678571,[10 15] ; [4 1],[11.66666667 13.33333333] ; [2.33333333 2.66666667],0
v2,1,0.11726,2.453542,[ 6 36] ; [3 5],[ 7.56 34.44] ; [1.44 6.56],0
u3,1,0.143583,2.139137,[ 5 15] ; [2 1],[ 6.08695652 13.91304348] ; [0.91304348 2.08695652],0
u1,1,0.166459,1.914545,[ 1 43] ; [1 7],[ 1.69230769 42.30769231] ; [0.30769231 7.69230769],0
a7,1,0.208856,1.579339,[17 27] ; [5 3],[18.61538462 25.38461538] ; [3.38461538 4.61538462],0
n6,1,0.21344,1.547938,[22 21] ; [6 2],[23.60784314 19.39215686] ; [4.39215686 3.60784314],0
r2,1,0.220483,1.501225,[26 16] ; [6 1],[27.42857143 14.57142857] ; [4.57142857 2.42857143],0
d5,1,0.23382,1.417473,[23 21] ; [6 2],[24.53846154 19.46153846] ; [4.46153846 3.53846154],0
b4,1,0.258035,1.279269,[26 18] ; [3 5],[24.53846154 19.46153846] ; [4.46153846 3.53846154],0
d3,1,0.258035,1.279269,[18 26] ; [5 3],[19.46153846 24.53846154] ; [3.53846154 4.46153846],0
v3,1,0.312866,1.018537,[ 5 38] ; [2 6],[ 5.90196078 37.09803922] ; [1.09803922 6.90196078],0
b5,1,0.31335,1.016504,[19 25] ; [5 3],[20.30769231 23.69230769] ; [3.69230769 4.30769231],0
n5,1,0.374742,0.787879,[32 12] ; [7 1],[33. 11.] ; [6. 2.],0
d1,1,0.390022,0.738872,[15 29] ; [4 4],[16.07692308 27.92307692] ; [2.92307692 5.07692308],0
d2,1,0.406178,0.68996,[20 23] ; [5 3],[21.07843137 21.92156863] ; [3.92156863 4.07843137],0
n1,1,0.410023,0.678733,[10 15] ; [3 2],[10.83333333 14.16666667] ; [2.16666667 2.83333333],0
a5,1,0.515095,0.423704,[22 22] ; [5 3],[22.84615385 21.15384615] ; [4.15384615 3.84615385],0
a2,1,0.579055,0.307765,[ 3 41] ; [1 7],[ 3.38461538 40.61538462] ; [0.61538462 7.38461538],0
n4,1,0.614105,0.25424,[29 15] ; [6 2],[29.61538462 14.38461538] ; [5.38461538 2.61538462],0
p11,1,0.653856,0.201073,[13 31] ; [3 5],[13.53846154 30.46153846] ; [2.46153846 5.53846154],0
d4,1,0.676896,0.17364,[24 20] ; [5 3],[24.53846154 19.46153846] ; [4.46153846 3.53846154],0
a6,1,0.676896,0.17364,[20 24] ; [3 5],[19.46153846 24.53846154] ; [3.53846154 4.46153846],0
a3,1,0.725882,0.122927,[24 19] ; [5 3],[24.45098039 18.54901961] ; [4.54901961 3.45098039],0
b2,1,0.7277,0.121234,[11 20] ; [2 5],[10.60526316 20.39473684] ; [2.39473684 4.60526316],0
b3,1,0.7277,0.121234,[11 20] ; [2 5],[10.60526316 20.39473684] ; [2.39473684 4.60526316],0
s1,1,0.763514,0.090522,[ 4 40] ; [1 7],[ 4.23076923 39.76923077] ; [0.76923077 7.23076923],0
r1,1,0.764773,0.089532,[19 25] ; [3 5],[18.61538462 25.38461538] ; [3.38461538 4.61538462],0
a4,1,0.785419,0.074128,[14 29] ; [3 5],[14.33333333 28.66666667] ; [2.66666667 5.33333333],0
b1,1,0.81248,0.056277,[24 20] ; [4 4],[23.69230769 20.30769231] ; [4.30769231 3.69230769],0
p1,1,0.930971,0.007504,[ 6 38] ; [1 7],[ 5.92307692 38.07692308] ; [1.07692308 6.92307692],0
p3,1,1.0,0.0,[11 33] ; [2 6],[11. 33.] ; [2. 6.],0
