Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a6,1,0.0,25.781006,[31 38] ; [132  36],[47.4556962 21.5443038] ; [115.5443038  52.4556962],1
d3,1,2e-06,23.090293,[37 32] ; [141  28],[51.60504202 17.39495798] ; [126.39495798  42.60504202],1
a2,1,4e-06,21.428222,[ 5 64] ; [ 63 107],[19.63179916 49.36820084] ; [ 48.36820084 121.63179916],1
u1,1,0.000103,15.078573,[ 4 65] ; [ 49 121],[15.30125523 53.69874477] ; [ 37.69874477 132.30125523],1
b5,1,0.000566,11.886198,[31 38] ; [117  53],[42.72803347 26.27196653] ; [105.27196653  64.72803347],1
b1,1,0.000601,11.77371,[37 32] ; [ 51 119],[25.40585774 43.59414226] ; [ 62.59414226 107.40585774],1
s8,1,0.004738,7.977009,[52 17] ; [93 74],[42.3940678 26.6059322] ; [102.6059322  64.3940678],0
d1,1,0.015962,5.807001,[37 32] ; [119  51],[45.0376569 23.9623431] ; [110.9623431  59.0376569],0
v2,1,0.016074,5.794764,[45 23] ; [135  32],[52.08510638 15.91489362] ; [127.91489362  39.08510638],0
r2,1,0.019182,5.484882,[61  7] ; [165   5],[64.57142857  3.42857143] ; [161.42857143   8.57142857],0
p12,1,0.027367,4.867527,[ 5 63] ; [ 32 138],[10.57142857 57.42857143] ; [ 26.42857143 143.57142857],0
b4,1,0.031004,4.652722,[36 33] ; [114  56],[43.30543933 25.69456067] ; [106.69456067  63.30543933],0
n4,1,0.033882,4.500636,[63  6] ; [136  34],[57.45188285 11.54811715] ; [141.54811715  28.45188285],0
s7,1,0.057282,3.614382,[53 14] ; [107  54],[47.01754386 19.98245614] ; [112.98245614  48.01754386],0
u3,1,0.065063,3.403367,[5 7] ; [31 13],[7.71428571 4.28571429] ; [28.28571429 15.71428571],0
r4,1,0.072161,3.233167,[62  7] ; [163   7],[64.958159  4.041841] ; [160.041841   9.958159],0
b3,1,0.0859,2.949577,[22 24] ; [33 67],[17.32876712 28.67123288] ; [37.67123288 62.32876712],0
b2,1,0.0859,2.949577,[22 24] ; [33 67],[17.32876712 28.67123288] ; [37.67123288 62.32876712],0
p1,1,0.13019,2.290238,[ 4 65] ; [ 21 148],[ 7.24789916 61.75210084] ; [ 17.75210084 151.24789916],0
p3,1,0.135566,2.227581,[45 23] ; [94 75],[39.88185654 28.11814346] ; [99.11814346 69.88185654],0
a1,1,0.138612,2.193301,[ 9 60] ; [ 12 158],[ 6.06276151 62.93723849] ; [ 14.93723849 155.06276151],0
a3,1,0.153743,2.034711,[57 12] ; [125  44],[52.76470588 16.23529412] ; [129.23529412  39.76470588],0
r3,1,0.179769,1.799536,[65  4] ; [166   4],[66.69037657  2.30962343] ; [164.30962343   5.69037657],0
v4,1,0.179769,1.799536,[65  4] ; [166   4],[66.69037657  2.30962343] ; [164.30962343   5.69037657],0
d4,1,0.293644,1.102836,[56 12] ; [148  21],[58.53164557  9.46835443] ; [145.46835443  23.53164557],0
p7,1,0.308663,1.036389,[49 18] ; [108  55],[45.73478261 21.26521739] ; [111.26521739  51.73478261],0
d2,1,0.33125,0.944004,[33 36] ; [92 76],[36.39240506 32.60759494] ; [88.60759494 79.39240506],0
n6,1,0.342621,0.9006,[61  8] ; [155  13],[62.88607595  6.11392405] ; [153.11392405  14.88607595],0
p6,1,0.345834,0.888686,[31 37] ; [ 65 102],[27.7787234 40.2212766] ; [68.2212766 98.7787234],0
a4,1,0.362368,0.829672,[29 40] ; [82 87],[32.18067227 36.81932773] ; [78.81932773 90.18067227],0
s5,1,0.36877,0.807804,[29 39] ; [82 85],[32.11914894 35.88085106] ; [78.88085106 88.11914894],0
s2,1,0.383362,0.759893,[50 19] ; [112  56],[47.16455696 21.83544304] ; [114.83544304  53.16455696],0
u2,1,0.425482,0.635123,[7 5] ; [31 13],[8.14285714 3.85714286] ; [29.85714286 14.14285714],0
r1,1,0.444127,0.585596,[57 12] ; [147  23],[58.89539749 10.10460251] ; [145.10460251  24.89539749],0
a5,1,0.486265,0.48478,[56 13] ; [131  39],[53.9874477 15.0125523] ; [133.0125523  36.9874477],0
n5,1,0.486749,0.483704,[59 10] ; [139  31],[57.16317992 11.83682008] ; [140.83682008  29.16317992],0
d5,1,0.522576,0.408807,[59  9] ; [141  28],[57.38396624 10.61603376] ; [142.61603376  26.38396624],0
p9,1,0.569593,0.323363,[58 10] ; [147  20],[59.31914894  8.68085106] ; [145.68085106  21.31914894],0
p5,1,0.571129,0.320798,[15 53] ; [ 32 138],[13.42857143 54.57142857] ; [ 33.57142857 136.42857143],0
u4,1,0.583777,0.300169,[ 3 66] ; [  5 165],[ 2.30962343 66.69037657] ; [  5.69037657 164.30962343],0
n1,1,0.601163,0.273245,[5 7] ; [12 24],[4.25 7.75] ; [12.75 23.25],0
s3,1,0.622688,0.242107,[51 18] ; [116  48],[49.45493562 19.54506438] ; [117.54506438  46.45493562],0
v1,1,0.651473,0.204048,[48 19] ; [116  53],[46.55932203 20.44067797] ; [117.44067797  51.55932203],0
p8,1,0.689326,0.159816,[37 30] ; [97 70],[38.36752137 28.63247863] ; [95.63247863 71.36752137],0
s4,1,0.701372,0.147048,[12 57] ; [ 26 143],[11.01680672 57.98319328] ; [ 26.98319328 142.01680672],0
a8,1,0.73867,0.111299,[ 8 57] ; [ 21 129],[ 8.76744186 56.23255814] ; [ 20.23255814 129.76744186],0
s1,1,0.789636,0.071173,[ 3 66] ; [  6 160],[ 2.64255319 66.35744681] ; [  6.35744681 159.64255319],0
n3,1,0.813926,0.055397,[8 4] ; [26 11],[8.32653061 3.67346939] ; [25.67346939 11.32653061],0
p4,1,0.83028,0.045943,[45 24] ; [112  56],[45.70886076 23.29113924] ; [111.29113924  56.70886076],0
p10,1,0.92014,0.010052,[58 10] ; [145  24],[58.24472574  9.75527426] ; [144.75527426  24.24472574],0
p11,1,0.959575,0.002569,[55 14] ; [136  34],[55.14225941 13.85774059] ; [135.85774059  34.14225941],0
n2,1,0.962276,0.002237,[9 3] ; [28  9],[9.06122449 2.93877551] ; [27.93877551  9.06122449],0
p2,1,1.0,0.0,[56 12] ; [140  30],[56. 12.] ; [140.  30.],0
