Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.001282,10.368536,[26 98] ; [13 12],[32.45637584 91.54362416] ; [ 6.54362416 18.45637584],0
s6,1,0.003016,8.797654,[45 80] ; [17  8],[51.66666667 73.33333333] ; [10.33333333 14.66666667],0
a8,1,0.015447,5.864774,[ 11 104] ; [ 6 15],[ 14.375 100.625] ; [ 2.625 18.375],0
s3,1,0.027681,4.847829,[42 80] ; [14 10],[46.79452055 75.20547945] ; [ 9.20547945 14.79452055],0
s4,1,0.031363,4.632958,[ 11 112] ; [ 6 19],[ 14.12837838 108.87162162] ; [ 2.87162162 22.12837838],0
s7,1,0.044038,4.055098,[28 88] ; [11 14],[32.08510638 83.91489362] ; [ 6.91489362 18.08510638],0
v2,1,0.056225,3.645389,[43 78] ; [14 11],[47.23972603 73.76027397] ; [ 9.76027397 15.23972603],0
s8,1,0.072998,3.214286,[ 17 108] ; [ 7 18],[ 20. 105.] ; [ 4. 21.],0
p1,1,0.09311,2.819758,[  5 119] ; [ 3 21],[  6.7027027 117.2972973] ; [ 1.2972973 22.7027027],0
p2,1,0.107347,2.592857,[63 62] ; [17  8],[66.66666667 58.33333333] ; [13.33333333 11.66666667],0
v3,1,0.10989,2.555804,[29 90] ; [10 15],[32.22916667 86.77083333] ; [ 6.77083333 18.22916667],0
r1,1,0.109958,2.554823,[78 45] ; [20  5],[81.44594595 41.55405405] ; [16.55405405  8.44594595],0
d4,1,0.138445,2.195155,[84 39] ; [20  4],[87.02040816 35.97959184] ; [16.97959184  7.02040816],0
d2,1,0.169015,1.891659,[58 65] ; [15  9],[61.08163265 61.91836735] ; [11.91836735 12.08163265],0
b3,1,0.196666,1.666963,[24 50] ; [ 4 18],[21.58333333 52.41666667] ; [ 6.41666667 15.58333333],0
b2,1,0.196666,1.666963,[24 50] ; [ 4 18],[21.58333333 52.41666667] ; [ 6.41666667 15.58333333],0
p7,1,0.210078,1.570886,[40 83] ; [11 13],[42.67346939 80.32653061] ; [ 8.32653061 15.67346939],0
r2,1,0.216296,1.528776,[100  22] ; [23  2],[102.08163265  19.91836735] ; [20.91836735  4.08163265],0
p4,1,0.220545,1.500823,[30 94] ; [ 9 16],[32.45637584 91.54362416] ; [ 6.54362416 18.45637584],0
u3,1,0.229989,1.44093,[24 27] ; [3 8],[22.20967742 28.79032258] ; [4.79032258 6.20967742],0
n6,1,0.247478,1.337484,[74 50] ; [18  7],[76.56375839 47.43624161] ; [15.43624161  9.56375839],0
u2,1,0.269762,1.217955,[25 26] ; [3 7],[23.40983607 27.59016393] ; [4.59016393 5.40983607],0
n2,1,0.287453,1.131514,[32 26] ; [6 2],[33.39393939 24.60606061] ; [4.60606061 3.39393939],0
b4,1,0.29921,1.077713,[71 54] ; [17  8],[73.33333333 51.66666667] ; [14.66666667 10.33333333],0
v1,1,0.303286,1.05969,[38 85] ; [10 14],[40.16326531 82.83673469] ; [ 7.83673469 16.16326531],0
p11,1,0.306541,1.045519,[61 64] ; [15 10],[63.33333333 61.66666667] ; [12.66666667 12.33333333],0
d5,1,0.335296,0.928335,[82 42] ; [19  6],[84.05369128 39.94630872] ; [16.94630872  8.05369128],0
n3,1,0.336064,0.92539,[32 24] ; [6 2],[33.25 22.75] ; [4.75 3.25],0
b1,1,0.339662,0.911707,[58 67] ; [ 9 16],[55.83333333 69.16666667] ; [11.16666667 13.83333333],0
a6,1,0.387566,0.746566,[76 48] ; [13 12],[74.06711409 49.93288591] ; [14.93288591 10.06711409],0
v4,1,0.406668,0.68852,[94 29] ; [21  4],[95.57432432 27.42567568] ; [19.42567568  5.57432432],0
a1,1,0.419337,0.652174,[ 11 114] ; [ 1 24],[ 10. 115.] ; [ 2. 23.],0
n5,1,0.441382,0.592687,[69 55] ; [16  9],[70.73825503 53.26174497] ; [14.26174497 10.73825503],0
