Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.001282,10.368536,[26 98] ; [13 12],[32.45637584 91.54362416] ; [ 6.54362416 18.45637584],0
p9,1,0.459243,0.547739,[40 82] ; [ 9 13],[41.51388889 80.48611111] ; [ 7.48611111 14.51388889],0
r3,1,0.519443,0.414998,[96 28] ; [20  4],[97.18918919 26.81081081] ; [18.81081081  5.18918919],0
n4,1,0.52746,0.399282,[76 48] ; [17  8],[77.39597315 46.60402685] ; [15.60402685  9.39597315],0
r4,1,0.53547,0.384,[82 43] ; [18  7],[83.33333333 41.66666667] ; [16.66666667  8.33333333],0
p12,1,0.655553,0.198971,[  3 121] ; [ 1 24],[  3.32885906 120.67114094] ; [ 0.67114094 24.32885906],0
d3,1,0.733011,0.116365,[74 50] ; [14 11],[73.23489933 50.76510067] ; [14.76510067 10.23489933],0
d1,1,0.826032,0.048309,[57 68] ; [12 13],[57.5 67.5] ; [11.5 13.5],0
u1,1,0.836454,0.042614,[ 18 107] ; [ 4 21],[ 18.33333333 106.66666667] ; [ 3.66666667 21.33333333],0
a3,1,0.867185,0.027968,[74 49] ; [14 10],[73.63265306 49.36734694] ; [14.36734694  9.63265306],0
a4,1,0.873753,0.025247,[52 71] ; [11 14],[52.35810811 70.64189189] ; [10.64189189 14.35810811],0
b5,1,0.880794,0.022489,[77 48] ; [15 10],[76.66666667 48.33333333] ; [15.33333333  9.66666667],0
p6,1,0.896126,0.017045,[ 21 102] ; [ 4 21],[ 20.77702703 102.22297297] ; [ 4.22297297 20.77702703],0
a2,1,0.928145,0.008132,[26 99] ; [ 5 20],[25.83333333 99.16666667] ; [ 5.16666667 19.83333333],0
n1,1,0.943179,0.00508,[21 37] ; [3 5],[21.09090909 36.90909091] ; [2.90909091 5.09090909],0
p8,1,0.949335,0.004038,[30 93] ; [ 6 18],[30.12244898 92.87755102] ; [ 5.87755102 18.12244898],0
a7,1,0.960936,0.002399,[73 51] ; [14 10],[72.89189189 51.10810811] ; [14.10810811  9.89189189],0
a5,1,1.0,0.0,[70 55] ; [14 11],[70. 55.] ; [14. 11.],0
