Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,1.2e-05,19.211174,[21 11] ; [15 56],[11.18446602 20.81553398] ; [24.81553398 46.18446602],1
s8,1,2.5e-05,17.743253,[17 15] ; [10 62],[ 8.30769231 23.69230769] ; [18.69230769 53.30769231],1
s5,1,3.2e-05,17.310684,[15 17] ; [ 7 62],[ 6.97029703 25.02970297] ; [15.02970297 53.97029703],1
p10,1,7e-05,15.801376,[28  4] ; [31 37],[18.88 13.12] ; [40.12 27.88],1
s6,1,0.00031,13.008164,[24  8] ; [26 45],[15.53398058 16.46601942] ; [34.46601942 36.53398058],1
s3,1,0.000413,12.470505,[22 10] ; [22 48],[13.80392157 18.19607843] ; [30.19607843 39.80392157],1
p4,1,0.003495,8.528996,[20 12] ; [23 49],[13.23076923 18.76923077] ; [29.76923077 42.23076923],0
p7,1,0.005814,7.60701,[24  8] ; [32 38],[17.56862745 14.43137255] ; [38.43137255 31.56862745],0
n5,1,0.007121,7.242284,[28  4] ; [44 28],[22.15384615  9.84615385] ; [49.84615385 22.15384615],0
a5,1,0.008506,6.923792,[19 13] ; [23 49],[12.92307692 19.07692308] ; [29.07692308 42.92307692],0
p2,1,0.008951,6.832674,[28  4] ; [44 27],[22.36893204  9.63106796] ; [49.63106796 21.36893204],0
a3,1,0.021778,5.263431,[19 13] ; [25 46],[13.66990291 18.33009709] ; [30.33009709 40.66990291],0
n6,1,0.027056,4.887218,[28  4] ; [48 24],[23.38461538  8.61538462] ; [52.61538462 19.38461538],0
v4,1,0.027149,4.881324,[31  1] ; [57 14],[27.33980583  4.66019417] ; [60.66019417 10.33980583],0
s4,1,0.030479,4.682047,[11 21] ; [11 60],[ 6.83495146 25.16504854] ; [15.16504854 55.83495146],0
r2,1,0.034455,4.471964,[30  2] ; [55 17],[26.15384615  5.84615385] ; [58.84615385 13.15384615],0
p9,1,0.04352,4.075074,[25  7] ; [39 29],[20.48 11.52] ; [43.52 24.48],0
r4,1,0.05794,3.595391,[26  6] ; [45 27],[21.84615385 10.15384615] ; [49.15384615 22.84615385],0
