Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s3,1,0.0,289.291056,[323  43] ; [ 70 232],[215.32634731 150.67365269] ; [177.67365269 124.32634731],1
s7,1,0.0,110.586275,[252 102] ; [ 85 203],[185.82242991 168.17757009] ; [151.17757009 136.82242991],1
s6,1,0.0,108.462123,[319  42] ; [154 144],[259.10925645 101.89074355] ; [213.89074355  84.10925645],1
s8,1,0.0,87.211768,[239 127] ; [ 88 215],[178.89686099 187.10313901] ; [148.10313901 154.89686099],1
s5,1,0.0,57.115276,[179 171] ; [ 66 231],[132.53477589 217.46522411] ; [112.46522411 184.53477589],1
s4,1,1.2e-05,19.10774,[ 84 279] ; [ 31 271],[ 62.77443609 300.22556391] ; [ 52.22556391 249.77443609],1
p6,1,0.000215,13.69958,[167 196] ; [ 96 205],[143.77861446 219.22138554] ; [119.22138554 181.77861446],1
p12,1,0.001151,10.567607,[ 48 319] ; [ 17 286],[ 35.60447761 331.39552239] ; [ 29.39552239 273.60447761],0
u1,1,0.001956,9.589961,[ 84 284] ; [ 41 263],[ 68.45238095 299.54761905] ; [ 56.54761905 247.45238095],0
d2,1,0.002995,8.810291,[198 168] ; [129 174],[178.89686099 187.10313901] ; [148.10313901 154.89686099],0
d1,1,0.004834,7.940503,[246 122] ; [171 133],[228.35714286 139.64285714] ; [188.64285714 115.35714286],0
a2,1,0.00485,7.93463,[106 262] ; [ 59 245],[ 90.35714286 277.64285714] ; [ 74.64285714 229.35714286],0
s1,1,0.005522,7.69991,[ 17 347] ; [  3 300],[ 10.91454273 353.08545727] ; [  9.08545727 293.91454273],0
a3,1,0.008472,6.930981,[285  82] ; [208  95],[270.04626866  96.95373134] ; [222.95373134  80.04626866],0
d4,1,0.020411,5.376436,[319  47] ; [245  59],[308.09552239  57.90447761] ; [255.90447761  48.09552239],0
p4,1,0.020572,5.362724,[249 117] ; [180 123],[234.69955157 131.30044843] ; [194.30044843 108.69955157],0
u4,1,0.028975,4.769076,[ 11 357] ; [  2 302],[  7.11904762 360.88095238] ; [  5.88095238 298.11904762],0
a6,1,0.028998,4.767732,[245 121] ; [227  77],[257.83880597 108.16119403] ; [214.16119403  89.83880597],0
n1,1,0.029912,4.714348,[31 38] ; [14 40],[25.24390244 43.75609756] ; [19.75609756 34.24390244],0
r2,1,0.03212,4.59209,[362   5] ; [289  12],[357.66017964   9.33982036] ; [293.33982036   7.66017964],0
v4,1,0.036063,4.394131,[365   3] ; [294   9],[361.41877794   6.58122206] ; [297.58122206   5.41877794],0
v1,1,0.037362,4.333851,[217 139] ; [157 140],[203.89586524 152.10413476] ; [170.10413476 126.89586524],0
a4,1,0.040109,4.213248,[181 187] ; [125 178],[167.82116244 200.17883756] ; [138.17883756 164.82116244],0
u3,1,0.062628,3.466392,[55 26] ; [52 44],[48.96610169 32.03389831] ; [58.03389831 37.96610169],0
a1,1,0.06343,3.445347,[ 22 346] ; [  9 295],[ 16.97619048 351.02380952] ; [ 14.02380952 289.97619048],0
p11,1,0.088655,2.898635,[306  62] ; [267  37],[313.78571429  54.21428571] ; [259.21428571  44.78571429],0
