Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,4.8e-05,16.540425,[65 24] ; [91  5],[75.04864865 13.95135135] ; [80.95135135 15.04864865],1
a1,1,0.512054,0.429868,[ 6 83] ; [ 9 87],[ 7.21621622 81.78378378] ; [ 7.78378378 88.21621622],0
d4,1,0.554218,0.349815,[77 12] ; [84 10],[78.30054645 10.69945355] ; [82.69945355 11.30054645],0
v3,1,0.558327,0.34261,[33 51] ; [41 53],[34.92134831 49.07865169] ; [39.07865169 54.92134831],0
r3,1,0.59776,0.278387,[86  3] ; [93  2],[86.58152174  2.41847826] ; [92.41847826  2.58152174],0
s1,1,0.645445,0.211691,[ 6 82] ; [ 5 91],[ 5.26086957 82.73913043] ; [ 5.73913043 90.26086957],0
n5,1,0.67354,0.17749,[75 14] ; [83 13],[76.01081081 12.98918919] ; [81.98918919 14.01081081],0
b1,1,0.735479,0.11414,[43 46] ; [44 52],[41.85405405 47.14594595] ; [45.14594595 50.85405405],0
p2,1,0.743341,0.107211,[81  8] ; [86 10],[80.34054054  8.65945946] ; [86.65945946  9.34054054],0
n4,1,0.835024,0.043373,[76 13] ; [83 13],[76.49189189 12.50810811] ; [82.50810811 13.49189189],0
p11,1,0.87799,0.023568,[74 15] ; [79 17],[73.60540541 15.39459459] ; [79.39459459 16.60540541],0
v4,1,0.902018,0.015157,[84  5] ; [91  5],[84.18918919  4.81081081] ; [90.81081081  5.18918919],0
n3,1,0.933708,0.006919,[10  6] ; [11  7],[9.88235294 6.11764706] ; [11.11764706  6.88235294],0
d2,1,0.942884,0.005133,[52 37] ; [56 39],[52.23913043 36.76086957] ; [55.76086957 39.23913043],0
a6,1,0.975832,0.000918,[57 32] ; [60 34],[56.90163934 32.09836066] ; [60.09836066 33.90163934],0
b2,1,0.978097,0.000754,[27 30] ; [30 33],[27.075 29.925] ; [29.925 33.075],0
b3,1,0.978097,0.000754,[27 30] ; [30 33],[27.075 29.925] ; [29.925 33.075],0
r1,1,0.996405,2e-05,[76 13] ; [82 14],[76.01081081 12.98918919] ; [81.98918919 14.01081081],0
