Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,4.8e-05,16.540425,[65 24] ; [91  5],[75.04864865 13.95135135] ; [80.95135135 15.04864865],1
s6,1,0.000274,13.238232,[71 18] ; [92  3],[78.8423913 10.1576087] ; [84.1576087 10.8423913],1
s7,1,0.002067,9.488775,[54 33] ; [76 16],[63.18435754 23.81564246] ; [66.81564246 25.18435754],0
p10,1,0.004264,8.167614,[70 18] ; [90  6],[76.52173913 11.47826087] ; [83.47826087 12.52173913],0
p5,1,0.005106,7.84155,[11 78] ; [28 68],[18.76216216 70.23783784] ; [20.23783784 75.76216216],0
a5,1,0.010839,6.491563,[61 28] ; [81 15],[68.31351351 20.68648649] ; [73.68648649 22.31351351],0
s4,1,0.023133,5.158508,[13 75] ; [27 67],[19.34065934 68.65934066] ; [20.65934066 73.34065934],0
a4,1,0.028898,4.773652,[39 49] ; [58 38],[46.39130435 41.60869565] ; [50.60869565 45.39130435],0
p9,1,0.031151,4.644646,[76 13] ; [91  5],[80.34054054  8.65945946] ; [86.65945946  9.34054054],0
a3,1,0.032399,4.577241,[61 28] ; [78 17],[67.23369565 21.76630435] ; [71.76630435 23.23369565],0
p3,1,0.042434,4.117791,[52 37] ; [69 26],[58.52717391 30.47282609] ; [62.47282609 32.52717391],0
v1,1,0.043088,4.091947,[46 39] ; [66 30],[52.59668508 32.40331492] ; [59.40331492 36.59668508],0
n2,1,0.049804,3.848049,[11  5] ; [17  1],[13.17647059  2.82352941] ; [14.82352941  3.17647059],0
d5,1,0.056839,3.627308,[68 21] ; [82 12],[72.95081967 16.04918033] ; [77.04918033 16.95081967],0
n1,1,0.09223,2.83502,[7 9] ; [13  5],[9.41176471 6.58823529] ; [10.58823529  7.41176471],0
d1,1,0.105926,2.613979,[56 33] ; [71 25],[61.0972973 27.9027027] ; [65.9027027 30.0972973],0
p1,1,0.145581,2.117955,[10 79] ; [18 77],[13.54347826 75.45652174] ; [14.45652174 80.54347826],0
b5,1,0.187591,1.736437,[54 35] ; [49 47],[49.55135135 39.44864865] ; [53.44864865 42.55135135],0
u4,1,0.208054,1.584916,[ 5 84] ; [ 2 94],[ 3.36756757 85.63243243] ; [ 3.63243243 92.36756757],0
b4,1,0.234708,1.412103,[47 42] ; [59 37],[50.99459459 38.00540541] ; [55.00540541 40.99459459],0
n6,1,0.253801,1.302258,[77 11] ; [87  7],[79.2967033  8.7032967] ; [84.7032967  9.2967033],0
p8,1,0.254286,1.299603,[60 29] ; [72 24],[63.5027027 25.4972973] ; [68.4972973 27.5027027],0
u1,1,0.260189,1.267753,[17 72] ; [25 71],[20.20540541 68.79459459] ; [21.79459459 74.20540541],0
s8,1,0.273852,1.19735,[57 32] ; [68 27],[60.46195652 28.53804348] ; [64.53804348 30.46195652],0
r4,1,0.287851,1.129647,[82  7] ; [92  4],[83.70810811  5.29189189] ; [90.29189189  5.70810811],0
a2,1,0.323481,0.974819,[22 67] ; [30 66],[25.01621622 63.98378378] ; [26.98378378 69.01621622],0
p4,1,0.336048,0.925452,[69 20] ; [79 16],[71.58695652 17.41304348] ; [76.41304348 18.58695652],0
d3,1,0.347324,0.883209,[65 24] ; [75 20],[67.7173913 21.2826087] ; [72.2826087 22.7173913],0
r2,1,0.347571,0.882306,[84  4] ; [94  2],[85.13043478  2.86956522] ; [92.86956522  3.13043478],0
v2,1,0.364912,0.820919,[53 34] ; [51 43],[49.98895028 37.01104972] ; [54.01104972 39.98895028],0
p7,1,0.37697,0.78056,[73 14] ; [84 11],[75.04945055 11.95054945] ; [81.95054945 13.04945055],0
u2,1,0.398898,0.711646,[19  9] ; [10  8],[17.65217391 10.34782609] ; [11.34782609  6.65217391],0
a8,1,0.410185,0.678264,[15 69] ; [12 78],[13.03448276 70.96551724] ; [13.96551724 76.03448276],0
u3,1,0.423838,0.639649,[17 11] ; [13  5],[18.26086957  9.73913043] ; [11.73913043  6.26086957],0
p12,1,0.431794,0.617993,[13 76] ; [18 77],[14.99456522 74.00543478] ; [16.00543478 78.99456522],0
a7,1,0.444187,0.585442,[65 23] ; [66 30],[62.65217391 25.34782609] ; [68.34782609 27.65217391],0
