Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,38.065215,[382  19] ; [7 6],[376.78502415  24.21497585] ; [12.21497585  0.78502415],1
r2,1,3.1e-05,17.327939,[387  10] ; [10  3],[384.41219512  12.58780488] ; [12.58780488  0.41219512],1
v4,1,0.006489,7.409189,[390  10] ; [11  2],[388.37772397  11.62227603] ; [12.62227603  0.37772397],0
v2,1,0.014548,5.97037,[274 116] ; [5 8],[270. 120.] ; [9. 4.],0
r1,1,0.022604,5.198651,[339  60] ; [8 5],[336.05097087  62.94902913] ; [10.94902913  2.05097087],0
d5,1,0.027102,4.884324,[338  62] ; [8 5],[335.10895884  64.89104116] ; [10.89104116  2.10895884],0
p2,1,0.032033,4.596739,[350  49] ; [8 4],[347.54744526  51.45255474] ; [10.45255474  1.54744526],0
s8,1,0.036565,4.370544,[208 188] ; [ 3 10],[204.29339853 191.70660147] ; [6.70660147 6.29339853],0
d2,1,0.038353,4.289295,[209 191] ; [ 3 10],[205.32687651 194.67312349] ; [6.67312349 6.32687651],0
b1,1,0.046275,3.971552,[139 262] ; [8 5],[142.38405797 258.61594203] ; [4.61594203 8.38405797],0
d1,1,0.062078,3.480971,[256 145] ; [5 8],[252.80434783 148.19565217] ; [8.19565217 4.80434783],0
a1,1,0.071358,3.251495,[ 18 383] ; [ 2 11],[ 19.37198068 381.62801932] ; [ 0.62801932 12.37198068],0
a7,1,0.09046,2.866161,[299 101] ; [7 6],[296.36803874 103.63196126] ; [9.63196126 3.36803874],0
d4,1,0.12204,2.390942,[340  60] ; [9 4],[338.01452785  61.98547215] ; [10.98547215  2.01452785],0
p11,1,0.156091,2.011695,[337  64] ; [9 4],[335.1352657  65.8647343] ; [10.8647343  2.1352657],0
s3,1,0.157986,1.993402,[228 167] ; [4 7],[225.71428571 169.28571429] ; [6.28571429 4.71428571],0
a5,1,0.218269,1.515713,[313  88] ; [12  1],[314.79468599  86.20531401] ; [10.20531401  2.79468599],0
p10,1,0.241223,1.373432,[347  48] ; [10  3],[345.625  49.375] ; [11.375  1.625],0
s7,1,0.250403,1.321056,[207 172] ; [5 8],[204.96938776 174.03061224] ; [7.03061224 5.96938776],0
a4,1,0.25167,1.314012,[200 199] ; [4 8],[198.04379562 200.95620438] ; [5.95620438 6.04379562],0
n1,1,0.26257,1.255154,[27 36] ; [4 2],[28.30434783 34.69565217] ; [2.69565217 3.30434783],0
b5,1,0.307923,1.039562,[253 148] ; [10  3],[254.74154589 146.25845411] ; [8.25845411 4.74154589],0
p7,1,0.333875,0.933809,[277 112] ; [7 5],[275.50124688 113.49875312] ; [8.49875312 3.50124688],0
a2,1,0.34464,0.893094,[109 292] ; [ 2 11],[107.51449275 293.48550725] ; [3.48550725 9.51449275],0
s1,1,0.347151,0.883843,[ 12 383] ; [ 1 12],[ 12.58578431 382.41421569] ; [ 0.41421569 12.58578431],0
p5,1,0.363008,0.827461,[ 61 337] ; [3 9],[ 62.12682927 335.87317073] ; [ 1.87317073 10.12682927],0
n4,1,0.408122,0.684264,[341  59] ; [10  3],[339.95157385  60.04842615] ; [11.04842615  1.95157385],0
p1,1,0.458854,0.548689,[ 37 362] ; [ 2 11],[ 37.76941748 361.23058252] ; [ 1.23058252 11.76941748],0
p12,1,0.484733,0.488197,[ 38 360] ; [ 2 11],[ 38.73479319 359.26520681] ; [ 1.26520681 11.73479319],0
p8,1,0.501094,0.452618,[235 157] ; [9 4],[236.16790123 155.83209877] ; [7.83209877 5.16790123],0
a3,1,0.50706,0.44013,[299 100] ; [10  2],[299.97810219  99.02189781] ; [9.02189781 2.97810219],0
a6,1,0.518991,0.415898,[274 126] ; [10  3],[275.06053269 124.93946731] ; [8.93946731 4.06053269],0
n5,1,0.531999,0.390572,[346  55] ; [12  1],[346.75845411  54.24154589] ; [11.24154589  1.75845411],0
p4,1,0.558307,0.342644,[276 123] ; [8 5],[275.03883495 123.96116505] ; [8.96116505 4.03883495],0
p9,1,0.560617,0.338637,[355  41] ; [11  2],[354.36674817  41.63325183] ; [11.63325183  1.36674817],0
u1,1,0.57248,0.31855,[ 88 313] ; [ 2 11],[ 87.17391304 313.82608696] ; [ 2.82608696 10.17391304],0
p6,1,0.646074,0.210885,[176 216] ; [5 8],[175.19012346 216.80987654] ; [5.80987654 7.19012346],0
s2,1,0.657613,0.196436,[218 176] ; [8 5],[218.78132678 175.21867322] ; [7.21867322 5.78132678],0
v3,1,0.66216,0.19091,[204 186] ; [6 7],[203.22580645 186.77419355] ; [6.77419355 6.22580645],0
n3,1,0.739375,0.110677,[46 17] ; [4 2],[45.65217391 17.34782609] ; [4.34782609 1.65217391],0
s6,1,0.742503,0.107939,[286 104] ; [9 4],[285.48387097 104.51612903] ; [9.51612903 3.48387097],0
d3,1,0.806705,0.059868,[290 111] ; [9 4],[289.61111111 111.38888889] ; [9.38888889 3.61111111],0
b2,1,0.854406,0.033672,[108 153] ; [4 5],[108.26666667 152.73333333] ; [3.73333333 5.26666667],0
