Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.0,45.168625,[ 7 36] ; [64 17],[24.62096774 18.37903226] ; [46.37903226 34.62096774],1
n6,1,0.000523,12.03099,[21 21] ; [65 16],[29.36585366 12.63414634] ; [56.63414634 24.36585366],1
p6,1,0.002018,9.532669,[ 7 34] ; [36 43],[14.69166667 26.30833333] ; [28.30833333 50.69166667],0
a5,1,0.008064,7.019102,[27 16] ; [68 13],[32.94354839 10.05645161] ; [62.05645161 18.94354839],0
d2,1,0.008253,6.97783,[29 14] ; [69 10],[34.54098361  8.45901639] ; [63.45901639 15.54098361],0
s7,1,0.011087,6.451281,[11 24] ; [42 31],[17.17592593 17.82407407] ; [35.82407407 37.17592593],0
r2,1,0.012793,6.197523,[38  5] ; [76  1],[40.85  2.15] ; [73.15  3.85],0
p3,1,0.014966,5.920425,[12 29] ; [42 38],[18.29752066 22.70247934] ; [35.70247934 44.29752066],0
n2,1,0.015166,5.897136,[ 9 14] ; [23  9],[13.38181818  9.61818182] ; [18.61818182 13.38181818],0
a3,1,0.016167,5.784669,[30 13] ; [70 10],[34.95934959  8.04065041] ; [65.04065041 14.95934959],0
p10,1,0.016256,5.774971,[17 23] ; [53 28],[23.14049587 16.85950413] ; [46.85950413 34.14049587],0
p7,1,0.02352,5.129704,[12 30] ; [39 39],[17.85 24.15] ; [33.15 44.85],0
s8,1,0.034898,4.450139,[12 31] ; [38 42],[17.4796748 25.5203252] ; [32.5203252 47.4796748],0
u1,1,0.06234,3.474022,[ 8 35] ; [28 53],[12.48387097 30.51612903] ; [23.51612903 57.48387097],0
p2,1,0.075008,3.169879,[22 20] ; [55 25],[26.50819672 15.49180328] ; [50.49180328 29.50819672],0
p9,1,0.08348,2.995804,[21 18] ; [56 24],[25.23529412 13.76470588] ; [51.76470588 28.23529412],0
s4,1,0.085378,2.95943,[14 29] ; [15 65],[10.13821138 32.86178862] ; [18.86178862 61.13821138],0
a4,1,0.09381,2.807748,[23 20] ; [55 25],[27.26829268 15.73170732] ; [50.73170732 29.26829268],0
p8,1,0.099797,2.708784,[11 31] ; [33 47],[15.14754098 26.85245902] ; [28.85245902 51.14754098],0
v3,1,0.106214,2.609665,[ 9 31] ; [29 49],[12.88135593 27.11864407] ; [25.11864407 52.88135593],0
n1,1,0.14386,2.136182,[ 8 15] ; [17 14],[10.64814815 12.35185185] ; [14.35185185 16.64814815],0
p4,1,0.147595,2.096936,[16 26] ; [41 38],[19.78512397 22.21487603] ; [37.21487603 41.78512397],0
v1,1,0.148244,2.090225,[14 28] ; [38 43],[17.75609756 24.24390244] ; [34.24390244 46.75609756],0
r3,1,0.16682,1.911289,[39  4] ; [65 15],[36.35772358  6.64227642] ; [67.64227642 12.35772358],0
b1,1,0.234015,1.416287,[18 25] ; [43 38],[21.15322581 21.84677419] ; [39.84677419 41.15322581],0
b5,1,0.248436,1.332076,[31 12] ; [50 31],[28.08870968 14.91129032] ; [52.91129032 28.08870968],0
a2,1,0.305523,1.049932,[14 29] ; [34 47],[16.64516129 26.35483871] ; [31.35483871 49.64516129],0
b4,1,0.364206,0.823338,[27 16] ; [44 37],[24.62096774 18.37903226] ; [46.37903226 34.62096774],0
s2,1,0.379193,0.773316,[19 24] ; [42 38],[21.32520325 21.67479675] ; [39.67479675 40.32520325],0
u2,1,0.430727,0.620862,[8 5] ; [5 6],[7.04166667 5.95833333] ; [5.95833333 5.04166667],0
a7,1,0.445728,0.581491,[34  9] ; [59 22],[32.25 10.75] ; [60.75 20.25],0
u3,1,0.459033,0.548252,[9 4] ; [6 5],[8.125 4.875] ; [6.875 4.125],0
v4,1,0.481842,0.494691,[39  3] ; [72  9],[37.90243902  4.09756098] ; [73.09756098  7.90243902],0
