Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a6,1,0.0,44.597515,[52 63] ; [225  59],[79.83709273 35.16290727] ; [197.16290727  86.83709273],1
d3,1,0.0,42.003412,[47 68] ; [213  71],[74.93734336 40.06265664] ; [185.06265664  98.93734336],1
r4,1,0.0,25.67563,[79 36] ; [255  30],[96.025 18.975] ; [237.975  47.025],1
r3,1,1e-06,23.743029,[91 24] ; [267  14],[103.96464646  11.03535354] ; [254.03535354  26.96464646],1
a2,1,3e-06,21.822028,[  8 107] ; [ 81 204],[25.5875 89.4125] ; [ 63.4125 221.5875],1
v4,1,5.7e-05,16.205452,[92 22] ; [266  17],[102.80100756  11.19899244] ; [255.19899244  27.80100756],1
r2,1,7.3e-05,15.723315,[94 18] ; [268  12],[103.42857143   8.57142857] ; [258.57142857  21.42857143],1
u3,1,9.3e-05,15.271763,[10 35] ; [52 38],[20.66666667 24.33333333] ; [41.33333333 48.66666667],1
r1,1,0.000166,14.176964,[71 44] ; [226  57],[85.81658291 29.18341709] ; [211.18341709  71.81658291],1
d4,1,0.000403,12.519733,[75 40] ; [232  52],[88.48370927 26.51629073] ; [218.51629073  65.48370927],1
a5,1,0.000487,12.165363,[67 48] ; [216  69],[81.3625 33.6375] ; [201.6375  83.3625],1
u1,1,0.000637,11.664069,[  6 109] ; [ 53 232],[16.9625 98.0375] ; [ 42.0375 242.9625],1
s2,1,0.001451,10.140367,[25 89] ; [109 173],[38.57575758 75.42424242] ; [ 95.42424242 186.57575758],0
p8,1,0.005297,7.775283,[39 73] ; [141 139],[51.42857143 60.57142857] ; [128.57142857 151.42857143],0
d5,1,0.00594,7.568438,[78 37] ; [229  55],[88.48370927 26.51629073] ; [218.51629073  65.48370927],0
p4,1,0.007758,7.08848,[48 63] ; [165 119],[59.8556962 51.1443038] ; [153.1443038 130.8556962],0
b5,1,0.008327,6.961658,[57 58] ; [182 103],[68.7125 46.2875] ; [170.2875 114.7125],0
p3,1,0.010947,6.473838,[39 73] ; [139 145],[50.34343434 61.65656566] ; [127.65656566 156.34343434],0
p10,1,0.012082,6.298789,[73 38] ; [220  62],[82.75572519 28.24427481] ; [210.24427481  71.75572519],0
p11,1,0.018833,5.516937,[78 37] ; [225  60],[87.1125 27.8875] ; [215.8875  69.1125],0
p7,1,0.020996,5.327134,[53 58] ; [169 110],[63.18461538 47.81538462] ; [158.81538462 120.18461538],0
s6,1,0.026661,4.912649,[47 63] ; [154 125],[56.83804627 53.16195373] ; [144.16195373 134.83804627],0
n6,1,0.031495,4.625786,[85 28] ; [239  44],[92.45454545 20.54545455] ; [231.54545455  51.45454545],0
d1,1,0.041434,4.158159,[50 65] ; [156 129],[59.225 55.775] ; [146.775 138.225],0
v2,1,0.047563,3.925343,[47 64] ; [145 126],[55.79057592 55.20942408] ; [136.20942408 134.79057592],0
a8,1,0.05178,3.782862,[ 9 97] ; [ 42 216],[14.85164835 91.14835165] ; [ 36.14835165 221.85164835],0
p6,1,0.070033,3.282249,[25 84] ; [ 91 191],[32.33759591 76.66240409] ; [ 83.66240409 198.33759591],0
v1,1,0.071509,3.248049,[46 68] ; [140 138],[54.09183673 59.90816327] ; [131.90816327 146.09183673],0
p2,1,0.08078,3.049133,[82 29] ; [233  52],[88.29545455 22.70454545] ; [226.70454545  58.29545455],0
p9,1,0.098359,2.73195,[80 32] ; [221  58],[86.21994885 25.78005115] ; [214.78005115  64.21994885],0
n2,1,0.101746,2.677965,[24 13] ; [41 10],[27.32954545  9.67045455] ; [37.67045455 13.32954545],0
a3,1,0.129142,2.302789,[70 45] ; [194  88],[76.47355164 38.52644836] ; [187.52644836  94.47355164],0
v3,1,0.152565,2.046416,[31 80] ; [ 98 178],[37. 74.] ; [ 92. 184.],0
u2,1,0.156162,2.011,[17 27] ; [46 43],[20.84210526 23.15789474] ; [42.15789474 46.84210526],0
s5,1,0.21461,1.540054,[32 79] ; [ 63 213],[27.24806202 83.75193798] ; [ 67.75193798 208.24806202],0
n3,1,0.241434,1.372202,[24 12] ; [39 11],[26.37209302  9.62790698] ; [36.62790698 13.37209302],0
p12,1,0.265486,1.239922,[  4 109] ; [ 18 264],[  6.29367089 106.70632911] ; [ 15.70632911 266.29367089],0
s4,1,0.267906,1.227436,[18 97] ; [ 32 245],[ 14.66836735 100.33163265] ; [ 35.33163265 241.66836735],0
p5,1,0.344949,0.891952,[ 13 100] ; [ 24 260],[ 10.53148615 102.46851385] ; [ 26.46851385 257.53148615],0
s3,1,0.382984,0.761103,[43 68] ; [122 158],[46.84143223 64.15856777] ; [118.15856777 161.84143223],0
n5,1,0.413559,0.668546,[92 22] ; [238  45],[94.76070529 19.23929471] ; [235.23929471  47.76070529],0
a1,1,0.444143,0.585555,[  5 110] ; [ 18 267],[  6.6125 108.3875] ; [ 16.3875 268.6125],0
b1,1,0.458011,0.55075,[49 66] ; [110 175],[45.7125 69.2875] ; [113.2875 171.7125],0
b2,1,0.507175,0.439891,[28 47] ; [ 51 104],[25.76086957 49.23913043] ; [ 53.23913043 101.76086957],0
b3,1,0.507175,0.439891,[28 47] ; [ 51 104],[25.76086957 49.23913043] ; [ 53.23913043 101.76086957],0
n1,1,0.511124,0.431766,[14 23] ; [22 27],[15.48837209 21.51162791] ; [20.51162791 28.48837209],0
a4,1,0.551171,0.355223,[48 65] ; [130 154],[50.66498741 62.33501259] ; [127.33501259 156.66498741],0
d2,1,0.576941,0.311205,[53 60] ; [124 159],[50.50757576 62.49242424] ; [126.49242424 156.50757576],0
p1,1,0.636951,0.222752,[ 10 105] ; [ 29 254],[ 11.26884422 103.73115578] ; [ 27.73115578 255.26884422],0
b4,1,0.675404,0.175345,[70 45] ; [167 118],[68.1375 46.8625] ; [168.8625 116.1375],0
s7,1,0.682526,0.167297,[30 79] ; [ 80 190],[31.63588391 77.36411609] ; [ 78.36411609 191.63588391],0
u4,1,0.865308,0.028771,[  1 114] ; [  3 281],[  1.15288221 113.84711779] ; [  2.84711779 281.15288221],0
s1,1,0.990226,0.00015,[  4 108] ; [ 10 272],[  3.97969543 108.02030457] ; [ 10.02030457 271.97969543],0
