Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,4e-06,21.044271,[ 6 29] ; [28 12],[15.86666667 19.13333333] ; [18.13333333 21.86666667],1
b5,1,0.001826,9.716966,[11 24] ; [27 13],[17.73333333 17.26666667] ; [20.26666667 19.73333333],0
p11,1,0.002116,9.446281,[15 20] ; [31  9],[21.46666667 13.53333333] ; [24.53333333 15.46666667],0
s6,1,0.0176,5.635544,[11 23] ; [24 16],[16.08108108 17.91891892] ; [18.91891892 21.08108108],0
s8,1,0.02778,4.841639,[ 5 29] ; [15 25],[ 9.18918919 24.81081081] ; [10.81081081 29.18918919],0
a3,1,0.040648,4.190627,[16 19] ; [27 12],[20.33783784 14.66216216] ; [22.66216216 16.33783784],0
p2,1,0.05703,3.621717,[16 19] ; [27 13],[20.06666667 14.93333333] ; [22.93333333 17.06666667],0
v4,1,0.063527,3.442831,[25  9] ; [36  4],[28.02702703  5.97297297] ; [32.97297297  7.02702703],0
p1,1,0.071312,3.252551,[ 1 34] ; [ 6 34],[ 3.26666667 31.73333333] ; [ 3.73333333 36.26666667],0
s7,1,0.083137,3.002481,[ 6 25] ; [15 24],[ 9.3 21.7] ; [11.7 27.3],0
n6,1,0.083925,2.987198,[14 21] ; [24 16],[17.73333333 17.26666667] ; [20.26666667 19.73333333],0
b1,1,0.083925,2.987198,[21 14] ; [16 24],[17.26666667 17.73333333] ; [19.73333333 20.26666667],0
r3,1,0.112123,2.524038,[28  7] ; [37  3],[30.33333333  4.66666667] ; [34.66666667  5.33333333],0
r2,1,0.115594,2.476028,[26  8] ; [36  4],[28.48648649  5.51351351] ; [33.51351351  6.48648649],0
a1,1,0.124617,2.358307,[ 1 34] ; [ 5 35],[ 2.8 32.2] ; [ 3.2 36.8],0
d1,1,0.142251,2.153441,[10 25] ; [18 22],[13.06666667 21.93333333] ; [14.93333333 25.06666667],0
s5,1,0.15076,2.064542,[ 7 27] ; [13 23],[ 9.71428571 24.28571429] ; [10.28571429 25.71428571],0
r4,1,0.162797,1.948052,[23 12] ; [32  8],[25.66666667  9.33333333] ; [29.33333333 10.66666667],0
a4,1,0.169841,1.884344,[12 23] ; [20 20],[14.93333333 20.06666667] ; [17.06666667 22.93333333],0
s3,1,0.24294,1.363453,[15 19] ; [22 16],[17.47222222 16.52777778] ; [19.52777778 18.47222222],0
d4,1,0.256761,1.286139,[23 12] ; [31  9],[25.2  9.8] ; [28.8 11.2],0
a8,1,0.317059,1.001039,[ 1 34] ; [ 3 33],[ 1.97183099 33.02816901] ; [ 2.02816901 33.97183099],0
b2,1,0.329867,0.949418,[ 6 15] ; [11 15],[ 7.59574468 13.40425532] ; [ 9.40425532 16.59574468],0
b3,1,0.329867,0.949418,[ 6 15] ; [11 15],[ 7.59574468 13.40425532] ; [ 9.40425532 16.59574468],0
d3,1,0.385456,0.753228,[14 21] ; [20 20],[15.86666667 19.13333333] ; [18.13333333 21.86666667],0
v2,1,0.434598,0.610504,[13 21] ; [18 20],[14.63888889 19.36111111] ; [16.36111111 21.63888889],0
b4,1,0.485754,0.485918,[20 15] ; [26 14],[21.46666667 13.53333333] ; [24.53333333 15.46666667],0
s1,1,0.536187,0.382653,[ 3 32] ; [ 2 38],[ 2.33333333 32.66666667] ; [ 2.66666667 37.33333333],0
v1,1,0.550594,0.356253,[12 23] ; [16 23],[13.24324324 21.75675676] ; [14.75675676 24.24324324],0
p6,1,0.567799,0.326379,[ 7 27] ; [10 28],[ 8.02777778 25.97222222] ; [ 8.97222222 29.02777778],0
n1,1,0.581206,0.304289,[5 9] ; [6 7],[5.7037037 8.2962963] ; [5.2962963 7.7037037],0
v3,1,0.581309,0.304123,[ 8 24] ; [ 7 29],[ 7.05882353 24.94117647] ; [ 7.94117647 28.05882353],0
a5,1,0.617661,0.249169,[19 16] ; [24 16],[20.06666667 14.93333333] ; [22.93333333 17.06666667],0
n4,1,0.662276,0.19077,[14 21] ; [18 22],[14.93333333 20.06666667] ; [17.06666667 22.93333333],0
p8,1,0.731805,0.11746,[13 22] ; [13 26],[12.2972973 22.7027027] ; [13.7027027 25.2972973],0
n2,1,0.744785,0.105965,[10  4] ; [10  3],[10.37037037  3.62962963] ; [9.62962963 3.37037037],0
s4,1,0.763164,0.090799,[ 8 27] ; [ 8 32],[ 7.46666667 27.53333333] ; [ 8.53333333 31.46666667],0
a6,1,0.772337,0.083705,[12 23] ; [15 25],[12.6 22.4] ; [14.4 25.6],0
n3,1,0.789561,0.071225,[8 4] ; [8 5],[7.68 4.32] ; [8.32 4.68],0
s2,1,0.799895,0.064254,[13 22] ; [16 24],[13.53333333 21.46666667] ; [15.46666667 24.53333333],0
u2,1,0.820627,0.051411,[11  8] ; [7 6],[10.6875  8.3125] ; [7.3125 5.6875],0
d5,1,0.824471,0.049194,[21 14] ; [25 15],[21.46666667 13.53333333] ; [24.53333333 15.46666667],0
p3,1,0.826381,0.048112,[14 21] ; [17 23],[14.46666667 20.53333333] ; [16.53333333 23.46666667],0
r1,1,0.847054,0.037202,[22 13] ; [26 14],[22.4 12.6] ; [25.6 14.4],0
p4,1,0.892334,0.01832,[14 21] ; [15 24],[13.71621622 21.28378378] ; [15.28378378 23.71621622],0
p7,1,0.926177,0.008585,[18 17] ; [21 19],[18.2 16.8] ; [20.8 19.2],0
u3,1,0.946088,0.004573,[ 9 10] ; [6 7],[ 8.90625 10.09375] ; [6.09375 6.90625],0
d2,1,1.0,0.0,[14 21] ; [16 24],[14. 21.] ; [16. 24.],0
