Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,0.0,95.857902,[ 5 43] ; [275  73],[33.93939394 14.06060606] ; [246.06060606 101.93939394],1
d4,1,0.0,89.916004,[23 25] ; [328  20],[42.54545455  5.45454545] ; [308.45454545  39.54545455],1
a4,1,5e-05,16.452673,[12 36] ; [195 152],[25.15443038 22.84556962] ; [181.84556962 165.15443038],1
d2,1,8.2e-05,15.51679,[16 32] ; [219 128],[28.55696203 19.44303797] ; [206.44303797 140.55696203],1
d3,1,0.000224,13.620445,[25 23] ; [268  80],[35.51515152 12.48484848] ; [257.48484848  90.51515152],1
p1,1,0.00045,12.312408,[10 37] ; [ 22 324],[ 3.82697201 43.17302799] ; [ 28.17302799 317.82697201],1
a2,1,0.000537,11.982609,[ 5 43] ; [123 225],[15.51515152 32.48484848] ; [112.48484848 235.51515152],1
u1,1,0.001096,10.658436,[ 3 45] ; [ 98 250],[12.24242424 35.75757576] ; [ 88.75757576 259.24242424],0
p2,1,0.014727,5.948828,[34 13] ; [297  48],[39.68622449  7.31377551] ; [291.31377551  53.68622449],0
a3,1,0.017737,5.621926,[33 15] ; [288  59],[39.00759494  8.99240506] ; [281.99240506  65.00759494],0
p8,1,0.023625,5.121972,[34 13] ; [185 152],[26.8046875 20.1953125] ; [192.1953125 144.8046875],0
s8,1,0.047197,3.938362,[17 30] ; [177 166],[23.37948718 23.62051282] ; [170.62051282 172.37948718],0
b1,1,0.048826,3.881333,[24 24] ; [123 225],[17.81818182 30.18181818] ; [129.18181818 218.81818182],0
p4,1,0.055318,3.672478,[25 22] ; [231 112],[30.85128205 16.14871795] ; [225.14871795 117.85128205],0
s6,1,0.067889,3.333345,[27 20] ; [240 100],[32.42635659 14.57364341] ; [234.57364341 105.42635659],0
r4,1,0.094671,2.793103,[47  1] ; [316  32],[44.  4.] ; [319.  29.],0
p7,1,0.122059,2.390701,[27 20] ; [233 106],[31.65803109 15.34196891] ; [228.34196891 110.65803109],0
b5,1,0.137595,2.204656,[24 24] ; [213 135],[28.72727273 19.27272727] ; [208.27272727 139.72727273],0
r1,1,0.152588,2.046186,[45  3] ; [299  47],[41.90862944  6.09137056] ; [302.09137056  43.90862944],0
v3,1,0.192494,1.698428,[31 17] ; [184 153],[26.80519481 21.19480519] ; [188.19480519 148.80519481],0
a1,1,0.198654,1.652239,[ 1 47] ; [ 24 324],[ 3.03030303 44.96969697] ; [ 21.96969697 326.03030303],0
n5,1,0.26032,1.267057,[40  8] ; [260  82],[36.92307692 11.07692308] ; [263.07692308  78.92307692],0
b4,1,0.270519,1.214114,[32 16] ; [203 145],[28.48484848 19.51515152] ; [206.51515152 141.48484848],0
p12,1,0.293018,1.105703,[ 7 40] ; [ 34 310],[ 4.92838875 42.07161125] ; [ 36.07161125 307.92838875],0
s2,1,0.30655,1.045481,[22 24] ; [192 152],[25.24102564 20.75897436] ; [188.75897436 155.24102564],0
s3,1,0.388056,0.745024,[29 18] ; [186 152],[26.24675325 20.75324675] ; [188.75324675 149.24675325],0
a7,1,0.409088,0.68145,[39  9] ; [264  84],[36.72727273 11.27272727] ; [266.27272727  81.72727273],0
a8,1,0.41555,0.662867,[ 5 39] ; [ 49 255],[ 6.82758621 37.17241379] ; [ 47.17241379 256.82758621],0
s5,1,0.420307,0.649458,[16 31] ; [133 198],[18.52645503 28.47354497] ; [130.47354497 200.52645503],0
u4,1,0.439397,0.597856,[ 2 46] ; [  8 340],[ 1.21212121 46.78787879] ; [  8.78787879 339.21212121],0
p9,1,0.451642,0.566529,[40  7] ; [303  38],[41.54896907  5.45103093] ; [301.45103093  39.54896907],0
r2,1,0.497651,0.459942,[47  1] ; [328  14],[46.15384615  1.84615385] ; [328.84615385  13.15384615],0
b3,1,0.504016,0.446471,[14 16] ; [ 89 132],[12.31075697 17.68924303] ; [ 90.68924303 130.31075697],0
b2,1,0.504016,0.446471,[14 16] ; [ 89 132],[12.31075697 17.68924303] ; [ 90.68924303 130.31075697],0
p3,1,0.549276,0.358616,[29 18] ; [197 148],[27.09693878 19.90306122] ; [198.90306122 146.09693878],0
u3,1,0.55569,0.347222,[10  5] ; [35 25],[9. 6.] ; [36. 24.],0
a6,1,0.594795,0.282918,[37 11] ; [255  92],[35.4835443 12.5164557] ; [256.5164557  90.4835443],0
s4,1,0.601681,0.272468,[ 5 42] ; [ 46 298],[ 6.13043478 40.86956522] ; [ 44.86956522 299.13043478],0
p11,1,0.603958,0.269067,[40  8] ; [279  69],[38.66666667  9.33333333] ; [280.33333333  67.66666667],0
p6,1,0.606716,0.264985,[20 27] ; [131 208],[18.38601036 28.61398964] ; [132.61398964 206.38601036],0
u2,1,0.649502,0.206528,[9 6] ; [31 27],[8.21917808 6.78082192] ; [31.78082192 26.21917808],0
n4,1,0.660883,0.192453,[38 10] ; [283  63],[39.10659898  8.89340102] ; [281.89340102  64.10659898],0
p10,1,0.665266,0.187189,[41  6] ; [291  52],[40.01025641  6.98974359] ; [291.98974359  51.01025641],0
v1,1,0.735031,0.114542,[32 15] ; [223 117],[30.96899225 16.03100775] ; [224.03100775 115.96899225],0
n1,1,0.767995,0.087024,[3 5] ; [21 44],[2.63013699 5.36986301] ; [21.36986301 43.63013699],0
v4,1,0.814773,0.054884,[46  2] ; [327  17],[45.67346939  2.32653061] ; [327.32653061  16.67346939],0
s7,1,0.887749,0.019924,[26 19] ; [187 143],[25.56 19.44] ; [187.44 142.56],0
n6,1,0.91244,0.012092,[41  7] ; [295  48],[41.24808184  6.75191816] ; [294.75191816  48.24808184],0
r3,1,0.918599,0.010445,[47  1] ; [337   8],[46.90076336  1.09923664] ; [337.09923664   7.90076336],0
n3,1,0.944139,0.00491,[6 2] ; [51 16],[6.08 1.92] ; [50.92 16.08],0
p5,1,0.990806,0.000133,[ 5 42] ; [ 37 309],[ 5.02290076 41.97709924] ; [ 36.97709924 309.02290076],0
