Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,0.0,96.187849,[ 7 60] ; [241  85],[42.27989822 24.72010178] ; [205.72010178 120.27989822],1
d4,1,0.0,57.037731,[35 32] ; [293  33],[55.91857506 11.08142494] ; [272.08142494  53.91857506],1
a5,1,5e-06,20.953565,[38 29] ; [268  58],[52.16793893 14.83206107] ; [253.83206107  72.16793893],1
a4,1,1.3e-05,18.944972,[15 50] ; [171 154],[31. 34.] ; [155. 170.],1
d3,1,3.7e-05,16.996335,[33 34] ; [243  83],[47.05343511 19.94656489] ; [228.94656489  97.05343511],1
p2,1,5.2e-05,16.387464,[48 18] ; [293  30],[57.85604113  8.14395887] ; [283.14395887  39.85604113],1
p3,1,9.7e-05,15.189653,[24 42] ; [202 122],[38.24615385 27.75384615] ; [187.75384615 136.24615385],1
u1,1,0.000181,14.016461,[ 3 64] ; [ 82 244],[14.49109415 52.50890585] ; [ 70.50890585 255.49109415],1
d2,1,0.000235,13.52561,[21 46] ; [182 143],[34.69642857 32.30357143] ; [168.30357143 156.69642857],1
p4,1,0.001183,10.516363,[35 31] ; [237  87],[46.03076923 19.96923077] ; [225.96923077  98.03076923],0
a2,1,0.002335,9.265396,[ 8 59] ; [ 98 228],[18.07124682 48.92875318] ; [ 87.92875318 238.07124682],0
s1,1,0.004712,7.98662,[ 5 60] ; [  5 314],[ 1.69270833 63.30729167] ; [  8.30729167 310.69270833],0
s5,1,0.00666,7.362396,[16 50] ; [132 181],[25.77308707 40.22691293] ; [122.22691293 190.77308707],0
p7,1,0.00777,7.085792,[38 27] ; [234  79],[46.77248677 18.22751323] ; [225.22751323  87.77248677],0
n4,1,0.008608,6.902445,[54 13] ; [297  28],[59.99234694  7.00765306] ; [291.00765306  33.99234694],0
a3,1,0.010633,6.525609,[43 23] ; [258  66],[50.93846154 15.06153846] ; [250.06153846  73.93846154],0
v4,1,0.014498,5.976489,[60  6] ; [317   9],[63.4744898  2.5255102] ; [313.5255102  12.4744898],0
s6,1,0.017787,5.616976,[40 26] ; [239  80],[47.82857143 18.17142857] ; [231.17142857  87.82857143],0
s8,1,0.019837,5.426138,[26 40] ; [178 145],[34.61182519 31.38817481] ; [169.38817481 153.61182519],0
r1,1,0.023515,5.13008,[50 17] ; [278  46],[56.20460358 10.79539642] ; [271.79539642  52.20460358],0
p9,1,0.023722,5.114815,[55 11] ; [296  25],[59.86046512  6.13953488] ; [291.13953488  29.86046512],0
r4,1,0.027531,4.857228,[58  9] ; [307  19],[62.2264631  4.7735369] ; [302.7735369  23.2264631],0
p1,1,0.028303,4.809537,[11 55] ; [ 26 299],[ 6.2455243 59.7544757] ; [ 30.7544757 294.2455243],0
p10,1,0.031378,4.632146,[53 12] ; [291  30],[57.92746114  7.07253886] ; [286.07253886  34.92746114],0
v3,1,0.037459,4.3294,[27 40] ; [171 144],[34.72774869 32.27225131] ; [163.27225131 151.72774869],0
r3,1,0.038218,4.295283,[60  6] ; [314  11],[63.13043478  2.86956522] ; [310.86956522  14.13043478],0
a6,1,0.063291,3.448966,[39 28] ; [227  98],[45.46428571 21.53571429] ; [220.53571429 104.46428571],0
p6,1,0.078377,3.098244,[23 43] ; [148 169],[29.46736292 36.53263708] ; [141.53263708 175.46736292],0
p8,1,0.079045,3.084434,[33 32] ; [198 119],[39.30628272 25.69371728] ; [191.69371728 125.30628272],0
r2,1,0.083878,2.988103,[61  5] ; [314  10],[63.46153846  2.53846154] ; [311.53846154  12.46153846],0
b1,1,0.10363,2.648765,[32 35] ; [121 205],[26.08396947 40.91603053] ; [126.91603053 199.08396947],0
p11,1,0.201916,1.628465,[52 15] ; [274  52],[55.57760814 11.42239186] ; [270.42239186  55.57760814],0
a7,1,0.209868,1.572337,[44 23] ; [238  87],[48.19897959 18.80102041] ; [233.80102041  91.19897959],0
p12,1,0.239188,1.385371,[ 4 62] ; [ 35 288],[ 6.61696658 59.38303342] ; [ 32.38303342 290.61696658],0
b5,1,0.274864,1.192311,[38 29] ; [208 118],[41.9389313 25.0610687] ; [204.0610687 121.9389313],0
a1,1,0.34596,0.888221,[ 2 65] ; [ 19 307],[ 3.58015267 63.41984733] ; [ 17.41984733 308.58015267],0
u2,1,0.364389,0.822709,[10 13] ; [37 31],[11.87912088 11.12087912] ; [35.12087912 32.87912088],0
s3,1,0.380328,0.769642,[40 24] ; [181 139],[36.83333333 27.16666667] ; [184.16666667 135.83333333],0
s4,1,0.432759,0.615409,[ 8 58] ; [ 51 269],[10.0880829 55.9119171] ; [ 48.9119171 271.0880829],0
v2,1,0.448961,0.573274,[42 23] ; [220  97],[44.58115183 20.41884817] ; [217.41884817  99.58115183],0
a8,1,0.502664,0.449307,[ 8 52] ; [ 49 242],[ 9.74358974 50.25641026] ; [ 47.25641026 243.74358974],0
n6,1,0.540724,0.374199,[59  7] ; [299  27],[60.2755102  5.7244898] ; [297.7244898  28.2755102],0
n3,1,0.569926,0.322807,[10  5] ; [40 14],[10.86956522  4.13043478] ; [39.13043478 14.86956522],0
