Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,0.0,40.312845,[25 60] ; [236 116],[50.76659039 34.23340961] ; [210.23340961 141.76659039],1
p9,1,0.0,35.810274,[46 38] ; [299  55],[66.16438356 17.83561644] ; [278.83561644  75.16438356],1
p8,1,0.0,33.373555,[19 67] ; [199 151],[43. 43.] ; [175. 175.],1
p10,1,3e-06,22.163973,[45 39] ; [277  75],[62.03669725 21.96330275] ; [259.96330275  92.03669725],1
p4,1,3e-06,22.02789,[24 60] ; [203 153],[43.33636364 40.66363636] ; [183.66363636 172.33636364],1
v1,1,4e-06,21.29224,[21 63] ; [186 165],[39.97241379 44.02758621] ; [167.02758621 183.97241379],1
v4,1,6e-06,20.531553,[71 15] ; [341  14],[80.3446712  5.6553288] ; [331.6553288  23.3446712],1
p11,1,1e-05,19.560368,[53 33] ; [298  60],[67.98648649 18.01351351] ; [283.01351351  74.98648649],1
d5,1,0.001791,9.752473,[56 30] ; [289  69],[66.82432432 19.17567568] ; [278.17567568  79.82432432],0
p6,1,0.003007,8.803196,[14 71] ; [115 235],[25.20689655 59.79310345] ; [103.79310345 246.20689655],0
n4,1,0.004605,8.028266,[52 34] ; [270  87],[62.51015801 23.48984199] ; [259.48984199  97.51015801],0
r4,1,0.006752,7.33768,[71 15] ; [330  28],[77.67117117  8.32882883] ; [323.32882883  34.67117117],0
p3,1,0.00874,6.87516,[27 58] ; [170 188],[37.79909707 47.20090293] ; [159.20090293 198.79909707],0
b1,1,0.009116,6.800017,[41 45] ; [117 241],[30.6036036 55.3963964] ; [127.3963964 230.6036036],0
d3,1,0.010816,6.495292,[46 40] ; [243 114],[56.10383747 29.89616253] ; [232.89616253 124.10383747],0
s1,1,0.014245,6.007539,[ 5 81] ; [  5 348],[ 1.95899772 84.04100228] ; [  8.04100228 344.95899772],0
r1,1,0.020055,5.407099,[58 28] ; [282  74],[66.15384615 19.84615385] ; [273.84615385  82.15384615],0
a6,1,0.024103,5.087198,[51 35] ; [257 101],[59.65765766 26.34234234] ; [248.34234234 109.65765766],0
a7,1,0.029566,4.734359,[53 33] ; [263  95],[61.20720721 24.79279279] ; [254.79279279 103.20720721],0
s6,1,0.052551,3.758155,[31 54] ; [169 182],[38.99082569 46.00917431] ; [161.00917431 189.99082569],0
r2,1,0.056033,3.651085,[73 11] ; [329  24],[77.27231121  6.72768879] ; [324.72768879  28.27231121],0
n5,1,0.057251,3.615283,[50 35] ; [247 108],[57.375 27.625] ; [239.625 115.375],0
u4,1,0.119424,2.42486,[ 2 84] ; [  2 356],[ 0.77477477 85.22522523] ; [  3.22522523 354.77477477],0
a5,1,0.128397,2.311778,[53 33] ; [251 107],[58.88288288 27.11711712] ; [245.11711712 112.88288288],0
s3,1,0.139613,2.182218,[16 70] ; [ 93 261],[21.30454545 64.69545455] ; [ 87.69545455 266.30454545],0
n6,1,0.147002,2.103092,[65 21] ; [295  63],[69.72972973 16.27027027] ; [290.27027027  67.72972973],0
a3,1,0.169954,1.883348,[51 35] ; [239 117],[56.42533937 29.57466063] ; [233.57466063 122.42533937],0
n3,1,0.25293,1.307047,[20  9] ; [62 16],[22.22429907  6.77570093] ; [59.77570093 18.22429907],0
s4,1,0.254258,1.299754,[11 73] ; [ 32 324],[ 8.20909091 75.79090909] ; [ 34.79090909 321.20909091],0
a1,1,0.291132,1.114378,[ 4 82] ; [  9 349],[ 2.51801802 83.48198198] ; [ 10.48198198 347.51801802],0
v2,1,0.294166,1.100455,[40 42] ; [191 155],[44.25700935 37.74299065] ; [186.74299065 159.25700935],0
u3,1,0.358432,0.843379,[20 15] ; [57 61],[17.61437908 17.38562092] ; [59.38562092 58.61437908],0
n1,1,0.374585,0.788398,[12 19] ; [23 54],[10.0462963 20.9537037] ; [24.9537037 52.0462963],0
b4,1,0.412689,0.671039,[47 39] ; [213 145],[50.36036036 35.63963964] ; [209.63963964 148.36036036],0
p5,1,0.459392,0.547376,[ 6 80] ; [ 34 323],[ 7.76523702 78.23476298] ; [ 32.23476298 324.76523702],0
d2,1,0.504497,0.445463,[39 46] ; [150 208],[36.26410835 48.73589165] ; [152.73589165 205.26410835],0
n2,1,0.521298,0.411325,[21 11] ; [56 22],[22.4  9.6] ; [54.6 23.4],0
d1,1,0.535276,0.384365,[41 45] ; [184 174],[43.58108108 42.41891892] ; [181.41891892 176.58108108],0
s8,1,0.547688,0.361475,[19 66] ; [ 91 266],[21.15384615 63.84615385] ; [ 88.84615385 268.15384615],0
s7,1,0.586551,0.295762,[20 62] ; [ 93 247],[21.95734597 60.04265403] ; [ 91.04265403 248.95734597],0
u2,1,0.604635,0.268062,[19 15] ; [60 58],[17.67105263 16.32894737] ; [61.32894737 56.67105263],0
d4,1,0.648419,0.2079,[65 21] ; [278  79],[66.58690745 19.41309255] ; [276.41309255  80.58690745],0
u1,1,0.708738,0.13954,[10 76] ; [ 47 311],[11.04054054 74.95945946] ; [ 45.95945946 312.04054054],0
a8,1,0.713364,0.13494,[ 9 73] ; [ 40 281],[ 9.97022333 72.02977667] ; [ 39.02977667 281.97022333],0
b5,1,0.749628,0.101844,[51 35] ; [219 139],[52.2972973 33.7027027] ; [217.7027027 140.2972973],0
v3,1,0.76477,0.089535,[27 55] ; [121 228],[28.15777262 53.84222738] ; [119.84222738 229.15777262],0
p12,1,0.777776,0.079647,[ 4 82] ; [ 14 338],[ 3.53424658 82.46575342] ; [ 14.46575342 337.53424658],0
a2,1,0.784678,0.074654,[15 71] ; [ 67 291],[15.88288288 70.11711712] ; [ 66.11711712 291.88288288],0
p1,1,0.852536,0.034553,[ 6 80] ; [ 27 330],[ 6.40632054 79.59367946] ; [ 26.59367946 330.40632054],0
b2,1,0.891836,0.018491,[19 32] ; [ 75 132],[18.58139535 32.41860465] ; [ 75.41860465 131.58139535],0
b3,1,0.891836,0.018491,[19 32] ; [ 75 132],[18.58139535 32.41860465] ; [ 75.41860465 131.58139535],0
a4,1,0.952176,0.003597,[34 52] ; [142 214],[34.24434389 51.75565611] ; [141.75565611 214.24434389],0
s5,1,0.991194,0.000122,[15 66] ; [ 65 285],[15.03480278 65.96519722] ; [ 64.96519722 285.03480278],0
