Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p2,1,5.9e-05,16.15037,[1 4] ; [78 11],[4.20212766 0.79787234] ; [74.79787234 14.20212766],1
p9,1,0.001163,10.548863,[1 4] ; [71 16],[3.91304348 1.08695652] ; [68.08695652 18.91304348],0
r3,1,0.001695,9.853918,[3 2] ; [84  4],[4.67741935 0.32258065] ; [82.32258065  5.67741935],0
r4,1,0.005715,7.638185,[2 3] ; [77 12],[4.20212766 0.79787234] ; [74.79787234 14.20212766],0
p7,1,0.02274,5.188235,[1 4] ; [59 26],[3.33333333 1.66666667] ; [56.66666667 28.33333333],0
p10,1,0.032929,4.549476,[2 3] ; [70 17],[3.91304348 1.08695652] ; [68.08695652 18.91304348],0
s8,1,0.055938,3.653911,[1 4] ; [56 33],[3.03191489 1.96808511] ; [53.96808511 35.03191489],0
s2,1,0.166191,1.916966,[2 3] ; [62 27],[3.40425532 1.59574468] ; [60.59574468 28.40425532],0
a7,1,0.186569,1.744508,[2 3] ; [61 28],[3.35106383 1.64893617] ; [59.64893617 29.35106383],0
v1,1,0.191635,1.705,[1 4] ; [44 44],[2.41935484 2.58064516] ; [42.58064516 45.41935484],0
n6,1,0.257511,1.282091,[3 2] ; [72 17],[3.9893617 1.0106383] ; [71.0106383 17.9893617],0
r2,1,0.27713,1.181108,[4 1] ; [82  6],[4.62365591 0.37634409] ; [81.37634409  6.62365591],0
d1,1,0.279164,1.171158,[3 2] ; [32 57],[1.86170213 3.13829787] ; [33.13829787 55.86170213],0
s1,1,0.282533,1.154865,[1 4] ; [ 6 81],[0.38043478 4.61956522] ; [ 6.61956522 80.38043478],0
d4,1,0.293111,1.105278,[3 2] ; [71 18],[3.93617021 1.06382979] ; [70.06382979 18.93617021],0
d2,1,0.293111,1.105278,[2 3] ; [18 71],[1.06382979 3.93617021] ; [18.93617021 70.06382979],0
v3,1,0.300565,1.071684,[1 4] ; [37 48],[2.11111111 2.88888889] ; [35.88888889 49.11111111],0
a3,1,0.306853,1.044172,[4 1] ; [50 38],[2.90322581 2.09677419] ; [51.09677419 36.90322581],0
s5,1,0.372651,0.794805,[1 4] ; [34 51],[1.94444444 3.05555556] ; [33.05555556 51.94444444],0
s6,1,0.376657,0.781585,[3 2] ; [68 20],[3.8172043 1.1827957] ; [67.1827957 20.8172043],0
n2,1,0.443789,0.586466,[1 1] ; [18  6],[1.46153846 0.53846154] ; [17.53846154  6.46153846],0
s3,1,0.445763,0.581402,[3 2] ; [67 22],[3.72340426 1.27659574] ; [66.27659574 22.72340426],0
b2,1,0.464214,0.535714,[2 2] ; [18 38],[1.33333333 2.66666667] ; [18.66666667 37.33333333],0
b3,1,0.464214,0.535714,[2 2] ; [18 38],[1.33333333 2.66666667] ; [18.66666667 37.33333333],0
n5,1,0.485705,0.486026,[3 2] ; [66 23],[3.67021277 1.32978723] ; [65.32978723 23.67021277],0
d5,1,0.485705,0.486026,[3 2] ; [66 23],[3.67021277 1.32978723] ; [65.32978723 23.67021277],0
r1,1,0.526098,0.401922,[3 2] ; [65 24],[3.61702128 1.38297872] ; [64.38297872 24.61702128],0
a8,1,0.547339,0.362105,[1 4] ; [ 9 72],[0.58139535 4.41860465] ; [ 9.41860465 71.58139535],0
s4,1,0.566836,0.328005,[2 3] ; [25 64],[1.43617021 3.56382979] ; [25.56382979 63.43617021],0
p11,1,0.566836,0.328005,[3 2] ; [64 25],[3.56382979 1.43617021] ; [63.43617021 25.56382979],0
n4,1,0.607822,0.263359,[3 2] ; [63 26],[3.5106383 1.4893617] ; [62.4893617 26.5106383],0
b5,1,0.611023,0.258688,[2 3] ; [46 43],[2.55319149 2.44680851] ; [45.44680851 43.55319149],0
a6,1,0.717244,0.131148,[2 3] ; [43 46],[2.39361702 2.60638298] ; [42.60638298 46.39361702],0
p1,1,0.741703,0.108636,[1 4] ; [13 76],[0.74468085 4.25531915] ; [13.25531915 75.74468085],0
v2,1,0.854536,0.033611,[2 3] ; [38 48],[2.1978022 2.8021978] ; [37.8021978 48.1978022],0
b1,1,0.895394,0.017288,[2 3] ; [33 56],[1.86170213 3.13829787] ; [33.13829787 55.86170213],0
n3,1,0.909583,0.012897,[1 1] ; [13 11],[1.07692308 0.92307692] ; [12.92307692 11.07692308],0
n1,1,0.909583,0.012897,[1 1] ; [11 13],[0.92307692 1.07692308] ; [11.07692308 12.92307692],0
d3,1,0.935867,0.006475,[3 2] ; [55 34],[3.08510638 1.91489362] ; [54.91489362 34.08510638],0
a4,1,0.960357,0.002471,[1 4] ; [17 72],[0.95744681 4.04255319] ; [17.04255319 71.95744681],0
b4,1,0.976048,0.000901,[3 2] ; [54 35],[3.03191489 1.96808511] ; [53.96808511 35.03191489],0
