Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,0.0,38.512856,[ 8 37] ; [30  4],[21.64556962 23.35443038] ; [16.35443038 17.64556962],1
p11,1,0.000235,13.529603,[18 28] ; [28  7],[26.12345679 19.87654321] ; [19.87654321 15.12345679],1
s8,1,0.000613,11.735605,[ 8 37] ; [19 16],[15.1875 29.8125] ; [11.8125 23.1875],1
v4,1,0.005492,7.709996,[28 18] ; [31  4],[33.50617284 12.49382716] ; [25.49382716  9.50617284],0
r3,1,0.015754,5.830087,[30 16] ; [31  4],[34.64197531 11.35802469] ; [26.35802469  8.64197531],0
s7,1,0.023444,5.135308,[ 9 33] ; [16 19],[13.63636364 28.36363636] ; [11.36363636 23.63636364],0
n3,1,0.045237,4.009772,[ 9 10] ; [10  2],[11.64516129  7.35483871] ; [7.35483871 4.64516129],0
n2,1,0.05085,3.813203,[13  8] ; [12  1],[15.44117647  5.55882353] ; [9.55882353 3.44117647],0
r4,1,0.053226,3.736813,[26 20] ; [27  8],[30.09876543 15.90123457] ; [22.90123457 12.09876543],0
a3,1,0.06189,3.485991,[22 24] ; [24 11],[26.12345679 19.87654321] ; [19.87654321 15.12345679],0
s2,1,0.075783,3.153104,[14 32] ; [17 17],[17.825 28.175] ; [13.175 20.825],0
v2,1,0.077913,3.107916,[12 32] ; [15 17],[15.63157895 28.36842105] ; [11.36842105 20.63157895],0
s3,1,0.080177,3.061304,[15 30] ; [18 16],[18.79746835 26.20253165] ; [14.20253165 19.79746835],0
s4,1,0.082068,3.023471,[ 6 40] ; [10 25],[ 9.08641975 36.91358025] ; [ 6.91358025 28.08641975],0
v1,1,0.083813,2.98937,[13 33] ; [16 18],[16.675 29.325] ; [12.325 21.675],0
p12,1,0.086447,2.939328,[ 1 45] ; [ 4 31],[ 2.83950617 43.16049383] ; [ 2.16049383 32.83950617],0
n5,1,0.096519,2.762148,[24 22] ; [24 10],[27.6 18.4] ; [20.4 13.6],0
b1,1,0.119992,2.417422,[29 17] ; [16 19],[25.55555556 20.44444444] ; [19.44444444 15.55555556],0
s6,1,0.127713,2.320086,[18 27] ; [20 15],[21.375 23.625] ; [16.625 18.375],0
a6,1,0.229319,1.445082,[15 31] ; [16 19],[17.60493827 28.39506173] ; [13.39506173 21.60493827],0
n6,1,0.23638,1.402057,[27 19] ; [25 10],[29.5308642 16.4691358] ; [22.4691358 12.5308642],0
p1,1,0.245967,1.346066,[ 3 43] ; [ 5 30],[ 4.54320988 41.45679012] ; [ 3.45679012 31.54320988],0
u2,1,0.273344,1.199887,[ 8 15] ; [6 5],[ 9.47058824 13.52941176] ; [4.52941176 6.47058824],0
p7,1,0.282716,1.153986,[12 34] ; [12 20],[14.15384615 31.84615385] ; [ 9.84615385 22.15384615],0
s5,1,0.283232,1.151515,[ 9 35] ; [10 22],[11. 33.] ; [ 8. 24.],0
u3,1,0.327929,0.957058,[11 13] ; [7 4],[12.34285714 11.65714286] ; [5.65714286 5.34285714],0
r1,1,0.336306,0.924464,[24 22] ; [22 13],[26.12345679 19.87654321] ; [19.87654321 15.12345679],0
a5,1,0.370781,0.801044,[23 23] ; [21 14],[24.98765432 21.01234568] ; [19.01234568 15.98765432],0
d2,1,0.375656,0.78487,[18 27] ; [17 17],[19.93670886 25.06329114] ; [15.06329114 18.93670886],0
a2,1,0.403274,0.698543,[ 1 45] ; [ 2 33],[ 1.7037037 44.2962963] ; [ 1.2962963 33.7037037],0
b4,1,0.405798,0.691079,[22 24] ; [20 15],[23.85185185 22.14814815] ; [18.14814815 16.85185185],0
a8,1,0.41362,0.668372,[ 2 44] ; [ 3 31],[ 2.875 43.125] ; [ 2.125 31.875],0
p5,1,0.48514,0.487288,[ 3 43] ; [ 1 32],[ 2.32911392 43.67088608] ; [ 1.67088608 31.32911392],0
b5,1,0.514391,0.425124,[19 27] ; [17 18],[20.44444444 25.55555556] ; [15.55555556 19.44444444],0
n1,1,0.553564,0.350972,[10 11] ; [7 5],[10.81818182 10.18181818] ; [6.18181818 5.81818182],0
p4,1,0.580202,0.305908,[14 32] ; [12 21],[15.13924051 30.86075949] ; [10.86075949 22.13924051],0
s1,1,0.585527,0.297384,[ 6 40] ; [ 3 30],[ 5.24050633 40.75949367] ; [ 3.75949367 29.24050633],0
d5,1,0.610966,0.258771,[25 21] ; [21 14],[26.12345679 19.87654321] ; [19.87654321 15.12345679],0
a1,1,0.611781,0.25759,[ 4 42] ; [ 2 33],[ 3.40740741 42.59259259] ; [ 2.59259259 32.40740741],0
v3,1,0.617661,0.249169,[13 30] ; [ 8 24],[12.04 30.96] ; [ 8.96 23.04],0
r2,1,0.715407,0.132936,[37  8] ; [29  5],[37.59493671  7.40506329] ; [28.40506329  5.59493671],0
p6,1,0.752492,0.099449,[ 8 37] ; [ 7 27],[ 8.5443038 36.4556962] ; [ 6.4556962 27.5443038],0
a4,1,0.83961,0.040963,[17 28] ; [14 21],[17.4375 27.5625] ; [13.5625 21.4375],0
u1,1,0.844385,0.038529,[ 1 45] ; [ 1 34],[ 1.13580247 44.86419753] ; [ 0.86419753 34.13580247],0
p8,1,0.848994,0.036253,[10 36] ; [ 7 28],[ 9.65432099 36.34567901] ; [ 7.34567901 27.65432099],0
n4,1,0.888442,0.019677,[27 19] ; [20 15],[26.69135802 19.30864198] ; [20.30864198 14.69135802],0
d3,1,0.923588,0.0092,[14 32] ; [11 24],[14.19753086 31.80246914] ; [10.80246914 24.19753086],0
b2,1,0.960409,0.002464,[13 17] ; [11 14],[13.09090909 16.90909091] ; [10.90909091 14.09090909],0
b3,1,0.960409,0.002464,[13 17] ; [11 14],[13.09090909 16.90909091] ; [10.90909091 14.09090909],0
d1,1,0.962848,0.00217,[16 30] ; [12 23],[15.90123457 30.09876543] ; [12.09876543 22.90123457],0
p3,1,0.975504,0.000943,[13 33] ; [10 25],[13.0617284 32.9382716] ; [ 9.9382716 25.0617284],0
d4,1,0.986275,0.000296,[29 17] ; [22 13],[28.96296296 17.03703704] ; [22.03703704 12.96296296],0
