Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,1e-06,24.606156,[31  9] ; [ 92 164],[16.62162162 23.37837838] ; [106.37837838 149.62162162],1
p8,1,0.009121,6.799005,[19 22] ; [ 69 192],[11.94701987 29.05298013] ; [ 76.05298013 184.94701987],0
p2,1,0.019636,5.443981,[34  8] ; [163  98],[27.30693069 14.69306931] ; [169.69306931  91.30693069],0
b5,1,0.028732,4.783605,[33  9] ; [160 102],[26.66447368 15.33552632] ; [166.33552632  95.66447368],0
b4,1,0.042456,4.116952,[18 24] ; [156 106],[24.03947368 17.96052632] ; [149.96052632 112.03947368],0
r3,1,0.072287,3.230305,[40  2] ; [221  39],[36.29801325  5.70198675] ; [224.70198675  35.29801325],0
d2,1,0.095851,2.773253,[11 31] ; [103 157],[15.85430464 26.14569536] ; [ 98.14569536 161.85430464],0
s7,1,0.104285,2.638764,[16 24] ; [ 68 180],[11.66666667 28.33333333] ; [ 72.33333333 175.66666667],0
s2,1,0.111437,2.533722,[17 24] ; [ 76 185],[12.62582781 28.37417219] ; [ 80.37417219 180.62582781],0
v2,1,0.132019,2.2686,[23 19] ; [104 142],[18.52083333 23.47916667] ; [108.47916667 137.52083333],0
n6,1,0.14448,2.129582,[34  8] ; [182  78],[30.0397351 11.9602649] ; [185.9602649  74.0397351],0
p3,1,0.165513,1.923118,[11 31] ; [ 45 216],[ 7.76237624 34.23762376] ; [ 48.23762376 212.76237624],0
a5,1,0.174844,1.840916,[21 21] ; [160 102],[25.00657895 16.99342105] ; [155.99342105 106.00657895],0
v4,1,0.186997,1.741117,[39  3] ; [221  38],[36.27906977  5.72093023] ; [223.72093023  35.27906977],0
v1,1,0.219367,1.50851,[19 22] ; [ 93 163],[15.46127946 25.53872054] ; [ 96.53872054 159.46127946],0
v3,1,0.249956,1.323548,[17 25] ; [ 79 172],[13.76109215 28.23890785] ; [ 82.23890785 168.76109215],0
a4,1,0.274031,1.196457,[12 30] ; [ 97 163],[15.1589404 26.8410596] ; [ 93.8410596 166.1589404],0
b3,1,0.278387,1.174946,[ 9 12] ; [44 98],[ 6.82822086 14.17177914] ; [46.17177914 95.82822086],0
b2,1,0.278387,1.174946,[ 9 12] ; [44 98],[ 6.82822086 14.17177914] ; [46.17177914 95.82822086],0
s4,1,0.279732,1.168393,[ 3 39] ; [ 34 227],[ 5.12871287 36.87128713] ; [ 31.87128713 229.12871287],0
s8,1,0.309079,1.034606,[13 29] ; [ 62 200],[10.36184211 31.63815789] ; [ 64.63815789 197.36184211],0
r2,1,0.324727,0.969813,[39  3] ; [226  32],[37.1  4.9] ; [227.9  30.1],0
u2,1,0.343853,0.896014,[11  7] ; [46 48],[9.16071429 8.83928571] ; [47.83928571 46.16071429],0
r4,1,0.362495,0.82923,[34  8] ; [195  67],[31.63815789 10.36184211] ; [197.36184211  64.63815789],0
s3,1,0.377108,0.780109,[20 22] ; [105 155],[17.38410596 24.61589404] ; [107.61589404 152.38410596],0
a3,1,0.404009,0.696362,[24 18] ; [166  94],[26.42384106 15.57615894] ; [163.57615894  96.42384106],0
a6,1,0.43713,0.603805,[29 13] ; [164  97],[26.75247525 15.24752475] ; [166.24752475  94.75247525],0
n1,1,0.473573,0.513627,[ 3 10] ; [30 61],[4.125 8.875] ; [28.875 62.125],0
p10,1,0.481627,0.495177,[24 17] ; [167  93],[26.0166113 14.9833887] ; [164.9833887  95.0166113],0
n5,1,0.483413,0.491155,[29 13] ; [165  95],[26.98013245 15.01986755] ; [167.01986755  92.98013245],0
d5,1,0.512911,0.428123,[27 14] ; [185  76],[28.78145695 12.21854305] ; [183.21854305  77.78145695],0
u4,1,0.51405,0.425814,[ 1 41] ; [  3 259],[ 0.55263158 41.44736842] ; [  3.44736842 258.55263158],0
a1,1,0.556769,0.345329,[ 3 39] ; [ 13 249],[ 2.21052632 39.78947368] ; [ 13.78947368 248.21052632],0
n3,1,0.604608,0.268102,[9 4] ; [55 34],[8.15686275 4.84313725] ; [55.84313725 33.15686275],0
a8,1,0.653393,0.201649,[ 4 36] ; [ 31 217],[ 4.86111111 35.13888889] ; [ 30.13888889 217.86111111],0
s6,1,0.680391,0.169687,[19 22] ; [112 149],[17.78476821 23.21523179] ; [113.21523179 147.78476821],0
a7,1,0.68231,0.167537,[26 15] ; [174  87],[27.15231788 13.84768212] ; [172.84768212  88.15231788],0
u3,1,0.683918,0.165749,[9 9] ; [43 53],[8.21052632 9.78947368] ; [43.78947368 52.21052632],0
p11,1,0.700655,0.147791,[29 13] ; [173  89],[27.90789474 14.09210526] ; [174.09210526  87.90789474],0
d3,1,0.749953,0.101571,[23 17] ; [157 104],[23.92026578 16.07973422] ; [156.07973422 104.92026578],0
d1,1,0.756653,0.096025,[18 24] ; [119 143],[18.92763158 23.07236842] ; [118.07236842 143.92763158],0
s1,1,0.757485,0.095348,[ 2 39] ; [ 10 249],[ 1.64 39.36] ; [ 10.36 248.64],0
n2,1,0.794932,0.067554,[8 5] ; [60 32],[8.41904762 4.58095238] ; [59.58095238 32.41904762],0
p9,1,0.798896,0.064911,[29 12] ; [176  80],[28.2996633 12.7003367] ; [176.7003367  79.2996633],0
u1,1,0.813806,0.055469,[ 5 37] ; [ 28 234],[ 4.55921053 37.44078947] ; [ 28.44078947 233.55921053],0
d4,1,0.83969,0.040921,[31 11] ; [188  72],[30.45695364 11.54304636] ; [188.54304636  71.45695364],0
p5,1,0.843588,0.03893,[ 1 41] ; [  5 255],[ 0.83443709 41.16556291] ; [  5.16556291 254.83443709],0
b1,1,0.880679,0.022533,[16 26] ; [103 159],[16.44078947 25.55921053] ; [102.55921053 159.44078947],0
a2,1,0.887692,0.019945,[ 7 35] ; [ 46 216],[ 7.32236842 34.67763158] ; [ 45.67763158 216.32236842],0
r1,1,0.953126,0.003455,[29 13] ; [180  79],[29.1627907 12.8372093] ; [179.8372093  79.1627907],0
p1,1,0.962475,0.002213,[ 2 40] ; [ 12 249],[ 1.94059406 40.05940594] ; [ 12.05940594 248.94059406],0
n4,1,1.0,0.0,[28 14] ; [174  87],[28. 14.] ; [174.  87.],0
