Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,0.005837,7.6,[12 26] ; [24 14],[18. 20.] ; [18. 20.],0
p1,1,0.047326,3.933747,[ 1 37] ; [ 6 32],[ 3.5 34.5] ; [ 3.5 34.5],0
p11,1,0.237733,1.393984,[21 17] ; [26 12],[23.5 14.5] ; [23.5 14.5],0
p5,1,0.304231,1.055556,[ 1 37] ; [ 3 35],[ 2. 36.] ; [ 2. 36.],0
b1,1,0.489941,0.476655,[22 16] ; [19 19],[20.5 17.5] ; [20.5 17.5],0
p3,1,0.638819,0.22029,[14 24] ; [16 22],[15. 23.] ; [15. 23.],0
