Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a6,1,2e-06,22.463566,[11 21] ; [69 17],[21.69491525 10.30508475] ; [58.30508475 27.69491525],1
d3,1,4e-06,21.054848,[11 21] ; [68 18],[21.42372881 10.57627119] ; [57.57627119 28.42372881],1
r3,1,0.000353,12.76386,[26  6] ; [84  1],[30.08547009  1.91452991] ; [79.91452991  5.08547009],1
a2,1,0.000962,10.899727,[ 1 31] ; [28 58],[ 7.86440678 24.13559322] ; [21.13559322 64.86440678],1
b5,1,0.001195,10.498221,[ 9 23] ; [53 33],[16.81355932 15.18644068] ; [45.18644068 40.81355932],0
v2,1,0.005158,7.823113,[16 15] ; [65 18],[22.02631579  8.97368421] ; [58.97368421 24.02631579],0
r2,1,0.016814,5.715695,[26  5] ; [83  3],[28.88034188  2.11965812] ; [80.11965812  5.88034188],0
d1,1,0.041051,4.173899,[13 19] ; [53 33],[17.89830508 14.10169492] ; [48.10169492 37.89830508],0
a4,1,0.043471,4.076977,[ 9 23] ; [42 44],[13.83050847 18.16949153] ; [37.16949153 48.83050847],0
u1,1,0.058811,3.570592,[ 2 30] ; [18 68],[ 5.42372881 26.57627119] ; [14.57627119 71.42372881],0
r4,1,0.06834,3.322441,[25  7] ; [78  8],[27.93220339  4.06779661] ; [75.06779661 10.93220339],0
b1,1,0.091432,2.848984,[15 17] ; [26 60],[11.11864407 20.88135593] ; [29.88135593 56.11864407],0
p11,1,0.111714,2.529811,[19 13] ; [64 22],[22.50847458  9.49152542] ; [60.49152542 25.50847458],0
a8,1,0.116441,2.464556,[ 1 28] ; [11 66],[ 3.28301887 25.71698113] ; [ 8.71698113 68.28301887],0
p10,1,0.116898,2.458399,[22 10] ; [69 15],[25.10344828  6.89655172] ; [65.89655172 18.10344828],0
p6,1,0.139049,2.188457,[12 19] ; [21 64],[ 8.81896552 22.18103448] ; [24.18103448 60.81896552],0
r1,1,0.1487,2.085534,[23  9] ; [72 14],[25.76271186  6.23728814] ; [69.23728814 16.76271186],0
d2,1,0.214082,1.543605,[13 19] ; [46 40],[16. 16.] ; [43. 43.],0
s5,1,0.215456,1.53438,[ 7 25] ; [28 55],[ 9.73913043 22.26086957] ; [25.26086957 57.73913043],0
u3,1,0.216201,1.529412,[3 6] ; [10  7],[4.5 4.5] ; [8.5 8.5],0
n1,1,0.22052,1.500987,[5 7] ; [ 3 12],[3.55555556 8.44444444] ; [ 4.44444444 10.55555556],0
p9,1,0.302593,1.06273,[23  9] ; [67 16],[25.04347826  6.95652174] ; [64.95652174 18.04347826],0
b4,1,0.314234,1.012796,[18 14] ; [57 29],[20.33898305 11.66101695] ; [54.66101695 31.33898305],0
n2,1,0.317311,1.0,[11  1] ; [14  4],[10.  2.] ; [15.  3.],0
s8,1,0.329727,0.94997,[16 16] ; [34 51],[13.67521368 18.32478632] ; [36.32478632 48.67521368],0
v4,1,0.342509,0.901018,[29  3] ; [81  4],[30.08547009  1.91452991] ; [79.91452991  5.08547009],0
p2,1,0.344066,0.895223,[21 11] ; [64 22],[23.05084746  8.94915254] ; [61.94915254 24.05084746],0
n6,1,0.38432,0.756839,[25  7] ; [73 13],[26.57627119  5.42372881] ; [71.42372881 14.57627119],0
a3,1,0.408157,0.684162,[23  9] ; [68 18],[24.6779661  7.3220339] ; [66.3220339 19.6779661],0
n4,1,0.421764,0.645394,[27  5] ; [66 19],[25.43589744  6.56410256] ; [67.56410256 17.43589744],0
d4,1,0.442909,0.588735,[24  8] ; [70 16],[25.49152542  6.50847458] ; [68.50847458 17.49152542],0
s2,1,0.461696,0.54178,[13 19] ; [41 44],[14.76923077 17.23076923] ; [39.23076923 45.76923077],0
d5,1,0.493509,0.468867,[23  9] ; [67 19],[24.40677966  7.59322034] ; [65.59322034 20.40677966],0
s4,1,0.497127,0.461064,[ 7 25] ; [14 71],[ 5.74358974 26.25641026] ; [15.25641026 69.74358974],0
p8,1,0.512197,0.429575,[13 18] ; [41 43],[14.55652174 16.44347826] ; [39.44347826 44.55652174],0
p7,1,0.548138,0.360663,[20 11] ; [49 35],[18.6 12.4] ; [50.4 33.6],0
u2,1,0.585957,0.296703,[5 4] ; [ 8 10],[4.33333333 4.66666667] ; [8.66666667 9.33333333],0
s6,1,0.656304,0.198044,[19 13] ; [53 30],[20.03478261 11.96521739] ; [51.96521739 31.03478261],0
b2,1,0.723087,0.125554,[ 9 13] ; [19 33],[ 8.32432432 13.67567568] ; [19.67567568 32.32432432],0
b3,1,0.723087,0.125554,[ 9 13] ; [19 33],[ 8.32432432 13.67567568] ; [19.67567568 32.32432432],0
p1,1,0.731009,0.118187,[ 2 30] ; [ 7 79],[ 2.44067797 29.55932203] ; [ 6.55932203 79.44067797],0
p4,1,0.753909,0.098276,[14 16] ; [42 42],[14.73684211 15.26315789] ; [41.26315789 42.73684211],0
s7,1,0.767662,0.087282,[15 15] ; [37 42],[14.31192661 15.68807339] ; [37.68807339 41.31192661],0
n3,1,0.794381,0.067926,[9 2] ; [14  4],[8.72413793 2.27586207] ; [14.27586207  3.72413793],0
p5,1,0.861725,0.030338,[ 3 29] ; [ 9 77],[ 3.25423729 28.74576271] ; [ 8.74576271 77.25423729],0
s3,1,0.861872,0.030273,[17 14] ; [44 39],[16.5877193 14.4122807] ; [44.4122807 38.5877193],0
a5,1,0.880769,0.022498,[23  9] ; [63 23],[23.3220339  8.6779661] ; [62.6779661 23.3220339],0
p3,1,0.882392,0.021886,[15 17] ; [39 47],[14.6440678 17.3559322] ; [39.3559322 46.6440678],0
a1,1,0.888971,0.01949,[ 2 30] ; [ 6 80],[ 2.16949153 29.83050847] ; [ 5.83050847 80.16949153],0
n5,1,0.908188,0.0133,[23  9] ; [62 23],[23.24786325  8.75213675] ; [61.75213675 23.24786325],0
