Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s8,1,3.6e-05,17.060128,[ 7 40] ; [19 13],[15.46835443 31.53164557] ; [10.53164557 21.46835443],1
p5,1,0.35891,0.841703,[ 2 45] ; [ 3 29],[ 2.97468354 44.02531646] ; [ 2.02531646 29.97468354],0
n4,1,0.363043,0.82734,[34 13] ; [26  6],[35.69620253 11.30379747] ; [24.30379747  7.69620253],0
a7,1,0.372577,0.795051,[35 11] ; [27  5],[36.56410256  9.43589744] ; [25.43589744  6.56410256],0
b2,1,0.390008,0.738916,[13 12] ; [16  9],[14.5 10.5] ; [14.5 10.5],0
b3,1,0.390008,0.738916,[13 12] ; [16  9],[14.5 10.5] ; [14.5 10.5],0
b1,1,0.406207,0.689873,[19 28] ; [10 22],[17.25316456 29.74683544] ; [11.74683544 20.25316456],0
n1,1,0.423139,0.641581,[5 8] ; [4 3],[5.85 7.15] ; [3.15 3.85],0
d5,1,0.429761,0.623471,[34 12] ; [21 11],[32.43589744 13.56410256] ; [22.56410256  9.43589744],0
p1,1,0.468959,0.524429,[ 7 40] ; [ 3 29],[ 5.94936709 41.05063291] ; [ 4.05063291 27.94936709],0
d3,1,0.492562,0.470926,[29 16] ; [23  9],[30.38961039 14.61038961] ; [21.61038961 10.38961039],0
p2,1,0.516744,0.420388,[44  3] ; [31  1],[44.62025316  2.37974684] ; [30.37974684  1.62025316],0
s3,1,0.524044,0.405927,[13 34] ; [11 21],[14.27848101 32.72151899] ; [ 9.72151899 22.27848101],0
p11,1,0.534449,0.385926,[38  9] ; [24  8],[36.88607595 10.11392405] ; [25.11392405  6.88607595],0
v2,1,0.598784,0.276834,[24 21] ; [19 13],[25.12987013 19.87012987] ; [17.87012987 14.12987013],0
r1,1,0.641225,0.217143,[33 14] ; [24  8],[33.91139241 13.08860759] ; [23.08860759  8.91139241],0
d1,1,0.641854,0.216326,[26 21] ; [16 16],[24.98734177 22.01265823] ; [17.01265823 14.98734177],0
p9,1,0.687194,0.16214,[38  9] ; [27  5],[38.67088608  8.32911392] ; [26.32911392  5.67088608],0
n6,1,0.687194,0.16214,[38  9] ; [27  5],[38.67088608  8.32911392] ; [26.32911392  5.67088608],0
n3,1,0.694354,0.154412,[11  3] ; [6 1],[11.33333333  2.66666667] ; [5.66666667 1.33333333],0
d2,1,0.704232,0.144107,[20 27] ; [15 17],[20.82278481 26.17721519] ; [14.17721519 17.82278481],0
n2,1,0.71714,0.13125,[11  3] ; [5 2],[10.66666667  3.33333333] ; [5.33333333 1.66666667],0
r4,1,0.718596,0.129842,[41  6] ; [27  5],[40.4556962  6.5443038] ; [27.5443038  4.4556962],0
v1,1,0.78047,0.077677,[25 22] ; [16 16],[24.39240506 22.60759494] ; [16.60759494 15.39240506],0
b5,1,0.793768,0.068341,[28 19] ; [20 12],[28.55696203 18.44303797] ; [19.44303797 12.55696203],0
a6,1,0.795398,0.06724,[31 16] ; [22 10],[31.53164557 15.46835443] ; [21.46835443 10.53164557],0
s1,1,0.806109,0.060245,[ 1 44] ; [ 1 31],[ 1.16883117 43.83116883] ; [ 0.83116883 31.16883117],0
p7,1,0.837031,0.04231,[37 10] ; [25  6],[37.35897436  9.64102564] ; [24.64102564  6.35897436],0
p8,1,0.869926,0.026815,[30 17] ; [21 11],[30.34177215 16.65822785] ; [20.65822785 11.34177215],0
b4,1,0.926029,0.00862,[23 24] ; [16 16],[23.20253165 23.79746835] ; [15.79746835 16.20253165],0
n5,1,0.963865,0.002052,[34 13] ; [23  9],[33.91139241 13.08860759] ; [23.08860759  8.91139241],0
p12,1,0.980988,0.000568,[ 3 44] ; [ 2 30],[ 2.97468354 44.02531646] ; [ 2.02531646 29.97468354],0
r2,1,0.990337,0.000147,[44  3] ; [29  2],[43.98717949  3.01282051] ; [29.01282051  1.98717949],0
