Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.00018,14.025655,[7 7] ; [83 10],[11.77570093  2.22429907] ; [78.22429907 14.77570093],1
r4,1,0.000395,12.555428,[8 6] ; [85  8],[12.1682243  1.8317757] ; [80.8317757 12.1682243],1
r2,1,0.005306,7.771959,[9 4] ; [86  6],[11.76190476  1.23809524] ; [83.23809524  8.76190476],0
p11,1,0.011528,6.382116,[7 7] ; [75 18],[10.72897196  3.27102804] ; [71.27102804 21.72897196],0
p9,1,0.012141,6.290142,[9 5] ; [83 10],[12.03738318  1.96261682] ; [79.96261682 13.03738318],0
p4,1,0.012188,6.283376,[5 9] ; [65 28],[9.1588785 4.8411215] ; [60.8411215 32.1588785],0
b4,1,0.032034,4.596695,[ 4 10] ; [55 38],[7.71962617 6.28037383] ; [51.28037383 41.71962617],0
s6,1,0.039506,4.238961,[9 5] ; [76 12],[11.66666667  2.33333333] ; [73.33333333 14.66666667],0
p10,1,0.042668,4.108499,[9 5] ; [80 13],[11.64485981  2.35514019] ; [77.35514019 15.64485981],0
s8,1,0.046939,3.947584,[ 4 10] ; [53 40],[7.45794393 6.54205607] ; [49.54205607 43.45794393],0
v4,1,0.052755,3.751655,[11  2] ; [90  3],[12.38679245  0.61320755] ; [88.61320755  4.38679245],0
a7,1,0.069692,3.290259,[6 8] ; [63 30],[9.02803738 4.97196262] ; [59.97196262 33.02803738],0
r3,1,0.099335,2.716181,[11  3] ; [85  7],[12.67924528  1.32075472] ; [83.32075472  8.67924528],0
p8,1,0.114547,2.490335,[5 9] ; [53 38],[7.73333333 6.26666667] ; [50.26666667 40.73333333],0
a2,1,0.123911,2.367181,[ 1 13] ; [24 69],[ 3.27102804 10.72897196] ; [21.72897196 71.27102804],0
a5,1,0.127554,2.322029,[8 6] ; [71 22],[10.3364486  3.6635514] ; [68.6635514 24.3364486],0
u1,1,0.141324,2.163488,[ 1 13] ; [23 70],[ 3.14018692 10.85981308] ; [20.85981308 72.14018692],0
d1,1,0.141449,2.16212,[6 8] ; [59 34],[8.5046729 5.4953271] ; [56.4953271 36.5046729],0
s2,1,0.213537,1.547284,[8 6] ; [66 24],[9.96153846 4.03846154] ; [64.03846154 25.96153846],0
n3,1,0.230785,1.436017,[4 2] ; [15  2],[4.95652174 1.04347826] ; [14.04347826  2.95652174],0
a4,1,0.300869,1.070339,[5 9] ; [47 46],[6.80373832 7.19626168] ; [45.19626168 47.80373832],0
n1,1,0.393921,0.726803,[1 5] ; [ 6 11],[1.82608696 4.17391304] ; [ 5.17391304 11.82608696],0
s3,1,0.410899,0.676199,[9 5] ; [68 23],[10.26666667  3.73333333] ; [66.73333333 24.26666667],0
b1,1,0.421799,0.645296,[7 7] ; [36 57],[5.62616822 8.37383178] ; [37.37383178 55.62616822],0
p2,1,0.426316,0.63284,[10  4] ; [75 18],[11.12149533  2.87850467] ; [73.87850467 19.12149533],0
d5,1,0.426316,0.63284,[10  4] ; [75 18],[11.12149533  2.87850467] ; [73.87850467 19.12149533],0
r1,1,0.426316,0.63284,[10  4] ; [75 18],[11.12149533  2.87850467] ; [73.87850467 19.12149533],0
s5,1,0.440003,0.596273,[5 7] ; [45 39],[6.25 5.75] ; [43.75 40.25],0
d2,1,0.446227,0.580218,[6 8] ; [50 43],[7.3271028 6.6728972] ; [48.6728972 44.3271028],0
v1,1,0.492624,0.470789,[6 8] ; [49 44],[7.19626168 6.80373832] ; [47.80373832 45.19626168],0
b5,1,0.518377,0.417121,[7 7] ; [55 38],[8.11214953 5.88785047] ; [53.88785047 39.11214953],0
d3,1,0.554859,0.348683,[11  3] ; [66 27],[10.07476636  3.92523364] ; [66.92523364 26.07476636],0
p6,1,0.592554,0.286374,[7 7] ; [39 53],[6.0754717 7.9245283] ; [39.9245283 52.0754717],0
a6,1,0.593061,0.285589,[8 6] ; [60 33],[8.89719626 5.10280374] ; [59.10280374 33.89719626],0
p5,1,0.604513,0.268243,[ 1 13] ; [11 82],[ 1.57009346 12.42990654] ; [10.42990654 82.57009346],0
d4,1,0.621405,0.243898,[10  4] ; [72 21],[10.72897196  3.27102804] ; [71.27102804 21.72897196],0
n2,1,0.638227,0.221069,[4 2] ; [13  4],[4.43478261 1.56521739] ; [12.56521739  4.43478261],0
v3,1,0.647408,0.209184,[5 9] ; [27 64],[4.26666667 9.73333333] ; [27.73333333 63.26666667],0
s7,1,0.694883,0.15385,[7 5] ; [59 33],[7.61538462 4.38461538] ; [58.38461538 33.61538462],0
v2,1,0.701561,0.146853,[6 8] ; [44 47],[6.66666667 7.33333333] ; [43.33333333 47.66666667],0
u3,1,0.772561,0.083536,[2 2] ; [15 11],[2.26666667 1.73333333] ; [14.73333333 11.26666667],0
b3,1,0.834885,0.043447,[2 7] ; [10 42],[1.7704918 7.2295082] ; [10.2295082 41.7704918],0
b2,1,0.834885,0.043447,[2 7] ; [10 42],[1.7704918 7.2295082] ; [10.2295082 41.7704918],0
a8,1,0.925261,0.0088,[ 1 12] ; [ 6 80],[ 0.91919192 12.08080808] ; [ 6.08080808 79.91919192],0
p7,1,0.945681,0.004642,[9 5] ; [60 32],[9.11320755 4.88679245] ; [59.88679245 32.11320755],0
p3,1,0.948072,0.004242,[8 6] ; [54 39],[8.11214953 5.88785047] ; [53.88785047 39.11214953],0
s1,1,0.950982,0.003779,[ 1 13] ; [ 7 85],[ 1.05660377 12.94339623] ; [ 6.94339623 85.05660377],0
a3,1,0.961942,0.002277,[10  4] ; [67 26],[10.07476636  3.92523364] ; [66.92523364 26.07476636],0
