Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s7,1,4.4e-05,16.684307,[ 8 53] ; [7 3],[12.88732394 48.11267606] ; [2.11267606 7.88732394],1
p4,1,7.8e-05,15.598207,[17 48] ; [9 1],[22.53333333 42.46666667] ; [3.46666667 6.53333333],1
s2,1,0.000408,12.495416,[16 50] ; [8 2],[20.84210526 45.15789474] ; [3.15789474 6.84210526],1
p9,1,0.009668,6.695029,[28 33] ; [9 1],[31.78873239 29.21126761] ; [5.21126761 4.78873239],0
s5,1,0.019339,5.470644,[12 53] ; [4 3],[14.44444444 50.55555556] ; [1.55555556 5.44444444],0
u2,1,0.020562,5.36358,[ 9 24] ; [4 1],[11.28947368 21.71052632] ; [1.71052632 3.28947368],0
v1,1,0.030704,4.669411,[17 48] ; [6 4],[19.93333333 45.06666667] ; [3.06666667 6.93333333],0
r4,1,0.034069,4.491243,[23 43] ; [7 3],[26.05263158 39.94736842] ; [3.94736842 6.05263158],0
p6,1,0.048324,3.898681,[ 9 54] ; [4 6],[11.21917808 51.78082192] ; [1.78082192 8.21917808],0
u1,1,0.066203,3.37475,[ 3 63] ; [2 8],[ 4.34210526 61.65789474] ; [0.65789474 9.34210526],0
s6,1,0.070506,3.271197,[17 48] ; [5 4],[19.32432432 45.67567568] ; [2.67567568 6.32432432],0
v2,1,0.096037,2.770147,[16 49] ; [5 5],[18.2 46.8] ; [2.8 7.2],0
p10,1,0.096733,2.758599,[21 43] ; [6 4],[23.35135135 40.64864865] ; [3.64864865 6.35135135],0
v4,1,0.11518,2.481663,[43 23] ; [9 1],[45.15789474 20.84210526] ; [6.84210526 3.15789474],0
s3,1,0.120218,2.41448,[22 42] ; [6 4],[24.21621622 39.78378378] ; [3.78378378 6.21621622],0
n6,1,0.128688,2.308264,[36 30] ; [8 2],[38.21052632 27.78947368] ; [5.78947368 4.21052632],0
s4,1,0.151064,2.061476,[13 53] ; [4 6],[14.76315789 51.23684211] ; [2.23684211 7.76315789],0
b5,1,0.176395,1.827738,[38 28] ; [8 2],[39.94736842 26.05263158] ; [6.05263158 3.94736842],0
p3,1,0.189945,1.718043,[19 46] ; [5 5],[20.8 44.2] ; [3.2 6.8],0
d3,1,0.204545,1.609622,[31 33] ; [7 3],[32.86486486 31.13513514] ; [5.13513514 4.86486486],0
r3,1,0.204645,1.608911,[39 27] ; [8 2],[40.81578947 25.18421053] ; [6.18421053 3.81578947],0
d1,1,0.216665,1.526322,[20 46] ; [5 5],[21.71052632 44.28947368] ; [3.28947368 6.71052632],0
b4,1,0.274451,1.194366,[32 34] ; [3 7],[30.39473684 35.60526316] ; [4.60526316 5.39473684],0
r2,1,0.276071,1.186329,[46 18] ; [8 1],[47.34246575 16.65753425] ; [6.65753425 2.34246575],0
n5,1,0.297566,1.085069,[38 28] ; [4 6],[36.47368421 29.52631579] ; [5.52631579 4.47368421],0
p5,1,0.298311,1.081731,[ 2 63] ; [1 9],[ 2.6 62.4] ; [0.4 9.6],0
n4,1,0.342344,0.901632,[37 29] ; [4 6],[35.60526316 30.39473684] ; [5.39473684 4.60526316],0
d5,1,0.384334,0.756792,[36 29] ; [7 3],[37.26666667 27.73333333] ; [5.73333333 4.26666667],0
a2,1,0.391568,0.734067,[ 7 59] ; [2 8],[ 7.81578947 58.18421053] ; [1.18421053 8.81578947],0
b2,1,0.396704,0.718294,[17 19] ; [1 3],[16.2 19.8] ; [1.8 2.2],0
b3,1,0.396704,0.718294,[17 19] ; [1 3],[16.2 19.8] ; [1.8 2.2],0
d4,1,0.405411,0.692218,[37 29] ; [7 3],[38.21052632 27.78947368] ; [5.78947368 4.21052632],0
p8,1,0.410522,0.677288,[12 52] ; [3 7],[12.97297297 51.02702703] ; [2.02702703 7.97297297],0
a7,1,0.468623,0.525222,[31 34] ; [6 4],[32.06666667 32.93333333] ; [4.93333333 5.06666667],0
a6,1,0.497341,0.460606,[32 34] ; [6 4],[33. 33.] ; [5. 5.],0
a4,1,0.560195,0.339367,[20 45] ; [4 6],[20.8 44.2] ; [3.2 6.8],0
b1,1,0.587401,0.294421,[39 27] ; [5 5],[38.21052632 27.78947368] ; [5.78947368 4.21052632],0
a8,1,0.58879,0.292239,[ 4 60] ; [1 8],[ 4.38356164 59.61643836] ; [0.61643836 8.38356164],0
d2,1,0.614509,0.253662,[27 38] ; [5 5],[27.73333333 37.26666667] ; [4.26666667 5.73333333],0
n1,1,0.632305,0.228947,[ 9 18] ; [1 1],[ 9.31034483 17.68965517] ; [0.68965517 1.31034483],0
v3,1,0.828712,0.046809,[15 50] ; [2 8],[14.73333333 50.26666667] ; [2.26666667 7.73333333],0
a5,1,0.858057,0.031987,[31 35] ; [5 5],[31.26315789 34.73684211] ; [4.73684211 5.26315789],0
p1,1,0.926187,0.008583,[ 6 60] ; [1 9],[ 6.07894737 59.92105263] ; [0.92105263 9.07894737],0
p7,1,0.956527,0.002972,[27 39] ; [4 6],[26.92105263 39.07894737] ; [4.07894737 5.92105263],0
n3,1,0.959668,0.002557,[13 14] ; [1 1],[13.03448276 13.96551724] ; [0.96551724 1.03448276],0
a3,1,0.963872,0.002052,[32 33] ; [5 5],[32.06666667 32.93333333] ; [4.93333333 5.06666667],0
