Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p3,1,0.000672,11.565324,[ 4 40] ; [7 7],[ 8.34482759 35.65517241] ; [ 2.65517241 11.34482759],1
p7,1,0.002018,9.533279,[ 9 35] ; [9 5],[13.65517241 30.34482759] ; [4.34482759 9.65517241],0
p8,1,0.002033,9.519474,[ 6 39] ; [7 6],[10.0862069 34.9137931] ; [ 2.9137931 10.0862069],0
s2,1,0.008152,6.999877,[ 7 38] ; [7 7],[10.6779661 34.3220339] ; [ 3.3220339 10.6779661],0
n4,1,0.032157,4.590126,[27 17] ; [ 4 10],[23.51724138 20.48275862] ; [7.48275862 6.51724138],0
s6,1,0.045047,4.016885,[10 35] ; [7 7],[12.96610169 32.03389831] ; [4.03389831 9.96610169],0
d2,1,0.051491,3.792228,[22 21] ; [ 3 11],[18.85964912 24.14035088] ; [6.14035088 7.85964912],0
d3,1,0.056258,3.644415,[19 26] ; [10  4],[22.11864407 22.88135593] ; [6.88135593 7.11864407],0
a4,1,0.067939,3.332126,[18 26] ; [ 2 12],[15.17241379 28.82758621] ; [4.82758621 9.17241379],0
b3,1,0.071387,3.250836,[12 15] ; [1 8],[ 9.75 17.25] ; [3.25 5.75],0
b2,1,0.071387,3.250836,[12 15] ; [1 8],[ 9.75 17.25] ; [3.25 5.75],0
p2,1,0.078563,3.094388,[14 31] ; [8 6],[16.77966102 28.22033898] ; [5.22033898 8.77966102],0
n5,1,0.126687,2.332635,[26 18] ; [5 9],[23.51724138 20.48275862] ; [7.48275862 6.51724138],0
a7,1,0.144403,2.130399,[18 25] ; [9 5],[20.36842105 22.63157895] ; [6.63157895 7.36842105],0
s7,1,0.144816,2.126026,[ 7 34] ; [5 9],[ 8.94545455 32.05454545] ; [ 3.05454545 10.94545455],0
b4,1,0.148792,2.084593,[26 19] ; [5 9],[23.6440678 21.3559322] ; [7.3559322 6.6440678],0
r3,1,0.189496,1.721534,[16 27] ; [8 6],[18.10526316 24.89473684] ; [5.89473684 8.10526316],0
s8,1,0.200829,1.636335,[ 2 43] ; [ 2 12],[ 3.05084746 41.94915254] ; [ 0.94915254 13.05084746],0
v4,1,0.219675,1.506494,[20 24] ; [9 5],[22. 22.] ; [7. 7.],0
u2,1,0.227195,1.458333,[10 10] ; [2 6],[ 8.57142857 11.42857143] ; [3.42857143 4.57142857],0
p6,1,0.229875,1.441637,[ 4 39] ; [ 3 11],[ 5.28070175 37.71929825] ; [ 1.71929825 12.28070175],0
n6,1,0.244171,1.356352,[19 25] ; [8 5],[20.84210526 23.15789474] ; [6.15789474 6.84210526],0
v3,1,0.250778,1.318966,[ 9 35] ; [ 1 13],[ 7.5862069 36.4137931] ; [ 2.4137931 11.5862069],0
a5,1,0.259181,1.273127,[18 27] ; [8 6],[19.83050847 25.16949153] ; [6.16949153 7.83050847],0
r1,1,0.29971,1.075486,[16 28] ; [ 3 11],[14.4137931 29.5862069] ; [4.5862069 9.4137931],0
n3,1,0.393153,0.729167,[11 17] ; [4 3],[12. 16.] ; [3. 4.],0
a6,1,0.40599,0.690513,[20 25] ; [8 6],[21.3559322 23.6440678] ; [6.6440678 7.3559322],0
d4,1,0.407299,0.686672,[26 18] ; [10  4],[27.31034483 16.68965517] ; [8.68965517 5.31034483],0
a3,1,0.445891,0.581076,[24 20] ; [6 8],[22.75862069 21.24137931] ; [7.24137931 6.75862069],0
s4,1,0.499187,0.456665,[ 9 36] ; [ 4 10],[ 9.91525424 35.08474576] ; [ 3.08474576 10.91525424],0
p11,1,0.513884,0.42615,[12 33] ; [5 9],[12.96610169 32.03389831] ; [4.03389831 9.96610169],0
a2,1,0.531603,0.391327,[ 6 39] ; [ 1 13],[ 5.33898305 39.66101695] ; [ 1.66101695 12.33898305],0
s3,1,0.545591,0.365276,[12 32] ; [5 9],[12.89655172 31.10344828] ; [4.10344828 9.89655172],0
n1,1,0.551476,0.35468,[ 9 20] ; [3 4],[ 9.66666667 19.33333333] ; [2.33333333 4.66666667],0
n2,1,0.558017,0.34315,[13 16] ; [4 3],[13.69444444 15.30555556] ; [3.30555556 3.69444444],0
d5,1,0.56373,0.333287,[25 20] ; [9 5],[25.93220339 19.06779661] ; [8.06779661 5.93220339],0
b5,1,0.589535,0.291071,[22 23] ; [8 6],[22.88135593 22.11864407] ; [7.11864407 6.88135593],0
p10,1,0.63162,0.22987,[ 9 36] ; [ 2 12],[ 8.38983051 36.61016949] ; [ 2.61016949 11.38983051],0
u3,1,0.642279,0.215774,[ 6 15] ; [3 5],[ 6.51724138 14.48275862] ; [2.48275862 5.51724138],0
u1,1,0.688144,0.161102,[ 2 43] ; [ 1 13],[ 2.28813559 42.71186441] ; [ 0.71186441 13.28813559],0
b1,1,0.693056,0.155797,[23 22] ; [8 6],[23.6440678 21.3559322] ; [7.3559322 6.6440678],0
r2,1,0.704428,0.143906,[24 19] ; [7 7],[23.38596491 19.61403509] ; [7.61403509 6.38596491],0
d1,1,0.733614,0.115819,[17 28] ; [6 8],[17.54237288 27.45762712] ; [5.45762712 8.54237288],0
s1,1,0.77004,0.085452,[ 5 39] ; [ 2 12],[ 5.31034483 38.68965517] ; [ 1.68965517 12.31034483],0
v2,1,0.786748,0.07319,[14 30] ; [5 9],[14.4137931 29.5862069] ; [4.5862069 9.4137931],0
v1,1,0.816807,0.053663,[11 34] ; [ 3 11],[10.6779661 34.3220339] ; [ 3.3220339 10.6779661],0
s5,1,0.988037,0.000225,[ 7 38] ; [ 2 11],[ 6.98275862 38.01724138] ; [ 2.01724138 10.98275862],0
