Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,0.0,64.103837,[109  15] ; [ 9 31],[89.2195122 34.7804878] ; [28.7804878 11.2195122],1
p11,1,0.001017,10.796215,[102  23] ; [23 18],[94.12650602 30.87349398] ; [30.87349398 10.12650602],0
s6,1,0.002208,9.367746,[78 44] ; [15 26],[69.60736196 52.39263804] ; [23.39263804 17.60736196],0
p8,1,0.0088,6.862915,[65 58] ; [12 29],[57.75 65.25] ; [19.25 21.75],0
n5,1,0.009549,6.717158,[98 26] ; [24 17],[91.68484848 32.31515152] ; [30.31515152 10.68484848],0
s1,1,0.010974,6.469588,[  3 119] ; [ 5 35],[  6.02469136 115.97530864] ; [ 1.97530864 38.02469136],0
a7,1,0.012298,6.26734,[79 45] ; [17 24],[72.14545455 51.85454545] ; [23.85454545 17.14545455],0
a6,1,0.02316,5.156484,[80 45] ; [18 23],[73.79518072 51.20481928] ; [24.20481928 16.79518072],0
r3,1,0.024045,5.091406,[116   9] ; [33  8],[112.19879518  12.80120482] ; [36.80120482  4.19879518],0
s7,1,0.025124,5.015312,[52 66] ; [ 9 29],[46.14102564 71.85897436] ; [14.85897436 23.14102564],0
n6,1,0.028753,4.782339,[105  20] ; [28 13],[100.15060241  24.84939759] ; [32.84939759  8.15060241],0
b1,1,0.03611,4.391901,[44 81] ; [22 19],[49.69879518 75.30120482] ; [16.30120482 24.69879518],0
p3,1,0.055834,3.656997,[59 66] ; [12 28],[53.78787879 71.21212121] ; [17.21212121 22.78787879],0
v2,1,0.060449,3.525028,[55 62] ; [12 28],[49.92993631 67.07006369] ; [17.07006369 22.92993631],0
p2,1,0.063738,3.437335,[100  25] ; [27 14],[95.63253012 29.36746988] ; [31.36746988  9.63253012],0
r4,1,0.083786,2.989879,[111  14] ; [32  9],[107.68072289  17.31927711] ; [35.31927711  5.68072289],0
b2,1,0.10693,2.599014,[21 49] ; [ 4 24],[17.85714286 52.14285714] ; [ 7.14285714 20.85714286],0
b3,1,0.10693,2.599014,[21 49] ; [ 4 24],[17.85714286 52.14285714] ; [ 7.14285714 20.85714286],0
s8,1,0.12216,2.389407,[47 78] ; [10 31],[42.92168675 82.07831325] ; [14.07831325 26.92168675],0
a5,1,0.126633,2.333303,[69 56] ; [17 24],[64.75903614 60.24096386] ; [21.24096386 19.75903614],0
a2,1,0.138606,2.193368,[ 12 113] ; [ 1 40],[  9.78915663 115.21084337] ; [ 3.21084337 37.78915663],0
v1,1,0.148303,2.089623,[57 64] ; [14 27],[53.0308642 67.9691358] ; [17.9691358 23.0308642],0
b5,1,0.207655,1.587698,[75 50] ; [20 21],[71.53614458 53.46385542] ; [23.46385542 17.53614458],0
d2,1,0.230464,1.437994,[28 97] ; [13 28],[30.87349398 94.12650602] ; [10.12650602 30.87349398],0
a3,1,0.259761,1.270029,[64 60] ; [17 24],[60.87272727 63.12727273] ; [20.12727273 20.87272727],0
p12,1,0.266215,1.236145,[  9 116] ; [ 1 40],[  7.53012048 117.46987952] ; [ 2.46987952 38.53012048],0
s5,1,0.308825,1.035694,[30 91] ; [ 7 34],[27.63580247 93.36419753] ; [ 9.36419753 31.63580247],0
r2,1,0.317911,0.997522,[116   9] ; [36  5],[114.45783133  10.54216867] ; [37.54216867  3.45783133],0
n3,1,0.330992,0.945014,[27  6] ; [13  1],[28.08510638  4.91489362] ; [11.91489362  2.08510638],0
s2,1,0.347859,0.881252,[47 76] ; [12 28],[44.52147239 78.47852761] ; [14.47852761 25.52147239],0
b4,1,0.365331,0.819483,[63 62] ; [24 17],[65.51204819 59.48795181] ; [21.48795181 19.51204819],0
n1,1,0.376462,0.782222,[11 22] ; [7 8],[12.375 20.625] ; [5.625 9.375],0
p1,1,0.44665,0.579139,[ 18 107] ; [ 4 37],[ 16.56626506 108.43373494] ; [ 5.43373494 35.56626506],0
p5,1,0.476706,0.50639,[ 14 111] ; [ 3 38],[ 12.80120482 112.19879518] ; [ 4.19879518 36.80120482],0
d3,1,0.479404,0.500218,[32 91] ; [13 28],[33.75 89.25] ; [11.25 29.75],0
n4,1,0.536772,0.381555,[88 36] ; [27 14],[86.42424242 37.57575758] ; [28.57575758 12.42424242],0
p6,1,0.576635,0.311707,[39 85] ; [11 30],[37.57575758 86.42424242] ; [12.42424242 28.57575758],0
a4,1,0.584656,0.298768,[30 94] ; [ 8 32],[28.73170732 95.26829268] ; [ 9.26829268 30.73170732],0
a8,1,0.605271,0.267118,[ 12 103] ; [ 5 32],[ 12.86184211 102.13815789] ; [ 4.13815789 32.86184211],0
d1,1,0.642155,0.215935,[  5 120] ; [ 1 40],[  4.51807229 120.48192771] ; [ 1.48192771 39.51807229],0
s4,1,0.831864,0.045076,[ 23 101] ; [ 7 34],[ 22.54545455 101.45454545] ; [ 7.45454545 33.54545455],0
u3,1,0.838172,0.041711,[29 32] ; [12 12],[29.42352941 31.57647059] ; [11.57647059 12.42352941],0
s3,1,0.89185,0.018486,[59 62] ; [20 20],[59.37267081 61.62732919] ; [19.62732919 20.37267081],0
r1,1,0.922413,0.009486,[85 38] ; [28 13],[84.75 38.25] ; [28.25 12.75],0
n2,1,0.961583,0.00232,[27  6] ; [13  3],[26.93877551  6.06122449] ; [13.06122449  2.93877551],0
