Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,1.4e-05,18.876804,[22 43] ; [31  9],[32.80952381 32.19047619] ; [20.19047619 19.80952381],1
p1,1,0.000955,10.91301,[ 1 63] ; [ 8 31],[ 5.59223301 58.40776699] ; [ 3.40776699 35.59223301],1
s8,1,0.009743,6.681278,[27 38] ; [27 13],[33.42857143 31.57142857] ; [20.57142857 19.42857143],0
p6,1,0.010928,6.477059,[15 49] ; [19 21],[20.92307692 43.07692308] ; [13.07692308 26.92307692],0
s5,1,0.061703,3.491001,[24 38] ; [22 16],[28.52 33.48] ; [17.48 20.52],0
b4,1,0.073399,3.205321,[34 31] ; [28 12],[38.38095238 26.61904762] ; [23.61904762 16.38095238],0
a5,1,0.073399,3.205321,[34 31] ; [28 12],[38.38095238 26.61904762] ; [23.61904762 16.38095238],0
p8,1,0.09258,2.828936,[24 39] ; [22 18],[28.13592233 34.86407767] ; [17.86407767 22.13592233],0
p7,1,0.09991,2.706973,[31 28] ; [27 12],[34.91836735 24.08163265] ; [23.08163265 15.91836735],0
s4,1,0.10867,2.57346,[28 37] ; [11 29],[24.14285714 40.85714286] ; [14.85714286 25.14285714],0
d1,1,0.125723,2.344535,[29 36] ; [24 16],[32.80952381 32.19047619] ; [20.19047619 19.80952381],0
p10,1,0.128521,2.310275,[51 11] ; [27 12],[47.88118812 14.11881188] ; [30.11881188  8.88118812],0
p5,1,0.130087,2.291469,[ 1 62] ; [ 3 37],[ 2.44660194 60.55339806] ; [ 1.55339806 38.44660194],0
n2,1,0.140758,2.169655,[24  5] ; [6 4],[22.30769231  6.69230769] ; [7.69230769 2.30769231],0
p12,1,0.143489,2.140136,[ 2 62] ; [ 4 36],[ 3.69230769 60.30769231] ; [ 2.30769231 37.69230769],0
v4,1,0.143489,2.140136,[62  2] ; [36  4],[60.30769231  3.69230769] ; [37.69230769  2.30769231],0
r1,1,0.160522,1.9693,[47 18] ; [23 16],[43.75 21.25] ; [26.25 12.75],0
s6,1,0.166475,1.914402,[51 13] ; [36  4],[53.53846154 10.46153846] ; [33.46153846  6.53846154],0
d2,1,0.19117,1.70858,[21 44] ; [18 22],[24.14285714 40.85714286] ; [14.85714286 25.14285714],0
n3,1,0.194787,1.681034,[21  8] ; [5 5],[19.33333333  9.66666667] ; [6.66666667 3.33333333],0
p2,1,0.208263,1.583459,[44 20] ; [32  8],[46.76923077 17.23076923] ; [29.23076923 10.76923077],0
a8,1,0.232242,1.42708,[ 5 54] ; [ 1 38],[ 3.6122449 55.3877551] ; [ 2.3877551 36.6122449],0
r2,1,0.282745,1.153846,[62  3] ; [36  4],[60.66666667  4.33333333] ; [37.33333333  2.66666667],0
s1,1,0.308221,1.038284,[ 1 63] ; [ 2 38],[ 1.84615385 62.15384615] ; [ 1.15384615 38.84615385],0
d4,1,0.314995,1.009615,[50 15] ; [34  6],[52. 13.] ; [32.  8.],0
u1,1,0.36688,0.814206,[ 6 59] ; [ 6 34],[ 7.42857143 57.57142857] ; [ 4.57142857 35.42857143],0
p9,1,0.384367,0.756687,[52 10] ; [30  9],[50.33663366 11.66336634] ; [31.66336634  7.33663366],0
b1,1,0.422971,0.642045,[21 44] ; [16 24],[22.9047619 42.0952381] ; [14.0952381 25.9047619],0
a3,1,0.472998,0.514964,[36 29] ; [25 15],[37.76190476 27.23809524] ; [23.23809524 16.76190476],0
