Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,3e-06,21.913289,[271  27] ; [49 21],[259.13043478  38.86956522] ; [60.86956522  9.13043478],1
v1,1,0.163802,1.938774,[179 110] ; [37 33],[173.88300836 115.11699164] ; [42.11699164 27.88300836],0
p4,1,0.169082,1.891059,[207  89] ; [43 27],[202.18579235  93.81420765] ; [47.81420765 22.18579235],0
a5,1,0.171647,1.8685,[240  59] ; [51 19],[235.79674797  63.20325203] ; [55.20325203 14.79674797],0
d1,1,0.182634,1.776055,[205  95] ; [42 28],[200.27027027  99.72972973] ; [46.72972973 23.27027027],0
b2,1,0.21872,1.512749,[ 83 118] ; [12 27],[ 79.5625 121.4375] ; [15.4375 23.5625],0
b3,1,0.21872,1.512749,[ 83 118] ; [12 27],[ 79.5625 121.4375] ; [15.4375 23.5625],0
d5,1,0.225869,1.46669,[255  43] ; [55 14],[251.71662125  46.28337875] ; [58.28337875 10.71662125],0
d2,1,0.250335,1.321434,[163 135] ; [43 26],[167.26975477 130.73024523] ; [38.73024523 30.26975477],0
r2,1,0.265878,1.237892,[287   9] ; [65  4],[285.45753425  10.54246575] ; [66.54246575  2.45753425],0
p1,1,0.293093,1.105359,[ 26 271] ; [ 9 61],[ 28.32425068 268.67574932] ; [ 6.67574932 63.32425068],0
a6,1,0.325585,0.96638,[191 106] ; [40 29],[187.45081967 109.54918033] ; [43.54918033 25.45081967],0
a3,1,0.33622,0.92479,[237  61] ; [52 18],[234.02717391  63.97282609] ; [54.97282609 15.02717391],0
s4,1,0.360133,0.837428,[ 57 237] ; [17 53],[ 59.76923077 234.23076923] ; [14.23076923 55.76923077],0
u1,1,0.501915,0.450885,[ 70 230] ; [19 51],[ 72.16216216 227.83783784] ; [16.83783784 53.16216216],0
a2,1,0.511342,0.431319,[ 89 211] ; [18 52],[ 86.75675676 213.24324324] ; [20.24324324 49.75675676],0
s8,1,0.52246,0.409034,[191 107] ; [42 28],[188.67934783 109.32065217] ; [44.32065217 25.67934783],0
p5,1,0.558164,0.342893,[ 46 248] ; [ 9 61],[ 44.42307692 249.57692308] ; [10.57692308 59.42307692],0
u2,1,0.573223,0.317319,[39 23] ; [10  8],[37.975 24.025] ; [11.025  6.975],0
a4,1,0.587219,0.294709,[156 143] ; [34 36],[153.95663957 145.04336043] ; [36.04336043 33.95663957],0
n2,1,0.724382,0.124333,[36  9] ; [16  5],[35.45454545  9.54545455] ; [16.54545455  4.45454545],0
b5,1,0.786431,0.073413,[181 119] ; [41 29],[180. 120.] ; [42. 28.],0
p6,1,0.791698,0.069752,[133 160] ; [33 37],[133.98898072 159.01101928] ; [32.01101928 37.98898072],0
u4,1,0.806902,0.059744,[ 11 289] ; [ 3 67],[ 11.35135135 288.64864865] ; [ 2.64864865 67.35135135],0
n1,1,0.809362,0.058201,[20 25] ; [10 11],[20.45454545 24.54545455] ; [ 9.54545455 11.45454545],0
b4,1,0.810845,0.057282,[171 129] ; [41 29],[171.89189189 128.10810811] ; [40.10810811 29.89189189],0
a7,1,0.817427,0.053294,[213  85] ; [51 19],[213.7826087  84.2173913] ; [50.2173913 19.7826087],0
v3,1,0.826724,0.04792,[138 151] ; [31 36],[137.19382022 151.80617978] ; [31.80617978 35.19382022],0
n3,1,0.831462,0.045295,[34 12] ; [15  6],[33.64179104 12.35820896] ; [15.35820896  5.64179104],0
a1,1,0.846838,0.037309,[ 19 281] ; [ 4 66],[ 18.64864865 281.35135135] ; [ 4.35135135 65.64864865],0
a8,1,0.877074,0.023926,[ 50 231] ; [10 49],[ 49.58823529 231.41176471] ; [10.41176471 48.58823529],0
v2,1,0.877929,0.023591,[173 116] ; [42 27],[173.56145251 115.43854749] ; [41.43854749 27.56145251],0
s6,1,0.91127,0.012418,[256  38] ; [58  9],[255.72299169  38.27700831] ; [58.27700831  8.72299169],0
s5,1,0.927494,0.008281,[138 151] ; [30 32],[138.32478632 150.67521368] ; [29.67521368 32.32478632],0
r1,1,0.945228,0.00472,[253  46] ; [59 11],[252.81300813  46.18699187] ; [59.18699187 10.81300813],0
