Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,3e-06,21.913289,[271  27] ; [49 21],[259.13043478  38.86956522] ; [60.86956522  9.13043478],1
p7,1,0.000684,11.533176,[208  81] ; [35 34],[196.16480447  92.83519553] ; [46.83519553 22.16480447],1
p8,1,0.001046,10.743763,[173 121] ; [26 44],[160.73076923 133.26923077] ; [38.26923077 31.73076923],0
v4,1,0.001157,10.557418,[291   6] ; [63  7],[286.47956403  10.52043597] ; [67.52043597  2.47956403],0
b1,1,0.002018,9.532832,[115 185] ; [41 29],[126.48648649 173.51351351] ; [29.51351351 40.48648649],0
p9,1,0.002657,9.02941,[269  26] ; [55 15],[261.8630137  33.1369863] ; [62.1369863  7.8630137],0
n6,1,0.003238,8.668174,[277  19] ; [57 12],[270.86027397  25.13972603] ; [63.13972603  5.86027397],0
n5,1,0.004673,8.00177,[272  25] ; [56 14],[265.4386921  31.5613079] ; [62.5613079  7.4386921],0
s1,1,0.006366,7.443554,[ 13 284] ; [ 9 60],[ 17.85245902 279.14754098] ; [ 4.14754098 64.85245902],0
s3,1,0.017658,5.629724,[266  29] ; [56 14],[260.24657534  34.75342466] ; [61.75342466  8.24657534],0
p12,1,0.027413,4.864609,[ 41 256] ; [ 3 67],[ 35.60762943 261.39237057] ; [ 8.39237057 61.60762943],0
r3,1,0.049446,3.86014,[289  10] ; [63  6],[286.  13.] ; [66.  3.],0
p2,1,0.052856,3.748481,[260  37] ; [55 15],[254.91825613  42.08174387] ; [60.08174387  9.91825613],0
r4,1,0.063124,3.453341,[281  19] ; [61  9],[277.2972973  22.7027027] ; [64.7027027  5.2972973],0
p3,1,0.077226,3.122328,[174 122] ; [33 37],[167.40983607 128.59016393] ; [39.59016393 30.40983607],0
s7,1,0.105469,2.620841,[217  77] ; [51 10],[221.94929577  72.05070423] ; [46.05070423 14.94929577],0
d3,1,0.146224,2.11121,[207  91] ; [54 15],[211.92915531  86.07084469] ; [49.07084469 19.92915531],0
d4,1,0.152413,2.04793,[264  33] ; [57 12],[260.48360656  36.51639344] ; [60.51639344  8.48360656],0
u3,1,0.154261,2.029604,[43 20] ; [9 9],[40.44444444 22.55555556] ; [11.55555556  6.44444444],0
