Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,0.000156,14.300595,[13 51] ; [11  5],[19.2 44.8] ; [ 4.8 11.2],1
p4,1,0.003641,8.454892,[16 49] ; [10  6],[20.86419753 44.13580247] ; [ 5.13580247 10.86419753],0
p6,1,0.006818,7.320321,[ 8 56] ; [ 7 10],[11.85185185 52.14814815] ; [ 3.14814815 13.85185185],0
v2,1,0.014617,5.96209,[18 43] ; [10  6],[22.18181818 38.81818182] ; [ 5.81818182 10.18181818],0
p3,1,0.045632,3.995135,[15 51] ; [8 9],[18.28915663 47.71084337] ; [ 4.71084337 12.28915663],0
s6,1,0.09818,2.734867,[27 37] ; [11  6],[30.02469136 33.97530864] ; [7.97530864 9.02469136],0
a5,1,0.10346,2.651376,[32 34] ; [12  5],[34.98795181 31.01204819] ; [9.01204819 7.98795181],0
a6,1,0.136137,2.221087,[22 44] ; [9 8],[24.65060241 41.34939759] ; [ 6.34939759 10.65060241],0
p5,1,0.143895,2.135803,[ 2 62] ; [ 2 15],[ 3.16049383 60.83950617] ; [ 0.83950617 16.16049383],0
r1,1,0.149458,2.077772,[40 26] ; [ 7 10],[37.37349398 28.62650602] ; [9.62650602 7.37349398],0
a3,1,0.185128,1.755973,[39 27] ; [ 7 10],[36.57831325 29.42168675] ; [9.42168675 7.57831325],0
n6,1,0.18651,1.744976,[39 27] ; [13  4],[41.34939759 24.65060241] ; [10.65060241  6.34939759],0
a8,1,0.232887,1.42314,[ 3 63] ; [ 2 14],[ 4.02439024 61.97560976] ; [ 0.97560976 15.02439024],0
u1,1,0.295061,1.096383,[ 1 65] ; [ 1 16],[ 1.59036145 64.40963855] ; [ 0.40963855 16.59036145],0
u4,1,0.295061,1.096383,[ 1 65] ; [ 1 16],[ 1.59036145 64.40963855] ; [ 0.40963855 16.59036145],0
v4,1,0.298498,1.080893,[46 20] ; [14  3],[47.71084337 18.28915663] ; [12.28915663  4.71084337],0
s4,1,0.317922,0.997476,[15 51] ; [ 2 15],[13.51807229 52.48192771] ; [ 3.48192771 13.51807229],0
d3,1,0.326076,0.964421,[19 47] ; [ 7 10],[20.6746988 45.3253012] ; [ 5.3253012 11.6746988],0
d2,1,0.393014,0.729596,[30 34] ; [ 6 11],[28.44444444 35.55555556] ; [7.55555556 9.44444444],0
s7,1,0.394553,0.724865,[21 40] ; [ 4 13],[19.55128205 41.44871795] ; [ 5.44871795 11.55128205],0
r3,1,0.415606,0.662707,[48 18] ; [14  3],[49.30120482 16.69879518] ; [12.69879518  4.30120482],0
p11,1,0.436606,0.605187,[38 28] ; [8 9],[36.57831325 29.42168675] ; [9.42168675 7.57831325],0
s2,1,0.445611,0.581792,[24 41] ; [8 9],[25.36585366 39.63414634] ; [ 6.63414634 10.36585366],0
u3,1,0.521812,0.41031,[13 14] ; [6 4],[13.86486486 13.13513514] ; [5.13513514 4.86486486],0
s3,1,0.530034,0.394326,[28 36] ; [ 6 11],[26.86419753 37.13580247] ; [7.13580247 9.86419753],0
d1,1,0.545296,0.365813,[22 44] ; [ 7 10],[23.06024096 42.93975904] ; [ 5.93975904 11.06024096],0
p1,1,0.5562,0.346327,[ 7 59] ; [ 1 16],[ 6.36144578 59.63855422] ; [ 1.63855422 15.36144578],0
a2,1,0.574248,0.315627,[ 2 64] ; [ 1 16],[ 2.38554217 63.61445783] ; [ 0.61445783 16.38554217],0
b3,1,0.586591,0.295699,[20 24] ; [4 7],[19.2 24.8] ; [4.8 6.2],0
b2,1,0.586591,0.295699,[20 24] ; [4 7],[19.2 24.8] ; [4.8 6.2],0
r4,1,0.591893,0.287397,[42 24] ; [12  5],[42.93975904 23.06024096] ; [11.06024096  5.93975904],0
s5,1,0.607845,0.263325,[14 46] ; [ 5 12],[14.80519481 45.19480519] ; [ 4.19480519 12.80519481],0
n5,1,0.64019,0.218494,[38 27] ; [11  6],[38.84146341 26.15853659] ; [10.15853659  6.84146341],0
a4,1,0.723238,0.125412,[26 39] ; [ 6 11],[25.36585366 39.63414634] ; [ 6.63414634 10.36585366],0
b5,1,0.751662,0.10014,[30 36] ; [ 7 10],[29.42168675 36.57831325] ; [7.57831325 9.42168675],0
b1,1,0.751662,0.10014,[36 30] ; [10  7],[36.57831325 29.42168675] ; [9.42168675 7.57831325],0
n3,1,0.82173,0.050769,[18 12] ; [2 1],[18.18181818 11.81818182] ; [1.81818182 1.18181818],0
v3,1,0.822496,0.050327,[16 44] ; [ 5 12],[16.36363636 43.63636364] ; [ 4.63636364 12.36363636],0
b4,1,0.82876,0.046782,[33 33] ; [9 8],[33.39759036 32.60240964] ; [8.60240964 8.39759036],0
d5,1,0.83759,0.042015,[37 29] ; [10  7],[37.37349398 28.62650602] ; [9.62650602 7.37349398],0
d4,1,0.844256,0.038594,[41 25] ; [11  6],[41.34939759 24.65060241] ; [10.65060241  6.34939759],0
p10,1,0.848994,0.036253,[28 36] ; [ 7 10],[27.65432099 36.34567901] ; [7.34567901 9.65432099],0
r2,1,0.862547,0.029975,[54 11] ; [13  3],[53.7654321 11.2345679] ; [13.2345679  2.7654321],0
u2,1,0.899895,0.015824,[11 15] ; [4 6],[10.83333333 15.16666667] ; [4.16666667 5.83333333],0
v1,1,0.901199,0.015412,[24 41] ; [ 6 11],[23.7804878 41.2195122] ; [ 6.2195122 10.7804878],0
