Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a6,1,0.0,97.868683,[ 66 104] ; [408 107],[117.6350365  52.3649635] ; [356.3649635 158.6350365],1
d3,1,0.0,59.276855,[89 81] ; [423  93],[126.88046647  43.11953353] ; [385.11953353 130.88046647],1
a2,1,0.0,33.953503,[ 17 153] ; [170 346],[ 46.34110787 123.65889213] ; [140.65889213 375.34110787],1
u1,1,1e-06,25.083167,[ 13 157] ; [133 383],[ 36.18075802 133.81924198] ; [109.81924198 406.18075802],1
b5,1,4e-06,21.16397,[79 91] ; [342 174],[104.32944606  65.67055394] ; [316.67055394 199.32944606],1
s5,1,0.002706,8.995884,[73 86] ; [163 334],[ 57.20121951 101.79878049] ; [178.79878049 318.20121951],0
b1,1,0.011297,6.417938,[76 94] ; [175 341],[ 62.20116618 107.79883382] ; [188.79883382 327.20116618],0
p2,1,0.014016,6.036101,[133  34] ; [449  65],[142.72246696  24.27753304] ; [439.27753304  74.72246696],0
d1,1,0.026048,4.952858,[109  61] ; [377 139],[120.43731778  49.56268222] ; [365.56268222 150.43731778],0
b2,1,0.028616,4.790567,[51 58] ; [108 201],[41.46172249 67.53827751] ; [117.53827751 191.46172249],0
b3,1,0.028616,4.790567,[51 58] ; [108 201],[41.46172249 67.53827751] ; [117.53827751 191.46172249],0
s7,1,0.056936,3.624475,[92 70] ; [236 254],[81.49693252 80.50306748] ; [246.50306748 243.49693252],0
s4,1,0.080647,3.051823,[ 36 132] ; [ 79 428],[ 28.62222222 139.37777778] ; [ 86.37777778 420.62222222],0
u3,1,0.081726,3.03023,[18 18] ; [85 44],[22.47272727 13.52727273] ; [80.52727273 48.47272727],0
s8,1,0.106425,2.606528,[89 79] ; [235 278],[79.92951542 88.07048458] ; [244.07048458 268.92951542],0
r2,1,0.109817,2.556854,[162   6] ; [506   8],[164.55131965   3.44868035] ; [503.44868035  10.55131965],0
p4,1,0.130553,2.285912,[96 71] ; [329 185],[104.22173275  62.77826725] ; [320.77826725 193.22173275],0
r1,1,0.133423,2.252219,[141  29] ; [448  64],[146.81818182  23.18181818] ; [442.18181818  69.81818182],0
n2,1,0.163656,1.940118,[37  8] ; [75 30],[33.6 11.4] ; [78.4 26.6],0
b4,1,0.171223,1.8722,[92 78] ; [310 206],[99.62099125 70.37900875] ; [302.37900875 213.62099125],0
n1,1,0.203842,1.614632,[21 23] ; [38 66],[17.54054054 26.45945946] ; [41.45945946 62.54054054],0
a4,1,0.259056,1.273794,[92 78] ; [253 262],[85.62043796 84.37956204] ; [259.37956204 255.62043796],0
p7,1,0.278544,1.174181,[114  51] ; [323 178],[108.26576577  56.73423423] ; [328.73423423 172.26576577],0
v3,1,0.288343,1.127342,[72 90] ; [195 296],[66.2388974 95.7611026] ; [200.7611026 290.2388974],0
a1,1,0.323764,0.973681,[ 10 160] ; [ 21 495],[  7.68221574 162.31778426] ; [ 23.31778426 492.68221574],0
a3,1,0.323904,0.973118,[134  36] ; [386 128],[129.23976608  40.76023392] ; [390.76023392 123.23976608],0
a8,1,0.343016,0.899127,[ 20 143] ; [ 70 387],[ 23.66129032 139.33870968] ; [ 66.33870968 390.66129032],0
s3,1,0.374965,0.787145,[99 69] ; [280 229],[94.05022157 73.94977843] ; [284.94977843 224.05022157],0
u2,1,0.379921,0.770959,[18 17] ; [77 52],[20.27439024 14.72560976] ; [74.72560976 54.27439024],0
p12,1,0.381702,0.765212,[ 10 154] ; [ 42 471],[ 12.59675037 151.40324963] ; [ 39.40324963 473.59675037],0
p5,1,0.385279,0.753789,[ 21 146] ; [ 52 459],[ 17.98082596 149.01917404] ; [ 55.01917404 455.98082596],0
p8,1,0.392898,0.729953,[83 81] ; [276 231],[87.74366617 76.25633383] ; [271.25633383 235.74366617],0
p11,1,0.394288,0.725678,[138  32] ; [403 113],[134.06705539  35.93294461] ; [406.93294461 109.06705539],0
u4,1,0.394418,0.725278,[  6 164] ; [ 12 504],[  4.4606414 165.5393586] ; [ 13.5393586 502.4606414],0
v2,1,0.399451,0.709977,[94 73] ; [294 196],[98.62404871 68.37595129] ; [289.37595129 200.62404871],0
d4,1,0.404048,0.696247,[149  21] ; [464  52],[151.90962099  18.09037901] ; [461.09037901  54.90962099],0
v4,1,0.478753,0.501702,[163   6] ; [503  13],[164.31240876   4.68759124] ; [501.68759124  14.31240876],0
n4,1,0.488196,0.4805,[136  32] ; [404 111],[132.82576867  35.17423133] ; [407.17423133 107.82576867],0
p1,1,0.53659,0.381897,[ 11 157] ; [ 41 471],[ 12.84705882 155.15294118] ; [ 39.15294118 472.84705882],0
n5,1,0.540953,0.373777,[129  38] ; [385 129],[126.04698972  40.95301028] ; [387.95301028 126.04698972],0
p6,1,0.54267,0.370614,[64 99] ; [186 322],[ 60.73025335 102.26974665] ; [189.26974665 318.73025335],0
r3,1,0.547754,0.361357,[166   3] ; [508   6],[166.77306003   2.22693997] ; [507.22693997   6.77306003],0
p9,1,0.559051,0.34135,[140  26] ; [436  70],[142.28571429  23.71428571] ; [433.71428571  72.28571429],0
s1,1,0.591496,0.288014,[  6 162] ; [ 14 493],[  4.97777778 163.02222222] ; [ 15.02222222 491.97777778],0
d2,1,0.613046,0.255763,[95 74] ; [278 237],[92.15935673 76.84064327] ; [280.84064327 234.15935673],0
p10,1,0.675472,0.175268,[136  30] ; [425  85],[137.76035503  28.23964497] ; [423.23964497  86.76035503],0
