Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,4.7e-05,16.556104,[20  8] ; [25 63],[10.86206897 17.13793103] ; [34.13793103 53.86206897],1
p7,1,0.000369,12.685376,[21  6] ; [34 54],[12.91304348 14.08695652] ; [42.08695652 45.91304348],1
p3,1,0.002612,9.060308,[14 14] ; [19 72],[ 7.76470588 20.23529412] ; [25.23529412 65.76470588],0
s7,1,0.008909,6.840947,[15 13] ; [23 63],[ 9.33333333 18.66666667] ; [28.66666667 57.33333333],0
p4,1,0.020554,5.364178,[17 11] ; [32 57],[11.72649573 16.27350427] ; [37.27350427 51.72649573],0
p5,1,0.025472,4.991481,[ 6 22] ; [ 6 83],[ 2.87179487 25.12820513] ; [ 9.12820513 79.87179487],0
p2,1,0.034576,4.466006,[23  5] ; [55 36],[18.35294118  9.64705882] ; [59.64705882 31.35294118],0
r4,1,0.034576,4.466006,[23  5] ; [55 36],[18.35294118  9.64705882] ; [59.64705882 31.35294118],0
r3,1,0.051081,3.805611,[25  3] ; [64 26],[21.11864407  6.88135593] ; [67.88135593 22.11864407],0
b5,1,0.072758,3.219671,[21  7] ; [51 40],[16.94117647 11.05882353] ; [55.05882353 35.94117647],0
a7,1,0.075111,3.167645,[18 10] ; [41 50],[13.88235294 14.11764706] ; [45.11764706 45.88235294],0
r2,1,0.102997,2.658515,[25  3] ; [68 23],[21.88235294  6.11764706] ; [71.11764706 19.88235294],0
p1,1,0.107695,2.587722,[ 6 22] ; [ 9 82],[ 3.52941176 24.47058824] ; [11.47058824 79.52941176],0
a4,1,0.113331,2.507143,[ 3 24] ; [23 67],[ 6. 21.] ; [20. 70.],0
s8,1,0.117009,2.456909,[10 18] ; [19 71],[ 6.88135593 21.11864407] ; [22.11864407 67.88135593],0
p11,1,0.133348,2.253094,[21  7] ; [54 37],[17.64705882 10.35294118] ; [57.35294118 33.64705882],0
v1,1,0.134407,2.240851,[ 5 23] ; [29 60],[ 8.13675214 19.86324786] ; [25.86324786 63.13675214],0
s2,1,0.171104,1.873242,[14 14] ; [32 58],[10.91525424 17.08474576] ; [35.08474576 54.91525424],0
b4,1,0.18488,1.757955,[12 16] ; [52 39],[15.05882353 12.94117647] ; [48.94117647 42.05882353],0
v4,1,0.186853,1.742257,[25  3] ; [71 20],[22.58823529  5.41176471] ; [73.41176471 17.58823529],0
d2,1,0.187291,1.7388,[ 4 24] ; [24 67],[ 6.58823529 21.41176471] ; [21.41176471 69.58823529],0
b2,1,0.197141,1.663431,[8 7] ; [20 37],[5.83333333 9.16666667] ; [22.16666667 34.83333333],0
b3,1,0.197141,1.663431,[8 7] ; [20 37],[5.83333333 9.16666667] ; [22.16666667 34.83333333],0
a8,1,0.198098,1.656339,[ 5 22] ; [ 8 77],[ 3.13392857 23.86607143] ; [ 9.86607143 75.13392857],0
p12,1,0.208916,1.57892,[ 2 26] ; [ 2 88],[ 0.94915254 27.05084746] ; [ 3.05084746 86.94915254],0
n6,1,0.299738,1.075358,[21  7] ; [58 32],[18.74576271  9.25423729] ; [60.25423729 29.74576271],0
a6,1,0.309006,1.034918,[16 12] ; [42 49],[13.64705882 14.35294118] ; [44.35294118 46.64705882],0
s6,1,0.333411,0.935604,[15 12] ; [40 49],[12.80172414 14.19827586] ; [42.19827586 46.80172414],0
d3,1,0.338242,0.917083,[12 16] ; [30 61],[ 9.88235294 18.11764706] ; [32.11764706 58.88235294],0
r1,1,0.346017,0.888011,[17 11] ; [46 45],[14.82352941 13.17647059] ; [48.17647059 42.82352941],0
u2,1,0.347012,0.884354,[8 8] ; [18 31],[6.4 9.6] ; [19.6 29.4],0
a2,1,0.36098,0.834479,[ 1 27] ; [ 8 83],[ 2.11764706 25.88235294] ; [ 6.88235294 84.11764706],0
s4,1,0.38472,0.755565,[ 7 21] ; [16 75],[ 5.41176471 22.58823529] ; [17.58823529 73.41176471],0
s3,1,0.446343,0.579922,[15 12] ; [42 47],[13.26724138 13.73275862] ; [43.73275862 45.26724138],0
s5,1,0.46633,0.530659,[ 7 18] ; [19 71],[ 5.65217391 19.34782609] ; [20.34782609 69.65217391],0
n4,1,0.568616,0.325005,[18 10] ; [53 38],[16.70588235 11.29411765] ; [54.29411765 36.70588235],0
b1,1,0.574288,0.31556,[14 14] ; [40 51],[12.70588235 15.29411765] ; [41.29411765 49.70588235],0
n1,1,0.579534,0.306989,[4 5] ; [11 21],[3.29268293 5.70731707] ; [11.70731707 20.29268293],0
p9,1,0.690434,0.158616,[20  8] ; [60 29],[19.14529915  8.85470085] ; [60.85470085 28.14529915],0
s1,1,0.696792,0.151831,[ 2 25] ; [ 9 82],[ 2.51694915 24.48305085] ; [ 8.48305085 82.51694915],0
p10,1,0.70489,0.143435,[17 10] ; [53 37],[16.15384615 10.84615385] ; [53.84615385 36.15384615],0
n5,1,0.720207,0.128294,[17 11] ; [58 32],[17.79661017 10.20338983] ; [57.20338983 32.79661017],0
a3,1,0.729754,0.119337,[12 16] ; [41 47],[12.79310345 15.20689655] ; [40.20689655 47.79310345],0
a5,1,0.739,0.111007,[13 15] ; [39 52],[12.23529412 15.76470588] ; [39.76470588 51.23529412],0
v3,1,0.772288,0.083743,[ 5 23] ; [14 76],[ 4.50847458 23.49152542] ; [14.49152542 75.50847458],0
d4,1,0.858621,0.03173,[13 15] ; [44 47],[13.41176471 14.58823529] ; [43.58823529 47.41176471],0
n2,1,0.861623,0.030383,[6 3] ; [23 10],[6.21428571 2.78571429] ; [22.78571429 10.21428571],0
n3,1,0.905214,0.014179,[6 3] ; [20 11],[5.85 3.15] ; [20.15 10.85],0
a1,1,0.91913,0.010308,[ 2 26] ; [ 6 85],[ 1.88235294 26.11764706] ; [ 6.11764706 84.88235294],0
u3,1,0.950069,0.003921,[7 9] ; [21 28],[6.89230769 9.10769231] ; [21.10769231 27.89230769],0
