Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s3,1,2e-06,22.666023,[11 32] ; [24  5],[20.90277778 22.09722222] ; [14.09722222 14.90277778],1
s7,1,0.000275,13.233083,[10 28] ; [20  8],[17.27272727 20.72727273] ; [12.72727273 15.27272727],1
s8,1,0.000922,10.978577,[10 33] ; [18 11],[16.72222222 26.27777778] ; [11.27777778 17.72222222],1
s6,1,0.002046,9.507356,[19 24] ; [22  5],[25.18571429 17.81428571] ; [15.81428571 11.18571429],0
a8,1,0.025619,4.981521,[ 1 40] ; [ 5 23],[ 3.56521739 37.43478261] ; [ 2.43478261 25.56521739],0
p11,1,0.039876,4.223164,[37  6] ; [19 10],[33.44444444  9.55555556] ; [22.55555556  6.44444444],0
u2,1,0.047852,3.915185,[11  7] ; [ 4 11],[8.18181818 9.81818182] ; [6.81818182 8.18181818],0
p3,1,0.060613,3.520537,[26 17] ; [11 18],[22.09722222 20.90277778] ; [14.90277778 14.09722222],0
d5,1,0.073718,3.198232,[16 27] ; [17 12],[19.70833333 23.29166667] ; [13.29166667 15.70833333],0
s4,1,0.076962,3.127908,[ 2 41] ; [ 5 24],[ 4.18055556 38.81944444] ; [ 2.81944444 26.18055556],0
s5,1,0.092883,2.823685,[ 9 34] ; [11 17],[12.11267606 30.88732394] ; [ 7.88732394 20.11267606],0
p4,1,0.103888,2.644816,[29 14] ; [14 15],[25.68055556 17.31944444] ; [17.31944444 11.68055556],0
a4,1,0.237181,1.397273,[ 9 34] ; [ 3 26],[ 7.16666667 35.83333333] ; [ 4.83333333 24.16666667],0
p2,1,0.246581,1.342574,[36  7] ; [21  8],[34.04166667  8.95833333] ; [22.95833333  6.04166667],0
p8,1,0.267124,1.231458,[25 18] ; [13 16],[22.69444444 20.30555556] ; [15.30555556 13.69444444],0
n6,1,0.319721,0.990089,[33 10] ; [25  4],[34.63888889  8.36111111] ; [23.36111111  5.63888889],0
v4,1,0.32914,0.952278,[41  2] ; [25  3],[39.97183099  3.02816901] ; [26.02816901  1.97183099],0
d3,1,0.329867,0.949419,[13 30] ; [12 17],[14.93055556 28.06944444] ; [10.06944444 18.93055556],0
p12,1,0.337876,0.918474,[ 4 39] ; [ 1 28],[ 2.98611111 40.01388889] ; [ 2.01388889 26.98611111],0
r4,1,0.339349,0.912889,[35  8] ; [26  3],[36.43055556  6.56944444] ; [24.56944444  4.43055556],0
u1,1,0.341113,0.906245,[ 1 42] ; [ 2 27],[ 1.79166667 41.20833333] ; [ 1.20833333 27.79166667],0
d1,1,0.341113,0.906245,[ 1 42] ; [ 2 27],[ 1.79166667 41.20833333] ; [ 1.20833333 27.79166667],0
p1,1,0.350044,0.873296,[ 6 37] ; [ 2 27],[ 4.77777778 38.22222222] ; [ 3.22222222 25.77777778],0
p5,1,0.350044,0.873296,[ 6 37] ; [ 2 27],[ 4.77777778 38.22222222] ; [ 3.22222222 25.77777778],0
a3,1,0.410024,0.678731,[25 18] ; [14 15],[23.29166667 19.70833333] ; [15.70833333 13.29166667],0
b5,1,0.410024,0.678731,[25 18] ; [14 15],[23.29166667 19.70833333] ; [15.70833333 13.29166667],0
p6,1,0.517999,0.417875,[16 27] ; [13 16],[17.31944444 25.68055556] ; [11.68055556 17.31944444],0
r3,1,0.521481,0.410963,[40  3] ; [28  1],[40.61111111  2.38888889] ; [27.38888889  1.61111111],0
a5,1,0.528813,0.396671,[25 18] ; [19 10],[26.27777778 16.72222222] ; [17.72222222 11.27777778],0
n4,1,0.612386,0.256715,[32 11] ; [20  9],[31.05555556 11.94444444] ; [20.94444444  8.05555556],0
n5,1,0.68861,0.160594,[32 11] ; [22  6],[32.70422535 10.29577465] ; [21.29577465  6.70422535],0
p10,1,0.698095,0.150462,[34  9] ; [24  5],[34.63888889  8.36111111] ; [23.36111111  5.63888889],0
p9,1,0.703704,0.144648,[37  6] ; [24  5],[36.43055556  6.56944444] ; [24.56944444  4.43055556],0
b3,1,0.707162,0.141128,[ 7 18] ; [ 6 12],[ 7.55813953 17.44186047] ; [ 5.44186047 12.55813953],0
b2,1,0.707162,0.141128,[ 7 18] ; [ 6 12],[ 7.55813953 17.44186047] ; [ 5.44186047 12.55813953],0
v1,1,0.715214,0.133124,[25 17] ; [16 13],[24.25352113 17.74647887] ; [16.74647887 12.25352113],0
a2,1,0.717166,0.131224,[ 4 39] ; [ 2 27],[ 3.58333333 39.41666667] ; [ 2.41666667 26.58333333],0
n1,1,0.782935,0.075898,[4 7] ; [3 4],[4.27777778 6.72222222] ; [2.72222222 4.27777778],0
a6,1,0.791758,0.069711,[28 15] ; [18 11],[27.47222222 15.52777778] ; [18.52777778 10.47222222],0
v3,1,0.810107,0.057739,[21 22] ; [15 14],[21.5 21.5] ; [14.5 14.5],0
n2,1,0.811055,0.057152,[10  1] ; [7 1],[9.84210526 1.15789474] ; [7.15789474 0.84210526],0
d2,1,0.82646,0.048068,[ 8 35] ; [ 6 23],[ 8.36111111 34.63888889] ; [ 5.63888889 23.36111111],0
u3,1,0.848698,0.036397,[9 9] ; [7 8],[8.72727273 9.27272727] ; [7.27272727 7.72727273],0
b4,1,0.883077,0.02163,[23 20] ; [15 14],[22.69444444 20.30555556] ; [15.30555556 13.69444444],0
a7,1,0.891825,0.018495,[29 14] ; [20  9],[29.26388889 13.73611111] ; [19.73611111  9.26388889],0
p7,1,0.891825,0.018495,[29 14] ; [20  9],[29.26388889 13.73611111] ; [19.73611111  9.26388889],0
r1,1,0.931116,0.007472,[33 10] ; [22  7],[32.84722222 10.15277778] ; [22.15277778  6.84722222],0
b1,1,0.967602,0.00165,[18 25] ; [12 17],[17.91666667 25.08333333] ; [12.08333333 16.91666667],0
