Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p3,1,1e-06,25.176056,[ 8 63] ; [36 36],[21.84615385 49.15384615] ; [22.15384615 49.84615385],1
p2,1,3e-06,21.670834,[37 35] ; [62  9],[49.84615385 22.15384615] ; [49.15384615 21.84615385],1
p8,1,3.5e-05,17.123965,[18 54] ; [42 29],[30.20979021 41.79020979] ; [29.79020979 41.20979021],1
p4,1,8e-05,15.562002,[16 56] ; [39 33],[27.5 44.5] ; [27.5 44.5],1
n3,1,0.001112,10.63133,[17 18] ; [20  2],[22.71929825 12.28070175] ; [14.28070175  7.71929825],0
p6,1,0.002362,9.244218,[ 5 66] ; [18 51],[11.66428571 59.33571429] ; [11.33571429 57.66428571],0
p11,1,0.009545,6.71781,[38 34] ; [53 19],[45.5 26.5] ; [45.5 26.5],0
r4,1,0.01637,5.762728,[45 27] ; [58 14],[51.5 20.5] ; [51.5 20.5],0
a5,1,0.019442,5.4613,[31 41] ; [45 27],[38. 34.] ; [38. 34.],0
s7,1,0.027605,4.852553,[ 9 61] ; [19 49],[14.20289855 55.79710145] ; [13.79710145 54.20289855],0
n2,1,0.031539,4.623405,[17 18] ; [17  5],[20.87719298 14.12280702] ; [13.12280702  8.87719298],0
v1,1,0.061532,3.495601,[21 51] ; [31 39],[26.36619718 45.63380282] ; [25.63380282 44.36619718],0
p10,1,0.076355,3.140828,[37 34] ; [48 24],[42.2027972 28.7972028] ; [42.7972028 29.2027972],0
s3,1,0.122994,2.378772,[11 61] ; [18 52],[14.70422535 57.29577465] ; [14.29577465 55.70422535],0
s6,1,0.12615,2.339252,[21 51] ; [29 41],[25.35211268 46.64788732] ; [24.64788732 45.35211268],0
s8,1,0.138775,2.191488,[ 7 65] ; [13 58],[10.06993007 61.93006993] ; [ 9.93006993 61.06993007],0
p5,1,0.139969,2.178299,[ 2 70] ; [ 6 65],[ 4.02797203 67.97202797] ; [ 3.97202797 67.02797203],0
a6,1,0.180901,1.79021,[43 29] ; [35 37],[39. 33.] ; [39. 33.],0
r2,1,0.20713,1.591375,[56 16] ; [61 10],[58.90909091 13.09090909] ; [58.09090909 12.90909091],0
s4,1,0.237776,1.393728,[ 8 64] ; [13 59],[10.5 61.5] ; [10.5 61.5],0
v4,1,0.243354,1.361061,[60 12] ; [63  7],[62.36619718  9.63380282] ; [60.63380282  9.36619718],0
s1,1,0.245032,1.351408,[ 5 67] ; [ 2 70],[ 3.5 68.5] ; [ 3.5 68.5],0
d2,1,0.288844,1.125,[21 51] ; [27 45],[24. 48.] ; [24. 48.],0
a2,1,0.288844,1.125,[10 62] ; [ 6 66],[ 8. 64.] ; [ 8. 64.],0
u1,1,0.3017,1.066667,[ 3 69] ; [ 6 66],[ 4.5 67.5] ; [ 4.5 67.5],0
b1,1,0.307986,1.039294,[26 46] ; [32 40],[29. 43.] ; [29. 43.],0
p9,1,0.312581,1.019738,[44 26] ; [51 21],[46.83098592 23.16901408] ; [48.16901408 23.83098592],0
r3,1,0.371093,0.8,[58 14] ; [62 10],[60. 12.] ; [60. 12.],0
u2,1,0.405268,0.692641,[16 16] ; [17 11],[17.6 14.4] ; [15.4 12.6],0
p1,1,0.414098,0.667006,[ 4 68] ; [ 2 69],[ 3.02097902 68.97902098] ; [ 2.97902098 68.02097902],0
a3,1,0.435828,0.607242,[40 32] ; [44 27],[42.29370629 29.70629371] ; [41.70629371 29.29370629],0
u3,1,0.447557,0.576831,[18 14] ; [13 15],[16.53333333 15.46666667] ; [14.46666667 13.53333333],0
a4,1,0.469295,0.523636,[20 52] ; [24 48],[22. 50.] ; [22. 50.],0
a7,1,0.474667,0.511091,[51 21] ; [47 25],[49. 23.] ; [49. 23.],0
d5,1,0.474667,0.511091,[51 21] ; [47 25],[49. 23.] ; [49. 23.],0
n6,1,0.487696,0.481605,[44 28] ; [48 24],[46. 26.] ; [46. 26.],0
s5,1,0.494401,0.466935,[10 61] ; [13 58],[11.5 59.5] ; [11.5 59.5],0
b5,1,0.498962,0.457143,[44 28] ; [40 32],[42. 30.] ; [42. 30.],0
b4,1,0.498962,0.457143,[44 28] ; [40 32],[42. 30.] ; [42. 30.],0
a1,1,0.559584,0.340426,[ 1 71] ; [ 2 70],[ 1.5 70.5] ; [ 1.5 70.5],0
r1,1,0.597745,0.27841,[46 26] ; [49 23],[47.5 24.5] ; [47.5 24.5],0
a8,1,0.600236,0.27464,[ 2 67] ; [ 3 62],[ 2.57462687 66.42537313] ; [ 2.42537313 62.57462687],0
n1,1,0.662739,0.190214,[ 8 28] ; [ 6 16],[ 8.68965517 27.31034483] ; [ 5.31034483 16.68965517],0
d1,1,0.733993,0.115477,[30 42] ; [28 44],[29. 43.] ; [29. 43.],0
b3,1,0.763994,0.090144,[ 9 24] ; [11 25],[ 9.56521739 23.43478261] ; [10.43478261 25.56521739],0
b2,1,0.763994,0.090144,[ 9 24] ; [11 25],[ 9.56521739 23.43478261] ; [10.43478261 25.56521739],0
v2,1,0.773496,0.082831,[32 39] ; [29 39],[31.15827338 39.84172662] ; [29.84172662 38.15827338],0
d3,1,0.811878,0.056646,[45 27] ; [43 28],[44.30769231 27.69230769] ; [43.69230769 27.30769231],0
n5,1,0.860387,0.030934,[24 48] ; [25 47],[24.5 47.5] ; [24.5 47.5],0
v3,1,0.922444,0.009478,[17 53] ; [17 51],[17.24637681 52.75362319] ; [16.75362319 51.24637681],0
d4,1,0.959877,0.002531,[53 19] ; [52 19],[52.86713287 19.13286713] ; [52.13286713 18.86713287],0
