Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,0.007524,7.14348,[2 2] ; [31  2],[3.56756757 0.43243243] ; [29.43243243  3.56756757],0
r1,1,0.048257,3.901018,[1 3] ; [25  9],[2.73684211 1.26315789] ; [23.26315789 10.73684211],0
v4,1,0.061642,3.492647,[3 1] ; [33  1],[3.78947368 0.21052632] ; [32.21052632  1.78947368],0
n6,1,0.092842,2.824387,[2 2] ; [28  5],[3.24324324 0.75675676] ; [26.75675676  6.24324324],0
v1,1,0.158921,1.984459,[1 3] ; [21 13],[2.31578947 1.68421053] ; [19.68421053 14.31578947],0
s8,1,0.192084,1.701562,[1 3] ; [19 13],[2.22222222 1.77777778] ; [17.77777778 14.22222222],0
n1,1,0.196706,1.666667,[1 3] ; [4 2],[2. 2.] ; [3. 3.],0
n3,1,0.259796,1.269841,[2 2] ; [5 1],[2.8 1.2] ; [4.2 1.8],0
d2,1,0.316342,1.004009,[3 1] ; [16 17],[2.05405405 1.94594595] ; [16.94594595 16.05405405],0
s1,1,0.318675,0.994377,[1 3] ; [ 3 31],[0.42105263 3.57894737] ; [ 3.57894737 30.42105263],0
d3,1,0.373415,0.792268,[3 1] ; [17 16],[2.16216216 1.83783784] ; [17.83783784 15.16216216],0
a4,1,0.401309,0.704399,[1 3] ; [16 18],[1.78947368 2.21052632] ; [15.21052632 18.78947368],0
d1,1,0.401309,0.704399,[3 1] ; [18 16],[2.21052632 1.78947368] ; [18.78947368 15.21052632],0
a5,1,0.481615,0.495204,[2 2] ; [23 11],[2.63157895 1.36842105] ; [22.36842105 11.63157895],0
p10,1,0.481615,0.495204,[2 2] ; [23 11],[2.63157895 1.36842105] ; [22.36842105 11.63157895],0
b4,1,0.481615,0.495204,[2 2] ; [23 11],[2.63157895 1.36842105] ; [22.36842105 11.63157895],0
n4,1,0.481615,0.495204,[2 2] ; [23 11],[2.63157895 1.36842105] ; [22.36842105 11.63157895],0
n5,1,0.481615,0.495204,[2 2] ; [23 11],[2.63157895 1.36842105] ; [22.36842105 11.63157895],0
s5,1,0.511933,0.430113,[1 2] ; [17 15],[1.54285714 1.45714286] ; [16.45714286 15.54285714],0
a3,1,0.531257,0.391986,[3 1] ; [20 14],[2.42105263 1.57894737] ; [20.57894737 13.42105263],0
a7,1,0.531257,0.391986,[3 1] ; [20 14],[2.42105263 1.57894737] ; [20.57894737 13.42105263],0
v3,1,0.5456,0.36526,[1 3] ; [13 19],[1.55555556 2.44444444] ; [12.44444444 19.55555556],0
p11,1,0.564113,0.332633,[2 2] ; [22 12],[2.52631579 1.47368421] ; [21.47368421 12.52631579],0
a6,1,0.575082,0.314253,[3 1] ; [20 13],[2.48648649 1.51351351] ; [20.51351351 12.48648649],0
s2,1,0.603713,0.269433,[3 1] ; [21 13],[2.52631579 1.47368421] ; [21.47368421 12.52631579],0
b5,1,0.681442,0.168507,[3 1] ; [22 12],[2.63157895 1.36842105] ; [22.36842105 11.63157895],0
s7,1,0.683257,0.166483,[2 2] ; [20 13],[2.37837838 1.62162162] ; [19.62162162 13.37837838],0
d5,1,0.736692,0.113056,[3 1] ; [22 11],[2.7027027 1.2972973] ; [22.2972973 10.7027027],0
p7,1,0.764744,0.089555,[3 1] ; [23 11],[2.73684211 1.26315789] ; [23.26315789 10.73684211],0
p8,1,0.822906,0.050091,[2 2] ; [19 15],[2.21052632 1.78947368] ; [18.78947368 15.21052632],0
p9,1,0.837788,0.041912,[3 1] ; [27  7],[3.15789474 0.84210526] ; [26.84210526  7.15789474],0
p3,1,0.86322,0.029679,[2 2] ; [18 15],[2.16216216 1.83783784] ; [17.83783784 15.16216216],0
p4,1,0.86322,0.029679,[2 2] ; [18 15],[2.16216216 1.83783784] ; [17.83783784 15.16216216],0
s4,1,0.947825,0.004282,[1 3] ; [ 8 26],[0.94736842 3.05263158] ; [ 8.05263158 25.94736842],0
s3,1,0.95434,0.003278,[2 2] ; [17 16],[2.05405405 1.94594595] ; [16.94594595 16.05405405],0
v2,1,0.971007,0.001321,[2 1] ; [21 11],[1.97142857 1.02857143] ; [21.02857143 10.97142857],0
b1,1,1.0,0.0,[2 2] ; [17 17],[2. 2.] ; [17. 17.],0
