Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,9.4e-05,15.260047,[15 19] ; [52 11],[23.48453608 10.51546392] ; [43.51546392 19.48453608],1
a2,1,0.003658,8.446312,[ 1 33] ; [17 46],[ 6.30927835 27.69072165] ; [11.69072165 51.30927835],0
r2,1,0.004149,8.217626,[23 10] ; [58  5],[27.84375  5.15625] ; [53.15625  9.84375],0
a7,1,0.008371,6.952433,[17 16] ; [49 14],[22.6875 10.3125] ; [43.3125 19.6875],0
s6,1,0.011514,6.384228,[12 22] ; [38 23],[17.89473684 16.10526316] ; [32.10526316 28.89473684],0
d5,1,0.012944,6.176772,[21 12] ; [54  9],[25.78125  7.21875] ; [49.21875 13.78125],0
v2,1,0.016648,5.733094,[10 24] ; [32 26],[15.52173913 18.47826087] ; [26.47826087 31.52173913],0
d1,1,0.017125,5.683531,[13 21] ; [40 23],[18.57731959 15.42268041] ; [34.42268041 28.57731959],0
a6,1,0.023394,5.139019,[14 20] ; [41 22],[19.27835052 14.72164948] ; [35.72164948 27.27835052],0
b3,1,0.028108,4.821429,[ 7 11] ; [ 3 24],[ 4. 14.] ; [ 6. 21.],0
b2,1,0.028108,4.821429,[ 7 11] ; [ 3 24],[ 4. 14.] ; [ 6. 21.],0
u1,1,0.055301,3.672998,[ 1 33] ; [10 53],[ 3.8556701 30.1443299] ; [ 7.1443299 55.8556701],0
r3,1,0.061094,3.507427,[26  8] ; [57  6],[29.09278351  4.90721649] ; [53.90721649  9.09278351],0
s3,1,0.070656,3.267719,[11 21] ; [34 29],[15.15789474 16.84210526] ; [29.84210526 33.15789474],0
a5,1,0.085384,2.959321,[16 18] ; [41 22],[19.97938144 14.02061856] ; [37.02061856 25.97938144],0
d4,1,0.088705,2.897726,[25  9] ; [55  8],[28.04123711  5.95876289] ; [51.95876289 11.04123711],0
p10,1,0.089163,2.889426,[11 22] ; [31 29],[14.90322581 18.09677419] ; [27.09677419 32.90322581],0
n3,1,0.11376,2.5012,[6 6] ; [19  6],[8.10810811 3.89189189] ; [16.89189189  8.10810811],0
p7,1,0.122222,2.388619,[17 17] ; [21 41],[13.45833333 20.54166667] ; [24.54166667 37.45833333],0
a4,1,0.147854,2.094249,[10 24] ; [28 35],[13.31958763 20.68041237] ; [24.68041237 38.31958763],0
s7,1,0.158955,1.984138,[ 7 25] ; [20 35],[ 9.93103448 22.06896552] ; [17.06896552 37.93103448],0
v4,1,0.170253,1.880716,[26  8] ; [55  8],[28.39175258  5.60824742] ; [52.60824742 10.39175258],0
n4,1,0.186266,1.74691,[ 7 27] ; [21 42],[ 9.81443299 24.18556701] ; [18.18556701 44.81443299],0
p1,1,0.211932,1.558182,[ 4 30] ; [ 3 59],[ 2.47916667 31.52083333] ; [ 4.52083333 57.47916667],0
d3,1,0.212788,1.552355,[20 13] ; [46 17],[22.6875 10.3125] ; [43.3125 19.6875],0
b1,1,0.229252,1.445493,[20 14] ; [29 34],[17.17525773 16.82474227] ; [31.82474227 31.17525773],0
a1,1,0.243679,1.359186,[ 2 32] ; [ 1 62],[ 1.05154639 32.94845361] ; [ 1.94845361 61.05154639],0
p8,1,0.255735,1.291702,[ 7 26] ; [20 42],[ 9.37894737 23.62105263] ; [17.62105263 44.37894737],0
n6,1,0.314902,1.010005,[19 15] ; [28 34],[16.64583333 17.35416667] ; [30.35416667 31.64583333],0
p3,1,0.325034,0.968581,[14 19] ; [20 42],[11.81052632 21.18947368] ; [22.18947368 39.81052632],0
p2,1,0.360647,0.835637,[17 17] ; [37 25],[19.125 14.875] ; [34.875 27.125],0
s8,1,0.362977,0.827567,[ 6 28] ; [16 46],[ 7.79166667 26.20833333] ; [14.20833333 47.79166667],0
s5,1,0.37061,0.801619,[11 22] ; [14 43],[ 9.16666667 23.83333333] ; [15.83333333 41.16666667],0
u2,1,0.389412,0.740779,[7 8] ; [14  9],[8.28947368 6.71052632] ; [12.71052632 10.28947368],0
v3,1,0.428558,0.626729,[ 8 25] ; [18 38],[ 9.64044944 23.35955056] ; [16.35955056 39.64044944],0
s2,1,0.543106,0.369813,[14 20] ; [30 33],[15.42268041 18.57731959] ; [28.57731959 34.42268041],0
u3,1,0.552033,0.353688,[7 8] ; [13 10],[7.89473684 7.10526316] ; [12.10526316 10.89473684],0
b4,1,0.56381,0.333149,[19 15] ; [39 24],[20.32989691 13.67010309] ; [37.67010309 25.32989691],0
v1,1,0.610956,0.258785,[10 23] ; [22 40],[11.11578947 21.88421053] ; [20.88421053 41.11578947],0
d2,1,0.632015,0.229339,[15 19] ; [31 32],[16.12371134 17.87628866] ; [29.87628866 33.12371134],0
n1,1,0.652317,0.202991,[ 2 10] ; [ 6 20],[2.52631579 9.47368421] ; [ 5.47368421 20.52631579],0
n2,1,0.657553,0.196509,[6 6] ; [15 11],[6.63157895 5.36842105] ; [14.36842105 11.63157895],0
p9,1,0.661533,0.191667,[17 15] ; [29 31],[16. 16.] ; [30. 30.],0
b5,1,0.671166,0.180242,[22 12] ; [38 25],[21.03092784 12.96907216] ; [38.96907216 24.03092784],0
a3,1,0.79503,0.067488,[19 14] ; [38 25],[19.59375 13.40625] ; [37.40625 25.59375],0
p6,1,0.799719,0.064369,[ 6 26] ; [13 49],[ 6.46808511 25.53191489] ; [12.53191489 49.46808511],0
s1,1,0.87956,0.02296,[ 3 31] ; [ 5 58],[ 2.80412371 31.19587629] ; [ 5.19587629 57.80412371],0
s4,1,0.930556,0.007594,[10 24] ; [18 45],[ 9.81443299 24.18556701] ; [18.18556701 44.81443299],0
p4,1,0.948078,0.004241,[13 20] ; [24 38],[12.85263158 20.14736842] ; [24.14736842 37.85263158],0
