Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r1,1,0.004845,7.936508,[ 2 13] ; [4 1],[ 4.5 10.5] ; [1.5 3.5],0
p7,1,0.014851,5.934066,[12  3] ; [1 4],[9.75 5.25] ; [3.25 1.75],0
a6,1,0.069294,3.299663,[10  5] ; [1 4],[8.25 6.75] ; [2.75 2.25],0
p2,1,0.090969,2.857143,[12  3] ; [2 3],[10.5  4.5] ; [3.5 1.5],0
a5,1,0.121335,2.4,[9 6] ; [1 4],[7.5 7.5] ; [2.5 2.5],0
a3,1,0.19446,1.683502,[7 8] ; [4 1],[8.25 6.75] ; [2.75 2.25],0
p8,1,0.19446,1.683502,[8 7] ; [1 4],[6.75 8.25] ; [2.25 2.75],0
s7,1,0.211088,1.563946,[ 4 10] ; [3 2],[5.15789474 8.84210526] ; [1.84210526 3.15789474],0
v4,1,0.291841,1.111111,[10  5] ; [2 3],[9. 6.] ; [3. 2.],0
b4,1,0.291841,1.111111,[ 5 10] ; [3 2],[6. 9.] ; [2. 3.],0
p9,1,0.291841,1.111111,[10  5] ; [2 3],[9. 6.] ; [3. 2.],0
s3,1,0.416793,0.659341,[9 6] ; [4 1],[9.75 5.25] ; [3.25 1.75],0
n4,1,0.416793,0.659341,[9 6] ; [4 1],[9.75 5.25] ; [3.25 1.75],0
b5,1,0.416793,0.659341,[9 6] ; [4 1],[9.75 5.25] ; [3.25 1.75],0
p6,1,0.416793,0.659341,[6 9] ; [1 4],[5.25 9.75] ; [1.75 3.25],0
s8,1,0.416793,0.659341,[6 9] ; [1 4],[5.25 9.75] ; [1.75 3.25],0
a8,1,0.421317,0.646639,[ 1 13] ; [1 4],[ 1.47368421 12.52631579] ; [0.52631579 4.47368421],0
v2,1,0.436275,0.606061,[6 9] ; [3 2],[6.75 8.25] ; [2.25 2.75],0
p10,1,0.573138,0.31746,[11  4] ; [3 2],[10.5  4.5] ; [3.5 1.5],0
v3,1,0.573138,0.31746,[ 5 10] ; [1 4],[ 4.5 10.5] ; [1.5 3.5],0
p11,1,0.573138,0.31746,[11  4] ; [3 2],[10.5  4.5] ; [3.5 1.5],0
a7,1,0.573138,0.31746,[ 4 11] ; [2 3],[ 4.5 10.5] ; [1.5 3.5],0
b2,1,0.630701,0.231111,[2 8] ; [1 2],[2.30769231 7.69230769] ; [0.69230769 2.30769231],0
b3,1,0.630701,0.231111,[2 8] ; [1 2],[2.30769231 7.69230769] ; [0.69230769 2.30769231],0
d4,1,0.717688,0.130719,[13  2] ; [4 1],[12.75  2.25] ; [4.25 0.75],0
a1,1,0.717688,0.130719,[ 2 13] ; [1 4],[ 2.25 12.75] ; [0.75 4.25],0
r4,1,0.765594,0.088889,[ 4 11] ; [1 4],[ 3.75 11.25] ; [1.25 3.75],0
s4,1,0.765594,0.088889,[ 4 11] ; [1 4],[ 3.75 11.25] ; [1.25 3.75],0
d2,1,0.765594,0.088889,[ 4 11] ; [1 4],[ 3.75 11.25] ; [1.25 3.75],0
d1,1,0.786648,0.07326,[ 5 10] ; [2 3],[5.25 9.75] ; [1.75 3.25],0
v1,1,0.79525,0.06734,[7 8] ; [2 3],[6.75 8.25] ; [2.25 2.75],0
d5,1,0.79525,0.06734,[7 8] ; [2 3],[6.75 8.25] ; [2.25 2.75],0
b1,1,0.79525,0.06734,[8 7] ; [3 2],[8.25 6.75] ; [2.75 2.25],0
n6,1,0.946375,0.004524,[11  4] ; [3 1],[11.05263158  3.94736842] ; [2.94736842 1.05263158],0
r3,1,1.0,0.0,[12  3] ; [4 1],[12.  3.] ; [4. 1.],0
s6,1,1.0,0.0,[12  3] ; [4 1],[12.  3.] ; [4. 1.],0
d3,1,1.0,0.0,[9 6] ; [3 2],[9. 6.] ; [3. 2.],0
