Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a3,1,0.011317,6.414807,[15  1] ; [57 36],[10.56880734  5.43119266] ; [61.43119266 31.56880734],0
u1,1,0.020591,5.36105,[ 6 10] ; [13 81],[ 2.76363636 13.23636364] ; [16.23636364 77.76363636],0
p5,1,0.041972,4.136335,[ 2 14] ; [ 2 91],[ 0.58715596 15.41284404] ; [ 3.41284404 89.58715596],0
s8,1,0.058346,3.583777,[ 6 10] ; [16 78],[ 3.2 12.8] ; [18.8 75.2],0
n1,1,0.061664,3.492063,[5 2] ; [11 22],[2.8 4.2] ; [13.2 19.8],0
a4,1,0.073647,3.199801,[9 7] ; [31 63],[ 5.81818182 10.18181818] ; [34.18181818 59.81818182],0
s6,1,0.074885,3.17257,[11  5] ; [42 52],[7.70909091 8.29090909] ; [45.29090909 48.70909091],0
n2,1,0.075879,3.151042,[7 1] ; [17 15],[4.8 3.2] ; [19.2 12.8],0
p10,1,0.091995,2.839119,[7 8] ; [24 70],[ 4.26605505 10.73394495] ; [26.73394495 67.26605505],0
d5,1,0.102879,2.660335,[15  1] ; [71 23],[12.50909091  3.49090909] ; [73.49090909 20.50909091],0
d2,1,0.104665,2.632979,[11  5] ; [44 50],[8. 8.] ; [47. 47.],0
a8,1,0.124283,2.362495,[ 3 11] ; [ 7 79],[ 1.4 12.6] ; [ 8.6 77.4],0
d4,1,0.157432,1.998722,[15  1] ; [74 20],[12.94545455  3.05454545] ; [76.05454545 17.94545455],0
a2,1,0.157949,1.993755,[ 6 10] ; [20 74],[ 3.78181818 12.21818182] ; [22.21818182 71.78181818],0
s7,1,0.185024,1.756799,[7 9] ; [24 64],[ 4.76923077 11.23076923] ; [26.23076923 61.76923077],0
p4,1,0.207152,1.59122,[9 6] ; [40 54],[6.74311927 8.25688073] ; [42.25688073 51.74311927],0
n6,1,0.215296,1.53545,[13  3] ; [61 32],[10.86238532  5.13761468] ; [63.13761468 29.86238532],0
r4,1,0.256697,1.286484,[14  2] ; [70 24],[12.21818182  3.78181818] ; [71.78181818 22.21818182],0
r1,1,0.290966,1.115144,[14  2] ; [71 23],[12.36363636  3.63636364] ; [72.63636364 21.36363636],0
p11,1,0.315737,1.006522,[ 6 10] ; [48 46],[7.85454545 8.14545455] ; [46.14545455 47.85454545],0
d3,1,0.324529,0.970606,[13  3] ; [65 29],[11.34545455  4.65454545] ; [66.65454545 27.34545455],0
a6,1,0.324529,0.970606,[13  3] ; [65 29],[11.34545455  4.65454545] ; [66.65454545 27.34545455],0
d1,1,0.396993,0.717415,[10  6] ; [48 46],[8.43636364 7.56363636] ; [49.56363636 44.43636364],0
r3,1,0.400368,0.707221,[15  1] ; [81 13],[13.96363636  2.03636364] ; [82.03636364 11.96363636],0
n3,1,0.414216,0.666667,[6 2] ; [19 13],[5. 3.] ; [20. 12.],0
s3,1,0.44333,0.587649,[8 8] ; [37 56],[6.60550459 9.39449541] ; [38.39449541 54.60550459],0
v1,1,0.453044,0.563025,[7 9] ; [32 62],[ 5.67272727 10.32727273] ; [33.32727273 60.67272727],0
v3,1,0.4959,0.4637,[ 6 10] ; [27 66],[ 4.8440367 11.1559633] ; [28.1559633 64.8440367],0
b4,1,0.506427,0.441442,[9 7] ; [61 33],[10.18181818  5.81818182] ; [59.81818182 34.18181818],0
p6,1,0.519282,0.415319,[ 2 13] ; [19 74],[ 2.91666667 12.08333333] ; [18.08333333 74.91666667],0
a5,1,0.536984,0.381159,[11  5] ; [57 37],[9.89090909 6.10909091] ; [58.10909091 35.89090909],0
b3,1,0.548525,0.359966,[3 9] ; [19 37],[3.88235294 8.11764706] ; [18.11764706 37.88235294],0
b2,1,0.548525,0.359966,[3 9] ; [19 37],[3.88235294 8.11764706] ; [18.11764706 37.88235294],0
b1,1,0.592372,0.286655,[10  6] ; [52 42],[9.01818182 6.98181818] ; [52.98181818 41.01818182],0
v4,1,0.605829,0.266293,[13  3] ; [81 13],[13.67272727  2.32727273] ; [80.32727273 13.67272727],0
n4,1,0.65984,0.193718,[10  6] ; [64 30],[10.76363636  5.23636364] ; [63.23636364 30.76363636],0
p1,1,0.752184,0.099705,[ 1 15] ; [ 8 85],[ 1.32110092 14.67889908] ; [ 7.67889908 85.32110092],0
p7,1,0.767077,0.087735,[6 9] ; [41 52],[6.52777778 8.47222222] ; [40.47222222 52.52777778],0
v2,1,0.790993,0.070236,[7 8] ; [40 53],[6.52777778 8.47222222] ; [40.47222222 52.52777778],0
p8,1,0.805328,0.060741,[ 5 11] ; [32 61],[ 5.43119266 10.56880734] ; [31.56880734 61.43119266],0
b5,1,0.853215,0.034232,[10  6] ; [61 33],[10.32727273  5.67272727] ; [60.67272727 33.32727273],0
a1,1,0.864686,0.02904,[ 1 15] ; [ 7 87],[ 1.16363636 14.83636364] ; [ 6.83636364 87.16363636],0
p2,1,0.887808,0.019903,[10  6] ; [57 37],[9.74545455 6.25454545] ; [57.25454545 36.74545455],0
s2,1,0.926797,0.008441,[ 5 11] ; [28 65],[ 4.8440367 11.1559633] ; [28.1559633 64.8440367],0
p3,1,0.947907,0.004269,[ 5 11] ; [28 64],[ 4.88888889 11.11111111] ; [28.11111111 63.88888889],0
s4,1,0.964483,0.001983,[ 2 14] ; [12 81],[ 2.05504587 13.94495413] ; [11.94495413 81.05504587],0
s1,1,0.983929,0.000406,[ 1 15] ; [ 6 88],[ 1.01818182 14.98181818] ; [ 5.98181818 88.01818182],0
n5,1,0.992089,9.8e-05,[9 7] ; [53 41],[9.01818182 6.98181818] ; [52.98181818 41.01818182],0
