Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s7,1,0.000285,13.168668,[17 60] ; [36 35],[27.57432432 49.42567568] ; [25.42567568 45.57432432],1
s3,1,0.004398,8.111633,[12 71] ; [25 49],[19.56050955 63.43949045] ; [17.43949045 56.56050955],0
d3,1,0.021544,5.282265,[52 32] ; [59 16],[58.64150943 25.35849057] ; [52.35849057 22.64150943],0
p1,1,0.038815,4.26895,[13 71] ; [ 4 71],[ 8.98113208 75.01886792] ; [ 8.01886792 66.98113208],0
b4,1,0.038886,4.26585,[46 38] ; [53 22],[52.30188679 31.69811321] ; [46.69811321 28.30188679],0
p12,1,0.077837,3.109488,[ 3 80] ; [ 8 66],[ 5.81528662 77.18471338] ; [ 5.18471338 68.81528662],0
u2,1,0.08287,3.0077,[11 13] ; [15  6],[13.86666667 10.13333333] ; [12.13333333  8.86666667],0
s5,1,0.087781,2.914597,[11 71] ; [18 57],[15.14649682 66.85350318] ; [13.85350318 61.14649682],0
s4,1,0.091185,2.853319,[ 4 80] ; [ 9 65],[ 6.91139241 77.08860759] ; [ 6.08860759 67.91139241],0
a8,1,0.140839,2.168772,[ 7 66] ; [12 54],[ 9.97841727 63.02158273] ; [ 9.02158273 56.97841727],0
u3,1,0.143094,2.14437,[ 9 15] ; [13  9],[11.47826087 12.52173913] ; [10.52173913 11.47826087],0
r4,1,0.146835,2.104829,[71 13] ; [69  6],[73.96226415 10.03773585] ; [66.03773585  8.96226415],0
n6,1,0.160881,1.965922,[67 17] ; [66  9],[70.26415094 13.73584906] ; [62.73584906 12.26415094],0
b5,1,0.166735,1.912056,[47 37] ; [50 25],[51.24528302 32.75471698] ; [45.75471698 29.24528302],0
b2,1,0.181716,1.783533,[25 34] ; [15 35],[21.65137615 37.34862385] ; [18.34862385 31.65137615],0
b3,1,0.181716,1.783533,[25 34] ; [15 35],[21.65137615 37.34862385] ; [18.34862385 31.65137615],0
p3,1,0.214093,1.543528,[40 43] ; [43 31],[43.87898089 39.12101911] ; [39.12101911 34.87898089],0
p5,1,0.214363,1.541714,[ 9 75] ; [13 61],[11.69620253 72.30379747] ; [10.30379747 63.69620253],0
p9,1,0.214941,1.537832,[65 19] ; [63 11],[68.05063291 15.94936709] ; [59.94936709 14.05063291],0
s8,1,0.216118,1.529966,[24 60] ; [28 46],[27.64556962 56.35443038] ; [24.35443038 49.64556962],0
a1,1,0.256816,1.285841,[ 4 80] ; [ 7 68],[ 5.81132075 78.18867925] ; [ 5.18867925 69.81132075],0
p10,1,0.258016,1.279371,[62 21] ; [60 13],[64.91025641 18.08974359] ; [57.08974359 15.91025641],0
r3,1,0.307699,1.040527,[75  8] ; [71  4],[76.69620253  6.30379747] ; [69.30379747  5.69620253],0
a2,1,0.340363,0.909063,[15 69] ; [18 57],[17.43396226 66.56603774] ; [15.56603774 59.43396226],0
n4,1,0.340363,0.909063,[69 15] ; [57 18],[66.56603774 17.43396226] ; [59.43396226 15.56603774],0
p8,1,0.353233,0.861809,[46 36] ; [35 37],[43.12987013 38.87012987] ; [37.87012987 34.12987013],0
d4,1,0.40692,0.687782,[63 20] ; [61 14],[65.13924051 17.86075949] ; [58.86075949 16.13924051],0
r2,1,0.41081,0.676454,[78  4] ; [68  6],[76.74358974  5.25641026] ; [69.25641026  4.74358974],0
a4,1,0.414451,0.665997,[36 48] ; [27 47],[33.49367089 50.50632911] ; [29.50632911 44.49367089],0
p4,1,0.424493,0.637843,[43 38] ; [44 30],[45.46451613 35.53548387] ; [41.53548387 32.46451613],0
p6,1,0.45383,0.56107,[26 55] ; [28 46],[28.21935484 52.78064516] ; [25.78064516 48.21935484],0
n2,1,0.519043,0.415794,[11  4] ; [10  6],[10.16129032  4.83870968] ; [10.83870968  5.16129032],0
a6,1,0.570001,0.322681,[57 27] ; [54 21],[58.64150943 25.35849057] ; [52.35849057 22.64150943],0
v4,1,0.573972,0.316082,[79  5] ; [72  3],[79.77358491  4.22641509] ; [71.22641509  3.77358491],0
v1,1,0.58051,0.305411,[48 35] ; [46 28],[49.69426752 33.30573248] ; [44.30573248 29.69426752],0
v2,1,0.584996,0.298227,[64 18] ; [55 19],[62.55128205 19.44871795] ; [56.44871795 17.55128205],0
n5,1,0.606179,0.265777,[62 22] ; [58 17],[63.39622642 20.60377358] ; [56.60377358 18.39622642],0
d2,1,0.609443,0.260987,[41 42] ; [34 41],[39.39873418 43.60126582] ; [35.60126582 39.39873418],0
a7,1,0.613404,0.255247,[59 24] ; [56 19],[60.41139241 22.58860759] ; [54.58860759 20.41139241],0
s1,1,0.628748,0.233762,[ 2 81] ; [ 1 73],[ 1.58598726 81.41401274] ; [ 1.41401274 72.58598726],0
d5,1,0.664571,0.188019,[66 18] ; [61 14],[67.09433962 16.90566038] ; [59.90566038 15.09433962],0
p11,1,0.687622,0.161672,[65 19] ; [60 15],[66.03773585 17.96226415] ; [58.96226415 16.03773585],0
b1,1,0.768932,0.086302,[31 53] ; [26 49],[30.11320755 53.88679245] ; [26.88679245 48.11320755],0
u1,1,0.786257,0.073535,[10 74] ; [10 65],[10.56603774 73.43396226] ; [ 9.43396226 65.56603774],0
n1,1,0.810595,0.057436,[4 9] ; [ 4 11],[3.71428571 9.28571429] ; [ 4.28571429 10.71428571],0
a3,1,0.821474,0.050918,[60 23] ; [53 22],[59.36075949 23.63924051] ; [53.63924051 21.36075949],0
a5,1,0.824317,0.049282,[58 26] ; [53 22],[58.64150943 25.35849057] ; [52.35849057 22.64150943],0
