Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s8,1,0.005397,7.741389,[ 2 22] ; [3 2],[ 4.13793103 19.86206897] ; [0.86206897 4.13793103],0
p6,1,0.020385,5.378656,[ 3 20] ; [3 2],[ 4.92857143 18.07142857] ; [1.07142857 3.92857143],0
p2,1,0.022592,5.199614,[ 6 17] ; [4 1],[ 8.21428571 14.78571429] ; [1.78571429 3.21428571],0
p4,1,0.03308,4.541625,[ 7 17] ; [4 1],[ 9.10344828 14.89655172] ; [1.89655172 3.10344828],0
a4,1,0.039709,4.230272,[16  7] ; [1 4],[13.96428571  9.03571429] ; [3.03571429 1.96428571],0
p7,1,0.074653,3.177629,[ 5 19] ; [3 2],[ 6.62068966 17.37931034] ; [1.37931034 3.62068966],0
a7,1,0.164269,1.934484,[11 13] ; [4 1],[12.4137931 11.5862069] ; [2.5862069 2.4137931],0
p9,1,0.182698,1.775543,[ 9 14] ; [3 1],[10.22222222 12.77777778] ; [1.77777778 2.22222222],0
p3,1,0.186978,1.741272,[ 7 17] ; [3 2],[ 8.27586207 15.72413793] ; [1.72413793 3.27586207],0
d5,1,0.203708,1.615586,[23  1] ; [4 1],[22.34482759  1.65517241] ; [4.65517241 0.34482759],0
s1,1,0.203708,1.615586,[ 1 23] ; [1 4],[ 1.65517241 22.34482759] ; [0.34482759 4.65517241],0
p10,1,0.215869,1.531624,[10 14] ; [3 1],[11.14285714 12.85714286] ; [1.85714286 2.14285714],0
r4,1,0.263585,1.249832,[ 8 16] ; [3 2],[ 9.10344828 14.89655172] ; [1.89655172 3.10344828],0
v3,1,0.264145,1.246904,[ 4 19] ; [2 3],[ 4.92857143 18.07142857] ; [1.07142857 3.92857143],0
s3,1,0.280087,1.166667,[11 13] ; [3 1],[12. 12.] ; [2. 2.],0
b1,1,0.352732,0.863603,[15  9] ; [2 3],[14.06896552  9.93103448] ; [2.93103448 2.06896552],0
r1,1,0.352732,0.863603,[ 9 15] ; [3 2],[ 9.93103448 14.06896552] ; [2.06896552 2.93103448],0
v1,1,0.392742,0.730435,[ 5 18] ; [2 3],[ 5.75 17.25] ; [1.25 3.75],0
s5,1,0.426285,0.632922,[ 5 17] ; [2 3],[ 5.7037037 16.2962963] ; [1.2962963 3.7037037],0
p5,1,0.435819,0.607265,[ 2 22] ; [1 4],[ 2.48275862 21.51724138] ; [0.51724138 4.48275862],0
r2,1,0.463238,0.538059,[16  5] ; [3 2],[15.34615385  5.65384615] ; [3.65384615 1.34615385],0
r3,1,0.557699,0.343704,[16  8] ; [4 1],[16.55172414  7.44827586] ; [3.44827586 1.55172414],0
b4,1,0.557699,0.343704,[16  8] ; [4 1],[16.55172414  7.44827586] ; [3.44827586 1.55172414],0
s6,1,0.560776,0.338363,[ 8 15] ; [2 2],[ 8.51851852 14.48148148] ; [1.48148148 2.51851852],0
b3,1,0.651291,0.204276,[ 7 12] ; [1 3],[ 6.60869565 12.39130435] ; [1.39130435 2.60869565],0
b2,1,0.651291,0.204276,[ 7 12] ; [1 3],[ 6.60869565 12.39130435] ; [1.39130435 2.60869565],0
s4,1,0.658173,0.19575,[ 3 21] ; [1 4],[ 3.31034483 20.68965517] ; [0.68965517 4.31034483],0
a5,1,0.676531,0.174058,[17  7] ; [4 1],[17.37931034  6.62068966] ; [3.62068966 1.37931034],0
v2,1,0.683949,0.165714,[12 12] ; [3 2],[12.4137931 11.5862069] ; [2.5862069 2.4137931],0
a8,1,0.687031,0.162319,[ 4 20] ; [1 3],[ 4.28571429 19.71428571] ; [0.71428571 3.28571429],0
s7,1,0.785792,0.073864,[ 7 15] ; [1 3],[ 6.76923077 15.23076923] ; [1.23076923 2.76923077],0
b5,1,0.811414,0.056931,[13 11] ; [3 2],[13.24137931 10.75862069] ; [2.75862069 2.24137931],0
s2,1,0.850857,0.035354,[ 5 19] ; [1 3],[ 5.14285714 18.85714286] ; [0.85714286 3.14285714],0
a3,1,0.857541,0.032222,[20  4] ; [4 1],[19.86206897  4.13793103] ; [4.13793103 0.86206897],0
d3,1,0.857541,0.032222,[20  4] ; [4 1],[19.86206897  4.13793103] ; [4.13793103 0.86206897],0
n3,1,0.905581,0.014069,[6 5] ; [1 1],[5.92307692 5.07692308] ; [1.07692308 0.92307692],0
a2,1,0.96662,0.001751,[ 5 19] ; [1 4],[ 4.96551724 19.03448276] ; [1.03448276 3.96551724],0
n2,1,1.0,0.0,[6 6] ; [1 1],[6. 6.] ; [1. 1.],0
