Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s3,1,0.0,50.089424,[22 37] ; [245  56],[43.75833333 15.24166667] ; [223.24166667  77.75833333],1
s2,1,0.0,41.139588,[23 36] ; [241  62],[43.02762431 15.97237569] ; [220.97237569  82.02762431],1
s5,1,0.0,25.470127,[ 9 48] ; [153 140],[26.38285714 30.61714286] ; [135.61714286 157.38285714],1
s8,1,3.3e-05,17.25231,[27 32] ; [221  81],[40.53185596 18.46814404] ; [207.46814404  94.53185596],1
r3,1,0.000513,12.067001,[52  7] ; [295   7],[56.71191136  2.28808864] ; [290.28808864  11.71191136],1
n5,1,0.002003,9.546355,[40 19] ; [255  46],[48.34722222 10.65277778] ; [246.65277778  54.34722222],0
r4,1,0.003617,8.466565,[48 11] ; [283  21],[53.79889807  5.20110193] ; [277.20110193  26.79889807],0
p9,1,0.023476,5.132962,[49 10] ; [278  23],[53.59166667  5.40833333] ; [273.40833333  27.59166667],0
r1,1,0.025695,4.976456,[44 15] ; [261  42],[49.70994475  9.29005525] ; [255.29005525  47.70994475],0
d1,1,0.030162,4.700021,[29 30] ; [195 109],[36.4077135 22.5922865] ; [187.5922865 116.4077135],0
d5,1,0.037774,4.315178,[43 16] ; [255  48],[48.56906077 10.43093923] ; [249.43093923  53.56906077],0
v1,1,0.06044,3.525257,[27 30] ; [181 117],[33.3971831 23.6028169] ; [174.6028169 123.3971831],0
r2,1,0.066812,3.359649,[53  5] ; [289  10],[55.56302521  2.43697479] ; [286.43697479  12.56302521],0
d2,1,0.076911,3.129004,[25 34] ; [167 137],[31.20661157 27.79338843] ; [160.79338843 143.20661157],0
a2,1,0.077461,3.117385,[11 48] ; [ 91 213],[16.5785124 42.4214876] ; [ 85.4214876 218.5785124],0
n6,1,0.106911,2.599302,[48 10] ; [271  30],[51.53760446  6.46239554] ; [267.46239554  33.53760446],0
p5,1,0.121024,2.404023,[ 6 53] ; [ 56 247],[10.10497238 48.89502762] ; [ 51.89502762 251.10497238],0
a5,1,0.151529,2.056788,[42 17] ; [242  62],[46.15977961 12.84022039] ; [237.84022039  66.15977961],0
b3,1,0.168887,1.892795,[22 20] ; [ 85 123],[17.976 24.024] ; [ 89.024 118.976],0
b2,1,0.168887,1.892795,[22 20] ; [ 85 123],[17.976 24.024] ; [ 89.024 118.976],0
p12,1,0.203854,1.614548,[ 3 55] ; [ 32 271],[ 5.6232687 52.3767313] ; [ 29.3767313 273.6232687],0
b4,1,0.214287,1.542224,[28 31] ; [171 133],[32.34435262 26.65564738] ; [166.65564738 137.34435262],0
p1,1,0.279479,1.16962,[ 4 55] ; [ 35 268],[ 6.35635359 52.64364641] ; [ 32.64364641 270.35635359],0
p4,1,0.285609,1.140205,[39 20] ; [221  82],[42.37569061 16.62430939] ; [217.62430939  85.37569061],0
p8,1,0.310012,1.030627,[33 26] ; [187 110],[36.46067416 22.53932584] ; [183.53932584 113.46067416],0
s4,1,0.341921,0.903214,[10 49] ; [ 68 234],[12.74792244 46.25207756] ; [ 65.25207756 236.74792244],0
a8,1,0.377986,0.777241,[11 40] ; [ 45 228],[ 8.81481481 42.18518519] ; [ 47.18518519 225.81481481],0
d4,1,0.379776,0.771428,[48 11] ; [260  43],[50.19889503  8.80110497] ; [257.80110497  45.19889503],0
p6,1,0.380202,0.770049,[31 27] ; [141 158],[27.94397759 30.05602241] ; [144.05602241 154.94397759],0
u1,1,0.444557,0.584492,[12 47] ; [ 76 228],[14.3030303 44.6969697] ; [ 73.6969697 230.3030303],0
