Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
b4,1,0.012797,6.197014,[ 9 15] ; [34 16],[13.94594595 10.05405405] ; [29.05405405 20.94594595],0
s1,1,0.018621,5.536773,[ 4 20] ; [ 1 49],[ 1.62162162 22.37837838] ; [ 3.37837838 46.62162162],0
v2,1,0.030399,4.68656,[10 13] ; [35 15],[14.17808219  8.82191781] ; [30.82191781 19.17808219],0
a1,1,0.051381,3.795815,[ 1 23] ; [11 39],[ 3.89189189 20.10810811] ; [ 8.10810811 41.89189189],0
p10,1,0.054397,3.700467,[19  5] ; [47  3],[21.40540541  2.59459459] ; [44.59459459  5.40540541],0
p11,1,0.054397,3.700467,[19  5] ; [47  3],[21.40540541  2.59459459] ; [44.59459459  5.40540541],0
s2,1,0.06947,3.295496,[10 14] ; [32 18],[13.62162162 10.37837838] ; [28.37837838 21.62162162],0
u2,1,0.124541,2.359259,[1 2] ; [8 2],[2.07692308 0.92307692] ; [6.92307692 3.07692308],0
b3,1,0.129589,2.297426,[13  8] ; [13 19],[10.30188679 10.69811321] ; [15.69811321 16.30188679],0
b2,1,0.129589,2.297426,[13  8] ; [13 19],[10.30188679 10.69811321] ; [15.69811321 16.30188679],0
a8,1,0.139865,2.179439,[ 5 19] ; [ 4 43],[ 3.04225352 20.95774648] ; [ 5.95774648 41.04225352],0
n1,1,0.152338,2.048677,[2 4] ; [7 3],[3.375 2.625] ; [5.625 4.375],0
p9,1,0.180999,1.789398,[21  3] ; [47  2],[22.35616438  1.64383562] ; [45.64383562  3.35616438],0
a5,1,0.187204,1.739488,[17  7] ; [42  8],[19.13513514  4.86486486] ; [39.86486486 10.13513514],0
u1,1,0.187204,1.739488,[ 7 17] ; [ 8 42],[ 4.86486486 19.13513514] ; [10.13513514 39.86486486],0
b5,1,0.188814,1.72685,[13 11] ; [19 31],[10.37837838 13.62162162] ; [21.62162162 28.37837838],0
v3,1,0.191975,1.702398,[11 12] ; [32 18],[13.54794521  9.45205479] ; [29.45205479 20.54794521],0
v1,1,0.193211,1.692958,[12 11] ; [34 16],[14.49315068  8.50684932] ; [31.50684932 18.49315068],0
n4,1,0.26104,1.263232,[20  4] ; [46  4],[21.40540541  2.59459459] ; [44.59459459  5.40540541],0
s7,1,0.261788,1.259276,[20  4] ; [32 13],[18.08695652  5.91304348] ; [33.91304348 11.08695652],0
s4,1,0.270816,1.212609,[ 1 23] ; [ 6 43],[ 2.30136986 21.69863014] ; [ 4.69863014 44.30136986],0
n3,1,0.3017,1.066667,[2 4] ; [6 4],[3. 3.] ; [5. 5.],0
a3,1,0.427397,0.629887,[21  3] ; [40 10],[19.78378378  4.21621622] ; [41.21621622  8.78378378],0
a4,1,0.489618,0.477366,[ 9 15] ; [23 27],[10.37837838 13.62162162] ; [21.62162162 28.37837838],0
s6,1,0.502335,0.45,[19  5] ; [41  7],[20.  4.] ; [40.  8.],0
n5,1,0.535783,0.383412,[21  3] ; [46  4],[21.72972973  2.27027027] ; [45.27027027  4.72972973],0
d4,1,0.547925,0.361048,[21  3] ; [41  9],[20.10810811  3.89189189] ; [41.89189189  8.10810811],0
r1,1,0.547925,0.361048,[21  3] ; [41  9],[20.10810811  3.89189189] ; [41.89189189  8.10810811],0
u3,1,0.630701,0.231111,[2 1] ; [8 2],[2.30769231 0.69230769] ; [7.69230769 2.30769231],0
p1,1,0.638437,0.220793,[ 8 16] ; [14 36],[ 7.13513514 16.86486486] ; [14.86486486 35.13513514],0
p12,1,0.638437,0.220793,[ 8 16] ; [14 36],[ 7.13513514 16.86486486] ; [14.86486486 35.13513514],0
r4,1,0.708147,0.140135,[22  2] ; [47  3],[22.37837838  1.62162162] ; [46.62162162  3.37837838],0
r3,1,0.708147,0.140135,[22  2] ; [47  3],[22.37837838  1.62162162] ; [46.62162162  3.37837838],0
p4,1,0.744054,0.106595,[23  1] ; [47  3],[22.7027027  1.2972973] ; [47.2972973  2.7027027],0
s3,1,0.762299,0.091484,[14 10] ; [31 19],[14.59459459  9.40540541] ; [30.40540541 19.59459459],0
a7,1,0.771797,0.084115,[16  8] ; [35 15],[16.54054054  7.45945946] ; [34.45945946 15.54054054],0
n6,1,0.773236,0.083028,[22  1] ; [47  3],[21.73972603  1.26027397] ; [47.26027397  2.73972603],0
p8,1,0.801505,0.063202,[19  5] ; [40  9],[19.39726027  4.60273973] ; [39.60273973  9.39726027],0
p6,1,0.814054,0.055319,[15  9] ; [32 17],[15.45205479  8.54794521] ; [31.54794521 17.45205479],0
r2,1,0.818609,0.052594,[22  2] ; [45  5],[21.72972973  2.27027027] ; [45.27027027  4.72972973],0
a6,1,0.822025,0.050598,[16  8] ; [32 18],[15.56756757  8.43243243] ; [32.43243243 17.56756757],0
