Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a6,1,0.048475,3.893443,[87 35] ; [2 4],[84.828125 37.171875] ; [4.171875 1.828125],0
a3,1,0.084927,2.967993,[83 40] ; [2 4],[81.04651163 41.95348837] ; [3.95348837 2.04651163],0
p6,1,0.117971,2.444057,[26 91] ; [3 3],[27.58536585 89.41463415] ; [1.41463415 4.58536585],0
u3,1,0.133444,2.251969,[32  7] ; [2 2],[30.8372093  8.1627907] ; [3.1627907 0.8372093],0
s1,1,0.16343,1.942198,[  5 114] ; [1 5],[  5.712 113.288] ; [0.288 5.712],0
b4,1,0.192121,1.701274,[74 49] ; [2 4],[72.46511628 50.53488372] ; [3.53488372 2.46511628],0
s4,1,0.216565,1.526986,[ 18 105] ; [2 4],[ 19.06976744 103.93023256] ; [0.93023256 5.06976744],0
v3,1,0.277225,1.180645,[32 78] ; [3 3],[33.18965517 76.81034483] ; [1.81034483 4.18965517],0
s3,1,0.309206,1.034064,[66 55] ; [2 4],[64.78740157 56.21259843] ; [3.21259843 2.78740157],0
p11,1,0.319911,0.989309,[78 45] ; [5 1],[79.13953488 43.86046512] ; [3.86046512 2.13953488],0
a7,1,0.326388,0.963175,[85 38] ; [3 3],[83.90697674 39.09302326] ; [4.09302326 1.90697674],0
a5,1,0.350449,0.871831,[84 39] ; [3 3],[82.95348837 40.04651163] ; [4.04651163 1.95348837],0
d4,1,0.389027,0.741982,[98 23] ; [4 2],[97.18110236 23.81889764] ; [4.81889764 1.18110236],0
s8,1,0.400413,0.707086,[41 82] ; [3 3],[41.95348837 81.04651163] ; [2.04651163 3.95348837],0
d1,1,0.436541,0.605357,[61 62] ; [2 4],[60.06976744 62.93023256] ; [2.93023256 3.06976744],0
s7,1,0.488848,0.47906,[38 76] ; [2 2],[38.6440678 75.3559322] ; [1.3559322 2.6440678],0
b5,1,0.506817,0.440633,[78 45] ; [3 3],[77.23255814 45.76744186] ; [3.76744186 2.23255814],0
d5,1,0.522204,0.409537,[95 27] ; [4 2],[94.359375 27.640625] ; [4.640625 1.359375],0
s6,1,0.545994,0.364543,[66 56] ; [4 2],[66.71875 55.28125] ; [3.28125 2.71875],0
v1,1,0.574628,0.315,[54 66] ; [2 4],[53.33333333 66.66666667] ; [2.66666667 3.33333333],0
n5,1,0.614365,0.253867,[48 73] ; [3 3],[48.59055118 72.40944882] ; [2.40944882 3.59055118],0
p2,1,0.629197,0.233151,[92 30] ; [4 2],[91.5 30.5] ; [4.5 1.5],0
v2,1,0.63362,0.227184,[55 57] ; [3 2],[55.52136752 56.47863248] ; [2.47863248 2.52136752],0
a8,1,0.650059,0.205826,[ 12 100] ; [1 5],[12.33898305 99.66101695] ; [0.66101695 5.33898305],0
s2,1,0.652835,0.202344,[52 70] ; [2 4],[51.46875 70.53125] ; [2.53125 3.46875],0
p3,1,0.661569,0.191624,[50 72] ; [3 3],[50.515625 71.484375] ; [2.484375 3.515625],0
d2,1,0.76828,0.086804,[48 74] ; [2 4],[47.65625 74.34375] ; [2.34375 3.65625],0
s5,1,0.804219,0.06145,[24 91] ; [1 5],[23.76033058 91.23966942] ; [1.23966942 4.76033058],0
a4,1,0.810024,0.05779,[47 76] ; [2 4],[46.72093023 76.27906977] ; [2.27906977 3.72093023],0
p9,1,0.872806,0.02563,[83 36] ; [4 2],[82.824 36.176] ; [4.176 1.824],0
p4,1,0.889823,0.01919,[57 64] ; [3 3],[57.16535433 63.83464567] ; [2.83464567 3.16535433],0
n4,1,0.953467,0.003405,[63 60] ; [3 3],[62.93023256 60.06976744] ; [3.06976744 2.93023256],0
d3,1,0.956117,0.003028,[80 42] ; [4 2],[80.0625 41.9375] ; [3.9375 2.0625],0
