Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,43.648633,[60 13] ; [ 7 32],[43.66964286 29.33035714] ; [23.33035714 15.66964286],1
r3,1,1e-06,24.232619,[63  9] ; [17 22],[51.89189189 20.10810811] ; [28.10810811 10.89189189],1
v4,1,0.000582,11.832377,[61 10] ; [22 17],[53.57272727 17.42727273] ; [29.42727273  9.57272727],1
r2,1,0.001031,10.771936,[66  7] ; [24 13],[59.72727273 13.27272727] ; [30.27272727  6.72727273],0
p1,1,0.005183,7.814522,[ 2 70] ; [ 7 32],[ 5.83783784 66.16216216] ; [ 3.16216216 35.83783784],0
d4,1,0.007763,7.08735,[57 14] ; [22 17],[50.99090909 20.00909091] ; [28.00909091 10.99090909],0
u2,1,0.011939,6.319892,[16  5] ; [ 7 12],[12.075  8.925] ; [10.925  8.075],0
b5,1,0.015874,5.816723,[49 24] ; [17 22],[43.01785714 29.98214286] ; [22.98214286 16.01785714],0
s6,1,0.025963,4.958456,[32 40] ; [ 9 30],[26.59459459 45.40540541] ; [14.40540541 24.59459459],0
s3,1,0.028107,4.821504,[41 32] ; [13 25],[35.51351351 37.48648649] ; [18.48648649 19.51351351],0
a3,1,0.040539,4.195196,[51 21] ; [20 19],[46.05405405 25.94594595] ; [24.94594595 14.05405405],0
u3,1,0.040581,4.193415,[14  8] ; [ 6 13],[10.73170732 11.26829268] ; [9.26829268 9.73170732],0
b3,1,0.040855,4.182032,[ 7 28] ; [10 12],[10.43859649 24.56140351] ; [ 6.56140351 15.43859649],0
b2,1,0.040855,4.182032,[ 7 28] ; [10 12],[10.43859649 24.56140351] ; [ 6.56140351 15.43859649],0
d5,1,0.051431,3.794188,[52 20] ; [21 18],[47.35135135 24.64864865] ; [25.64864865 13.35135135],0
d3,1,0.053501,3.728213,[46 26] ; [17 21],[41.23636364 30.76363636] ; [21.76363636 16.23636364],0
s2,1,0.054069,3.710581,[28 45] ; [ 8 31],[23.46428571 49.53571429] ; [12.53571429 26.46428571],0
p8,1,0.055267,3.674012,[21 50] ; [ 5 33],[16.93577982 54.06422018] ; [ 9.06422018 28.93577982],0
p6,1,0.069692,3.290259,[ 6 63] ; [ 8 30],[ 9.02803738 59.97196262] ; [ 4.97196262 33.02803738],0
a5,1,0.071015,3.259404,[43 30] ; [16 23],[38.45535714 34.54464286] ; [20.54464286 18.45535714],0
s4,1,0.07373,3.197956,[ 9 64] ; [10 29],[12.38392857 60.61607143] ; [ 6.61607143 32.38392857],0
v1,1,0.075445,3.160391,[33 38] ; [11 27],[28.66055046 42.33944954] ; [15.33944954 22.66055046],0
d2,1,0.112197,2.522993,[24 48] ; [19 20],[27.89189189 44.10810811] ; [15.10810811 23.89189189],0
