Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s3,1,0.0,135.382957,[35 74] ; [251  28],[80.34536082 28.65463918] ; [205.65463918  73.34536082],1
s6,1,0.0,41.566625,[73 36] ; [255  20],[93.10416667 15.89583333] ; [234.89583333  40.10416667],1
s7,1,0.0,33.373501,[61 46] ; [225  40],[82.26344086 24.73655914] ; [203.73655914  61.26344086],1
s5,1,1.5e-05,18.785455,[28 77] ; [136 128],[46.66666667 58.33333333] ; [117.33333333 146.66666667],1
v4,1,0.006921,7.293408,[102   8] ; [273   5],[106.31443299   3.68556701] ; [268.68556701   9.31443299],0
s4,1,0.008236,6.981436,[12 98] ; [ 63 215],[21.2628866 88.7371134] ; [ 53.7371134 224.2628866],0
r2,1,0.010332,6.576737,[99  9] ; [270   7],[103.51168831   4.48831169] ; [265.48831169  11.51168831],0
v1,1,0.02376,5.112096,[57 50] ; [177  92],[66.59042553 40.40957447] ; [167.40957447 101.59042553],0
d1,1,0.039347,4.245826,[65 45] ; [196  84],[73.61538462 36.38461538] ; [187.38461538  92.61538462],0
p4,1,0.041562,4.15295,[65 45] ; [195  84],[73.5218509 36.4781491] ; [186.4781491  92.5218509],0
u4,1,0.046274,3.971581,[  1 109] ; [ 15 265],[  4.51282051 105.48717949] ; [ 11.48717949 268.51282051],0
p11,1,0.067337,3.346759,[96 14] ; [222  58],[89.69230769 20.30769231] ; [228.30769231  51.69230769],0
n5,1,0.071082,3.257864,[80 29] ; [227  51],[86.46770026 22.53229974] ; [220.53229974  57.46770026],0
a2,1,0.071888,3.239367,[22 88] ; [ 81 199],[29.05128205 80.94871795] ; [ 73.94871795 206.05128205],0
a4,1,0.092755,2.8259,[45 65] ; [141 139],[52.46153846 57.53846154] ; [133.53846154 146.46153846],0
n1,1,0.111753,2.529249,[ 7 16] ; [28 28],[10.18987342 12.81012658] ; [24.81012658 31.18987342],0
d4,1,0.120147,2.415404,[89 21] ; [243  36],[93.88174807 16.11825193] ; [238.11825193  40.88174807],0
d5,1,0.120147,2.415404,[89 21] ; [243  36],[93.88174807 16.11825193] ; [238.11825193  40.88174807],0
p12,1,0.146296,2.110451,[  8 100] ; [ 35 243],[12.03108808 95.96891192] ; [ 30.96891192 247.03108808],0
a3,1,0.15112,2.060913,[81 29] ; [224  55],[86.24678663 23.75321337] ; [218.75321337  60.24678663],0
u1,1,0.194395,1.683992,[20 90] ; [ 68 212],[24.82051282 85.17948718] ; [ 63.17948718 216.82051282],0
b5,1,0.212762,1.552532,[60 50] ; [172 108],[65.43589744 44.56410256] ; [166.56410256 113.43589744],0
u3,1,0.214798,1.538793,[18 11] ; [42 14],[20.47058824  8.52941176] ; [39.52941176 16.47058824],0
a7,1,0.22917,1.446003,[81 29] ; [188  91],[76.06683805 33.93316195] ; [192.93316195  86.06683805],0
n6,1,0.251115,1.317091,[93 17] ; [246  31],[96.35658915 13.64341085] ; [242.64341085  34.35658915],0
v2,1,0.269204,1.220797,[62 46] ; [169  97],[66.70588235 41.29411765] ; [164.29411765 101.70588235],0
p10,1,0.329231,0.951922,[92 16] ; [246  31],[94.81558442 13.18441558] ; [243.18441558  33.81558442],0
u2,1,0.331497,0.943043,[21  8] ; [34 21],[18.98809524 10.01190476] ; [36.01190476 18.98809524],0
p3,1,0.35839,0.843528,[60 50] ; [167 113],[64.02564103 45.97435897] ; [162.97435897 117.02564103],0
d2,1,0.392673,0.730648,[58 52] ; [161 119],[61.76923077 48.23076923] ; [157.23076923 122.76923077],0
p6,1,0.427017,0.630922,[47 61] ; [133 144],[50.49350649 57.50649351] ; [129.50649351 147.49350649],0
b1,1,0.435726,0.607513,[42 68] ; [119 161],[45.41025641 64.58974359] ; [115.58974359 164.41025641],0
b4,1,0.441816,0.591561,[66 44] ; [156 124],[62.61538462 47.38461538] ; [159.38461538 120.61538462],0
p9,1,0.469159,0.523956,[97 12] ; [254  24],[98.86046512 10.13953488] ; [252.13953488  25.86046512],0
d3,1,0.484825,0.487992,[73 37] ; [196  84],[75.87179487 34.12820513] ; [193.12820513  86.87179487],0
p1,1,0.501593,0.451564,[  9 101] ; [ 29 249],[10.77319588 99.22680412] ; [ 27.22680412 250.77319588],0
n2,1,0.522448,0.409059,[16  8] ; [42 15],[17.18518519  6.81481481] ; [40.81481481 16.18518519],0
n4,1,0.535139,0.384624,[92 18] ; [225  53],[89.87113402 20.12886598] ; [227.12886598  50.87113402],0
a1,1,0.556676,0.345493,[  5 105] ; [ 17 263],[  6.20512821 103.79487179] ; [ 15.79487179 264.20512821],0
p7,1,0.569901,0.322848,[80 29] ; [191  80],[77.73421053 31.26578947] ; [193.26578947  77.73421053],0
p2,1,0.587799,0.293794,[91 19] ; [237  42],[92.75064267 17.24935733] ; [235.24935733  43.75064267],0
b2,1,0.600709,0.273929,[37 43] ; [ 80 107],[35.05617978 44.94382022] ; [ 81.94382022 105.05617978],0
b3,1,0.600709,0.273929,[37 43] ; [ 80 107],[35.05617978 44.94382022] ; [ 81.94382022 105.05617978],0
a5,1,0.605233,0.267175,[85 25] ; [223  57],[86.87179487 23.12820513] ; [221.12820513  58.87179487],0
a8,1,0.606352,0.265522,[19 79] ; [ 44 214],[17.34269663 80.65730337] ; [ 45.65730337 212.34269663],0
p8,1,0.667551,0.18448,[64 43] ; [159 118],[62.13802083 44.86197917] ; [160.86197917 116.13802083],0
v3,1,0.717834,0.130578,[50 59] ; [127 138],[51.5855615 57.4144385] ; [125.4144385 139.5855615],0
r1,1,0.778887,0.078831,[93 16] ; [234  44],[92.10077519 16.89922481] ; [234.89922481  43.10077519],0
n3,1,0.792237,0.069383,[17  7] ; [42 15],[17.48148148  6.51851852] ; [41.51851852 15.48148148],0
a6,1,0.792935,0.068907,[71 39] ; [184  95],[72.10796915 37.89203085] ; [182.89203085  96.10796915],0
s1,1,0.908037,0.013344,[  4 104] ; [ 11 267],[  4.19689119 103.80310881] ; [ 10.80310881 267.19689119],0
r4,1,0.920306,0.01001,[104   6] ; [264  16],[103.79487179   6.20512821] ; [264.20512821  15.79487179],0
p5,1,0.964315,0.002002,[17 93] ; [ 42 233],[16.85714286 93.14285714] ; [ 42.14285714 232.85714286],0
