Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,0.0,83.166174,[196  47] ; [119 167],[144.69754253  98.30245747] ; [170.30245747 115.69754253],1
s5,1,0.133118,2.255755,[100 140] ; [102 187],[ 91.64461248 148.35538752] ; [110.35538752 178.64461248],0
u4,1,0.13626,2.219696,[  8 239] ; [  4 292],[  5.45856354 241.54143646] ; [  6.54143646 289.45856354],0
u1,1,0.152413,2.047934,[ 61 186] ; [ 58 238],[ 54.13075506 192.86924494] ; [ 64.86924494 231.13075506],0
a2,1,0.156117,2.011441,[ 77 170] ; [ 76 220],[ 69.59668508 177.40331492] ; [ 83.40331492 212.59668508],0
p11,1,0.158064,1.992655,[207  40] ; [234  62],[200.60220994  46.39779006] ; [240.39779006  55.60220994],0
d2,1,0.172736,1.859038,[138 106] ; [150 146],[130.13333333 113.86666667] ; [157.86666667 138.13333333],0
p9,1,0.187138,1.740005,[212  29] ; [246  47],[206.70037453  34.29962547] ; [251.29962547  41.70037453],0
a3,1,0.218374,1.515026,[192  52] ; [218  76],[185.94795539  58.05204461] ; [224.05204461  69.94795539],0
a4,1,0.257392,1.282732,[127 118] ; [138 156],[120.45454545 124.54545455] ; [144.54545455 149.45454545],0
n1,1,0.259466,1.271603,[14 23] ; [34 35],[16.75471698 20.24528302] ; [31.24528302 37.75471698],0
p8,1,0.280459,1.164863,[145  96] ; [161 129],[138.88135593 102.11864407] ; [167.11864407 122.88135593],0
n3,1,0.351586,0.867724,[29 10] ; [44 23],[26.85849057 12.14150943] ; [46.14150943 20.85849057],0
b4,1,0.376139,0.783282,[147 100] ; [165 131],[141.92265193 105.07734807] ; [170.07734807 125.92265193],0
r3,1,0.423333,0.641044,[236   9] ; [279  15],[234.09090909  10.90909091] ; [280.90909091  13.09090909],0
u2,1,0.440873,0.594009,[33 22] ; [41 36],[30.83333333 24.16666667] ; [43.16666667 33.83333333],0
s3,1,0.514653,0.424596,[144  93] ; [171 124],[140.32894737  96.67105263] ; [174.67105263 120.32894737],0
d3,1,0.525819,0.402465,[175  70] ; [204  92],[171.63585952  73.36414048] ; [207.36414048  88.63585952],0
d5,1,0.54029,0.375002,[206  39] ; [243  53],[203.33641405  41.66358595] ; [245.66358595  50.33641405],0
b5,1,0.576197,0.312423,[141 106] ; [176 120],[144.19705341 102.80294659] ; [172.80294659 123.19705341],0
u3,1,0.644747,0.212587,[36 19] ; [48 30],[34.73684211 20.26315789] ; [49.26315789 28.73684211],0
a7,1,0.692746,0.156129,[176  68] ; [218  78],[178.02962963  65.97037037] ; [215.97037037  80.02962963],0
r4,1,0.700576,0.147874,[237  10] ; [282  14],[236.08287293  10.91712707] ; [282.91712707  13.08287293],0
a8,1,0.779809,0.078158,[ 34 179] ; [ 46 226],[ 35.13402062 177.86597938] ; [ 44.86597938 227.13402062],0
d4,1,0.779843,0.078133,[204  39] ; [245  50],[202.80111524  40.19888476] ; [246.19888476  48.80111524],0
s6,1,0.825621,0.048541,[174  68] ; [211  79],[175.13157895  66.86842105] ; [209.86842105  80.13157895],0
a6,1,0.835594,0.04307,[171  73] ; [205  91],[169.8962963  74.1037037] ; [206.1037037  89.8962963],0
p2,1,0.84851,0.036488,[207  37] ; [252  43],[207.78478664  36.21521336] ; [251.21521336  43.78478664],0
b1,1,0.863129,0.029719,[100 147] ; [122 174],[100.98342541 146.01657459] ; [121.01657459 174.98342541],0
s1,1,0.889188,0.019413,[  8 234] ; [  9 282],[  7.71857411 234.28142589] ; [  9.28142589 281.71857411],0
r2,1,0.906782,0.013712,[237   7] ; [287   9],[236.77037037   7.22962963] ; [287.22962963   8.77037037],0
p6,1,0.938616,0.00593,[ 97 145] ; [118 174],[ 97.43445693 144.56554307] ; [117.56554307 174.43445693],0
b2,1,0.981515,0.000537,[65 98] ; [ 72 108],[65.10495627 97.89504373] ; [ 71.89504373 108.10495627],0
b3,1,0.981515,0.000537,[65 98] ; [ 72 108],[65.10495627 97.89504373] ; [ 71.89504373 108.10495627],0
