Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,7.4e-05,15.709315,[31  4] ; [26 29],[22.16666667 12.83333333] ; [34.83333333 20.16666667],1
s3,1,0.001293,10.352505,[31  4] ; [31 24],[24.11111111 10.88888889] ; [37.88888889 17.11111111],0
s6,1,0.001619,9.938288,[33  1] ; [39 17],[27.2  6.8] ; [44.8 11.2],0
s7,1,0.001698,9.850543,[24  9] ; [21 34],[16.875 16.125] ; [28.125 26.875],0
s8,1,0.028324,4.808256,[18 17] ; [16 40],[13.07692308 21.92307692] ; [20.92307692 35.07692308],0
r4,1,0.03383,4.503253,[32  3] ; [41 15],[28.07692308  6.92307692] ; [44.92307692 11.07692308],0
a4,1,0.0638,3.435739,[16 19] ; [15 41],[11.92307692 23.07692308] ; [19.07692308 36.92307692],0
p9,1,0.065951,3.381031,[29  5] ; [38 18],[25.31111111  8.68888889] ; [41.68888889 14.31111111],0
r2,1,0.071565,3.246753,[34  1] ; [47  8],[31.5  3.5] ; [49.5  5.5],0
v4,1,0.071565,3.246753,[34  1] ; [47  8],[31.5  3.5] ; [49.5  5.5],0
p3,1,0.097953,2.738558,[ 9 26] ; [24 32],[12.69230769 22.30769231] ; [20.30769231 35.69230769],0
b4,1,0.141735,2.15902,[23 12] ; [28 28],[19.61538462 15.38461538] ; [31.38461538 24.61538462],0
n5,1,0.183855,1.766183,[26  9] ; [34 22],[23.07692308 11.92307692] ; [36.92307692 19.07692308],0
d4,1,0.260668,1.265205,[27  8] ; [37 19],[24.61538462 10.38461538] ; [39.38461538 16.61538462],0
b5,1,0.260892,1.264018,[19 16] ; [37 19],[21.53846154 13.46153846] ; [34.46153846 21.53846154],0
r3,1,0.291466,1.112839,[33  2] ; [49  7],[31.53846154  3.46153846] ; [50.46153846  5.53846154],0
a6,1,0.297462,1.085539,[18 17] ; [35 21],[20.38461538 14.61538462] ; [32.61538462 23.38461538],0
u1,1,0.303602,1.058307,[ 3 32] ; [ 9 47],[ 4.61538462 30.38461538] ; [ 7.38461538 48.61538462],0
v3,1,0.367529,0.812,[12 23] ; [14 41],[10.11111111 24.88888889] ; [15.88888889 39.11111111],0
b1,1,0.393269,0.72881,[13 22] ; [16 40],[11.15384615 23.84615385] ; [17.84615385 38.15384615],0
n3,1,0.399075,0.711111,[10  2] ; [14  6],[9. 3.] ; [15.  5.],0
r1,1,0.408816,0.682242,[26  9] ; [37 19],[24.23076923 10.76923077] ; [38.76923077 17.23076923],0
d2,1,0.495628,0.464286,[15 20] ; [20 36],[13.46153846 21.53846154] ; [21.53846154 34.46153846],0
d3,1,0.502913,0.448784,[22 13] ; [39 17],[23.46153846 11.53846154] ; [37.53846154 18.46153846],0
v2,1,0.513021,0.4279,[16 18] ; [22 33],[14.51685393 19.48314607] ; [23.48314607 31.51685393],0
n6,1,0.53805,0.379167,[31  4] ; [47  9],[30.  5.] ; [48.  8.],0
u3,1,0.56917,0.324074,[5 5] ; [11  7],[5.71428571 4.28571429] ; [10.28571429  7.71428571],0
n1,1,0.580912,0.304762,[ 2 10] ; [ 5 15],[2.625 9.375] ; [ 4.375 15.625],0
b3,1,0.624065,0.240196,[ 3 14] ; [ 4 28],[ 2.42857143 14.57142857] ; [ 4.57142857 27.42857143],0
b2,1,0.624065,0.240196,[ 3 14] ; [ 4 28],[ 2.42857143 14.57142857] ; [ 4.57142857 27.42857143],0
p11,1,0.6244,0.239731,[22 13] ; [38 18],[23.07692308 11.92307692] ; [36.92307692 19.07692308],0
a5,1,0.631463,0.230083,[23 12] ; [34 22],[21.92307692 13.07692308] ; [35.07692308 20.92307692],0
u2,1,0.638101,0.221235,[3 7] ; [ 7 11],[3.57142857 6.42857143] ; [ 6.42857143 11.57142857],0
p8,1,0.654587,0.200166,[ 9 25] ; [17 38],[ 9.93258427 24.06741573] ; [16.06741573 38.93258427],0
a3,1,0.719504,0.128968,[25 10] ; [38 18],[24.23076923 10.76923077] ; [38.76923077 17.23076923],0
p7,1,0.763534,0.090507,[17 16] ; [27 29],[16.31460674 16.68539326] ; [27.68539326 28.31460674],0
p10,1,0.766424,0.088242,[26  9] ; [40 16],[25.38461538  9.61538462] ; [40.61538462 15.38461538],0
p2,1,0.766424,0.088242,[26  9] ; [40 16],[25.38461538  9.61538462] ; [40.61538462 15.38461538],0
a2,1,0.806504,0.059995,[ 5 30] ; [ 7 49],[ 4.61538462 30.38461538] ; [ 7.38461538 48.61538462],0
d5,1,0.816323,0.053953,[27  8] ; [42 14],[26.53846154  8.46153846] ; [42.46153846 13.53846154],0
p1,1,0.852711,0.03447,[ 1 34] ; [ 2 54],[ 1.15384615 33.84615385] ; [ 1.84615385 54.15384615],0
a1,1,0.852711,0.03447,[ 1 34] ; [ 2 54],[ 1.15384615 33.84615385] ; [ 1.84615385 54.15384615],0
a8,1,0.905164,0.014195,[ 1 29] ; [ 2 50],[ 1.09756098 28.90243902] ; [ 1.90243902 50.09756098],0
v1,1,0.919367,0.010248,[14 21] ; [23 33],[14.23076923 20.76923077] ; [22.76923077 33.23076923],0
s1,1,0.942015,0.005291,[ 2 33] ; [ 3 53],[ 1.92307692 33.07692308] ; [ 3.07692308 52.92307692],0
p4,1,0.94595,0.004596,[14 21] ; [22 34],[13.84615385 21.15384615] ; [22.15384615 33.84615385],0
n4,1,0.94595,0.004596,[21 14] ; [34 22],[21.15384615 13.84615385] ; [33.84615385 22.15384615],0
a7,1,0.972101,0.001223,[23 12] ; [37 19],[23.07692308 11.92307692] ; [36.92307692 19.07692308],0
d1,1,1.0,0.0,[15 20] ; [24 32],[15. 20.] ; [24. 32.],0
